vgs ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 
550.0E-3,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-6.601E-12,88.26E-6,118.4E-6,132.4E-6,142.5E-6,151.6E-6,160.5E-6,169.4E-6,178.4E-6,187.6E-6,197.0E-6,206.5E-6,216.3E-6,0.000,9.818,10.55,10.65,10.53,10.34,10.13,9.912,9.694,9.480,9.271,9.067,8.868,0.000,82.85E-6,116.5E-6,129.8E-6,136.8E-6,141.7E-6,145.7E-6,149.3E-6,152.5E-6,155.6E-6,158.5E-6,161.2E-6,163.8E-6,0.000,866.5E-6,1.249E-3,1.410E-3,1.501E-3,1.568E-3,1.626E-3,1.679E-3,1.730E-3,1.778E-3,1.826E-3,1.873E-3,1.918E-3,1.389E-3,487.8E-6,183.7E-6,112.3E-6,94.29E-6,89.42E-6,88.67E-6,89.48E-6,90.97E-6,92.80E-6,94.82E-6,96.97E-6,99.22E-6,0.000,54.68E9,85.44E9,98.73E9,106.0E9,111.2E9,115.8E9,120.1E9,124.2E9,128.1E9,131.8E9,135.4E9,138.9E9,880.1E-18,831.9E-18,792.7E-18,764.9E-18,741.9E-18,721.8E-18,703.9E-18,687.8E-18,673.1E-18,659.7E-18,647.3E-18,635.9E-18,625.4E-18,880.1E-18,871.5E-18,866.2E-18,864.9E-18,864.5E-18,864.3E-18,864.2E-18,864.2E-18,864.1E-18,864.1E-18,864.1E-18,864.1E-18,864.1E-18,1.367E-15,1.692E-15,1.783E-15,1.776E-15,1.769E-15,1.765E-15,1.763E-15,1.761E-15,1.761E-15,1.760E-15,1.760E-15,1.759E-15,1.759E-15,1.367E-15,743.1E-18,442.3E-18,391.7E-18,378.7E-18,371.6E-18,364.1E-18,355.7E-18,348.0E-18,341.8E-18,337.0E-18,333.2E-18,330.1E-18
600.0E-3,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-11.73E-12,135.5E-6,188.7E-6,212.4E-6,227.8E-6,240.6E-6,252.4E-6,264.0E-6,275.5E-6,287.0E-6,298.6E-6,310.4E-6,322.4E-6,0.000,7.486,8.219,8.398,8.359,8.244,8.101,7.948,7.792,7.637,7.484,7.334,7.188,0.000,98.20E-6,144.9E-6,163.6E-6,172.6E-6,178.0E-6,181.8E-6,185.0E-6,187.6E-6,190.0E-6,192.1E-6,194.0E-6,195.7E-6,0.000,1.015E-3,1.551E-3,1.784E-3,1.904E-3,1.983E-3,2.045E-3,2.098E-3,2.146E-3,2.192E-3,2.235E-3,2.277E-3,2.317E-3,1.952E-3,832.5E-6,326.2E-6,179.6E-6,136.3E-6,121.7E-6,116.5E-6,115.0E-6,115.1E-6,115.9E-6,117.3E-6,118.8E-6,120.6E-6,0.000,59.23E9,98.29E9,116.7E9,126.0E9,132.0E9,136.7E9,140.8E9,144.6E9,148.2E9,151.5E9,154.6E9,157.6E9,885.5E-18,840.7E-18,800.6E-18,771.5E-18,748.0E-18,727.7E-18,709.7E-18,693.5E-18,678.7E-18,665.3E-18,652.9E-18,641.6E-18,631.0E-18,885.5E-18,878.7E-18,872.9E-18,870.9E-18,870.3E-18,870.0E-18,869.9E-18,869.8E-18,869.8E-18,869.7E-18,869.7E-18,869.7E-18,869.7E-18,1.442E-15,1.761E-15,1.925E-15,1.932E-15,1.925E-15,1.920E-15,1.917E-15,1.915E-15,1.914E-15,1.913E-15,1.912E-15,1.912E-15,1.912E-15,1.442E-15,894.6E-18,498.9E-18,409.4E-18,386.3E-18,376.7E-18,369.0E-18,360.6E-18,352.1E-18,345.0E-18,339.4E-18,335.1E-18,331.7E-18
650.0E-3,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-19.95E-12,188.3E-6,271.8E-6,309.3E-6,331.6E-6,348.6E-6,363.7E-6,377.9E-6,391.7E-6,405.4E-6,419.1E-6,432.8E-6,446.6E-6,0.000,5.778,6.493,6.725,6.746,6.686,6.593,6.486,6.374,6.261,6.148,6.036,5.926,0.000,106.7E-6,165.6E-6,190.2E-6,201.4E-6,207.4E-6,211.2E-6,213.9E-6,215.9E-6,217.5E-6,218.9E-6,220.0E-6,220.9E-6,0.000,1.088E-3,1.765E-3,2.080E-3,2.237E-3,2.331E-3,2.398E-3,2.451E-3,2.497E-3,2.538E-3,2.576E-3,2.612E-3,2.647E-3,2.530E-3,1.263E-3,524.2E-6,271.8E-6,188.6E-6,157.9E-6,145.2E-6,139.8E-6,137.5E-6,136.9E-6,137.1E-6,137.9E-6,139.0E-6,0.000,60.22E9,105.5E9,129.1E9,140.9E9,147.9E9,152.8E9,156.9E9,160.5E9,163.7E9,166.7E9,169.4E9,171.9E9,889.3E-18,847.1E-18,807.3E-18,777.2E-18,753.2E-18,732.6E-18,714.4E-18,698.1E-18,683.4E-18,669.9E-18,657.5E-18,646.1E-18,635.6E-18,889.3E-18,883.9E-18,878.2E-18,875.7E-18,874.9E-18,874.5E-18,874.3E-18,874.2E-18,874.1E-18,874.1E-18,874.1E-18,874.1E-18,874.0E-18,1.494E-15,1.791E-15,2.018E-15,2.049E-15,2.046E-15,2.041E-15,2.037E-15,2.035E-15,2.033E-15,2.032E-15,2.031E-15,2.030E-15,2.030E-15,1.494E-15,1.026E-15,570.0E-18,434.5E-18,396.9E-18,382.8E-18,374.2E-18,365.7E-18,356.8E-18,348.8E-18,342.4E-18,337.4E-18,333.5E-18
700.0E-3,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-33.01E-12,243.1E-6,363.3E-6,418.6E-6,449.8E-6,472.0E-6,490.6E-6,507.5E-6,523.6E-6,539.2E-6,554.7E-6,570.1E-6,585.5E-6,0.000,4.520,5.190,5.459,5.525,5.505,5.449,5.376,5.296,5.213,5.128,5.044,4.960,0.000,109.2E-6,177.6E-6,208.4E-6,222.2E-6,229.2E-6,233.1E-6,235.4E-6,236.9E-6,237.9E-6,238.5E-6,238.9E-6,239.0E-6,0.000,1.099E-3,1.886E-3,2.285E-3,2.485E-3,2.599E-3,2.673E-3,2.728E-3,2.773E-3,2.811E-3,2.845E-3,2.876E-3,2.904E-3,3.095E-3,1.750E-3,778.5E-6,392.7E-6,253.8E-6,199.3E-6,175.5E-6,164.1E-6,158.5E-6,155.7E-6,154.4E-6,154.1E-6,154.4E-6,0.000,58.62E9,107.7E9,136.1E9,150.7E9,159.0E9,164.4E9,168.5E9,172.0E9,175.0E9,177.7E9,180.1E9,182.3E9,892.1E-18,851.7E-18,812.9E-18,782.1E-18,757.5E-18,736.7E-18,718.4E-18,702.0E-18,687.2E-18,673.7E-18,661.3E-18,649.9E-18,639.3E-18,892.1E-18,887.8E-18,882.4E-18,879.6E-18,878.5E-18,878.0E-18,877.8E-18,877.7E-18,877.6E-18,877.5E-18,877.5E-18,877.5E-18,877.5E-18,1.531E-15,1.800E-15,2.072E-15,2.134E-15,2.138E-15,2.134E-15,2.131E-15,2.128E-15,2.126E-15,2.125E-15,2.124E-15,2.123E-15,2.122E-15,1.531E-15,1.133E-15,649.7E-18,466.9E-18,410.9E-18,390.2E-18,379.7E-18,371.1E-18,362.0E-18,353.1E-18,345.7E-18,340.0E-18,335.5E-18
750.0E-3,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-53.58E-12,297.2E-6,458.7E-6,536.0E-6,578.3E-6,606.8E-6,629.4E-6,649.1E-6,667.4E-6,684.9E-6,702.0E-6,718.8E-6,735.6E-6,0.000,3.585,4.191,4.482,4.582,4.593,4.565,4.517,4.460,4.399,4.336,4.272,4.207,0.000,107.3E-6,181.8E-6,218.3E-6,235.1E-6,243.3E-6,247.5E-6,249.7E-6,250.9E-6,251.3E-6,251.4E-6,251.1E-6,250.6E-6,0.000,1.065E-3,1.923E-3,2.402E-3,2.650E-3,2.787E-3,2.873E-3,2.932E-3,2.977E-3,3.013E-3,3.044E-3,3.071E-3,3.095E-3,3.630E-3,2.261E-3,1.084E-3,545.0E-6,334.6E-6,247.9E-6,208.5E-6,188.9E-6,178.5E-6,172.8E-6,169.5E-6,167.8E-6,167.1E-6,0.000,55.38E9,106.1E9,138.4E9,156.0E9,165.8E9,171.9E9,176.2E9,179.6E9,182.6E9,185.1E9,187.3E9,189.1E9,894.3E-18,855.1E-18,817.4E-18,786.2E-18,761.2E-18,740.1E-18,721.7E-18,705.2E-18,690.4E-18,676.8E-18,664.4E-18,653.0E-18,642.4E-18,894.3E-18,890.7E-18,885.8E-18,882.8E-18,881.5E-18,880.9E-18,880.6E-18,880.4E-18,880.3E-18,880.3E-18,880.2E-18,880.2E-18,880.2E-18,1.557E-15,1.800E-15,2.097E-15,2.192E-15,2.208E-15,2.207E-15,2.204E-15,2.201E-15,2.199E-15,2.197E-15,2.196E-15,2.195E-15,2.194E-15,1.557E-15,1.218E-15,732.4E-18,505.9E-18,428.5E-18,399.4E-18,385.7E-18,376.5E-18,367.4E-18,358.0E-18,349.7E-18,343.0E-18,337.9E-18
800.0E-3,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-85.83E-12,348.8E-6,554.1E-6,657.2E-6,713.1E-6,749.2E-6,776.4E-6,799.2E-6,819.8E-6,839.1E-6,857.7E-6,875.8E-6,893.6E-6,0.000,2.879,3.417,3.716,3.840,3.876,3.868,3.840,3.801,3.757,3.709,3.660,3.610,0.000,102.3E-6,179.6E-6,221.0E-6,240.8E-6,250.4E-6,255.2E-6,257.5E-6,258.4E-6,258.6E-6,258.2E-6,257.4E-6,256.4E-6,0.000,1.004E-3,1.893E-3,2.442E-3,2.738E-3,2.903E-3,3.003E-3,3.069E-3,3.116E-3,3.152E-3,3.181E-3,3.205E-3,3.226E-3,4.126E-3,2.773E-3,1.429E-3,728.7E-6,433.1E-6,305.4E-6,245.6E-6,215.2E-6,198.5E-6,188.9E-6,183.1E-6,179.7E-6,177.7E-6,0.000,51.27E9,101.7E9,137.0E9,157.4E9,168.9E9,175.9E9,180.6E9,184.1E9,187.0E9,189.4E9,191.5E9,193.2E9,896.0E-18,857.7E-18,821.1E-18,789.8E-18,764.4E-18,743.0E-18,724.4E-18,707.9E-18,693.0E-18,679.4E-18,666.9E-18,655.5E-18,644.9E-18,896.0E-18,892.9E-18,888.5E-18,885.4E-18,884.0E-18,883.2E-18,882.9E-18,882.7E-18,882.6E-18,882.5E-18,882.4E-18,882.4E-18,882.4E-18,1.576E-15,1.794E-15,2.101E-15,2.229E-15,2.259E-15,2.262E-15,2.260E-15,2.258E-15,2.256E-15,2.254E-15,2.252E-15,2.251E-15,2.251E-15,1.576E-15,1.286E-15,813.6E-18,550.3E-18,449.7E-18,410.4E-18,392.5E-18,382.0E-18,372.9E-18,363.4E-18,354.2E-18,346.5E-18,340.6E-18
850.0E-3,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-136.1E-12,397.0E-6,646.8E-6,778.7E-6,850.7E-6,895.7E-6,928.3E-6,954.7E-6,977.7E-6,998.8E-6,1.019E-3,1.038E-3,1.057E-3,0.000,2.340,2.811,3.108,3.248,3.302,3.312,3.299,3.273,3.241,3.206,3.168,3.129,0.000,95.61E-6,172.9E-6,217.8E-6,240.4E-6,251.6E-6,257.1E-6,259.6E-6,260.5E-6,260.4E-6,259.7E-6,258.6E-6,257.1E-6,0.000,929.1E-6,1.818E-3,2.420E-3,2.763E-3,2.958E-3,3.074E-3,3.149E-3,3.200E-3,3.238E-3,3.266E-3,3.289E-3,3.307E-3,4.577E-3,3.267E-3,1.801E-3,941.6E-6,550.2E-6,373.4E-6,288.3E-6,244.0E-6,219.4E-6,204.9E-6,195.9E-6,190.3E-6,186.8E-6,0.000,46.81E9,95.63E9,132.9E9,155.7E9,169.0E9,177.1E9,182.3E9,186.0E9,188.9E9,191.4E9,193.4E9,195.0E9,897.3E-18,859.8E-18,824.0E-18,792.8E-18,767.1E-18,745.5E-18,726.8E-18,710.1E-18,695.1E-18,681.5E-18,669.0E-18,657.6E-18,646.9E-18,897.3E-18,894.6E-18,890.7E-18,887.6E-18,886.0E-18,885.2E-18,884.7E-18,884.5E-18,884.4E-18,884.3E-18,884.2E-18,884.2E-18,884.1E-18,1.590E-15,1.785E-15,2.092E-15,2.249E-15,2.294E-15,2.303E-15,2.303E-15,2.301E-15,2.299E-15,2.298E-15,2.296E-15,2.295E-15,2.294E-15,1.590E-15,1.340E-15,890.6E-18,598.6E-18,474.4E-18,423.5E-18,400.3E-18,387.7E-18,378.3E-18,368.9E-18,359.2E-18,350.6E-18,343.7E-18
900.0E-3,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-214.4E-12,441.2E-6,734.9E-6,897.9E-6,988.2E-6,1.044E-3,1.083E-3,1.113E-3,1.139E-3,1.162E-3,1.183E-3,1.204E-3,1.223E-3,0.000,1.922,2.332,2.620,2.770,2.838,2.860,2.859,2.844,2.823,2.796,2.768,2.738,0.000,87.99E-6,163.0E-6,210.1E-6,235.1E-6,247.8E-6,254.0E-6,256.9E-6,257.9E-6,257.7E-6,256.8E-6,255.5E-6,253.7E-6,0.000,848.2E-6,1.714E-3,2.352E-3,2.738E-3,2.962E-3,3.096E-3,3.182E-3,3.239E-3,3.279E-3,3.309E-3,3.331E-3,3.349E-3,4.985E-3,3.733E-3,2.188E-3,1.180E-3,685.9E-6,452.8E-6,337.4E-6,276.4E-6,242.0E-6,221.4E-6,208.6E-6,200.3E-6,194.9E-6,0.000,42.34E9,88.70E9,126.9E9,151.8E9,166.8E9,176.0E9,181.9E9,185.9E9,188.9E9,191.4E9,193.4E9,195.1E9,898.4E-18,861.3E-18,826.4E-18,795.3E-18,769.4E-18,747.6E-18,728.7E-18,711.9E-18,696.9E-18,683.2E-18,670.7E-18,659.2E-18,648.6E-18,898.4E-18,896.0E-18,892.5E-18,889.4E-18,887.7E-18,886.8E-18,886.3E-18,886.0E-18,885.8E-18,885.7E-18,885.6E-18,885.6E-18,885.5E-18,1.600E-15,1.775E-15,2.074E-15,2.254E-15,2.316E-15,2.333E-15,2.335E-15,2.334E-15,2.333E-15,2.331E-15,2.329E-15,2.328E-15,2.327E-15,1.600E-15,1.382E-15,961.8E-18,649.7E-18,502.5E-18,438.8E-18,409.3E-18,393.8E-18,383.6E-18,374.4E-18,364.6E-18,355.2E-18,347.3E-18
950.0E-3,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-335.7E-12,481.4E-6,817.3E-6,1.013E-3,1.123E-3,1.191E-3,1.237E-3,1.272E-3,1.301E-3,1.326E-3,1.349E-3,1.370E-3,1.391E-3,0.000,1.594,1.949,2.223,2.380,2.457,2.490,2.498,2.492,2.478,2.459,2.438,2.414,0.000,80.01E-6,151.3E-6,199.2E-6,226.0E-6,240.0E-6,247.1E-6,250.4E-6,251.5E-6,251.3E-6,250.4E-6,248.8E-6,246.9E-6,0.000,767.2E-6,1.593E-3,2.252E-3,2.673E-3,2.926E-3,3.079E-3,3.177E-3,3.241E-3,3.285E-3,3.317E-3,3.340E-3,3.357E-3,5.350E-3,4.166E-3,2.577E-3,1.438E-3,839.2E-6,543.9E-6,393.8E-6,313.0E-6,267.0E-6,239.2E-6,221.7E-6,210.2E-6,202.6E-6,0.000,38.05E9,81.47E9,119.8E9,146.3E9,162.9E9,173.2E9,179.8E9,184.2E9,187.4E9,190.0E9,192.1E9,193.8E9,899.3E-18,862.6E-18,828.4E-18,797.5E-18,771.4E-18,749.4E-18,730.3E-18,713.4E-18,698.3E-18,684.6E-18,672.1E-18,660.6E-18,649.9E-18,899.3E-18,897.1E-18,893.9E-18,891.0E-18,889.1E-18,888.1E-18,887.5E-18,887.2E-18,887.0E-18,886.9E-18,886.8E-18,886.7E-18,886.7E-18,1.607E-15,1.764E-15,2.051E-15,2.249E-15,2.328E-15,2.352E-15,2.358E-15,2.359E-15,2.357E-15,2.356E-15,2.354E-15,2.353E-15,2.352E-15,1.607E-15,1.416E-15,1.026E-15,702.2E-18,533.5E-18,456.2E-18,419.6E-18,400.6E-18,389.0E-18,379.7E-18,370.2E-18,360.3E-18,351.5E-18
1.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-523.4E-12,517.6E-6,893.4E-6,1.122E-3,1.254E-3,1.335E-3,1.390E-3,1.430E-3,1.462E-3,1.489E-3,1.514E-3,1.537E-3,1.558E-3,0.000,1.332,1.641,1.899,2.057,2.142,2.182,2.198,2.199,2.191,2.178,2.162,2.144,0.000,72.02E-6,138.6E-6,186.1E-6,214.1E-6,229.3E-6,237.1E-6,240.8E-6,242.1E-6,242.0E-6,241.0E-6,239.4E-6,237.3E-6,0.000,689.2E-6,1.466E-3,2.131E-3,2.581E-3,2.860E-3,3.033E-3,3.142E-3,3.214E-3,3.263E-3,3.298E-3,3.323E-3,3.341E-3,5.675E-3,4.563E-3,2.961E-3,1.711E-3,1.008E-3,646.5E-6,457.7E-6,354.4E-6,294.8E-6,258.6E-6,235.6E-6,220.4E-6,210.2E-6,0.000,34.03E9,74.29E9,112.0E9,139.7E9,157.7E9,169.1E9,176.5E9,181.4E9,184.9E9,187.5E9,189.7E9,191.4E9,900.0E-18,863.7E-18,830.0E-18,799.4E-18,773.1E-18,750.9E-18,731.6E-18,714.7E-18,699.5E-18,685.7E-18,673.2E-18,661.6E-18,650.9E-18,900.0E-18,898.0E-18,895.1E-18,892.3E-18,890.3E-18,889.2E-18,888.6E-18,888.2E-18,888.0E-18,887.8E-18,887.7E-18,887.7E-18,887.6E-18,1.611E-15,1.754E-15,2.025E-15,2.235E-15,2.330E-15,2.364E-15,2.374E-15,2.376E-15,2.375E-15,2.374E-15,2.372E-15,2.371E-15,2.370E-15,1.611E-15,1.443E-15,1.084E-15,755.0E-18,567.1E-18,475.9E-18,431.4E-18,408.1E-18,394.6E-18,384.8E-18,375.6E-18,365.7E-18,356.1E-18
1.050,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-813.4E-12,550.0E-6,963.2E-6,1.225E-3,1.381E-3,1.476E-3,1.539E-3,1.585E-3,1.621E-3,1.651E-3,1.678E-3,1.702E-3,1.724E-3,0.000,1.120,1.390,1.631,1.789,1.878,1.925,1.946,1.953,1.950,1.942,1.930,1.916,0.000,64.24E-6,125.5E-6,171.6E-6,200.2E-6,216.3E-6,224.7E-6,228.8E-6,230.4E-6,230.3E-6,229.3E-6,227.6E-6,225.5E-6,0.000,616.0E-6,1.339E-3,1.998E-3,2.470E-3,2.772E-3,2.963E-3,3.085E-3,3.166E-3,3.220E-3,3.258E-3,3.285E-3,3.304E-3,5.963E-3,4.924E-3,3.331E-3,1.994E-3,1.191E-3,760.2E-6,529.3E-6,400.9E-6,325.9E-6,280.0E-6,250.7E-6,231.3E-6,218.2E-6,0.000,30.33E9,67.38E9,104.0E9,132.4E9,151.6E9,164.1E9,172.2E9,177.7E9,181.4E9,184.2E9,186.4E9,188.3E9,900.7E-18,864.5E-18,831.3E-18,800.9E-18,774.6E-18,752.2E-18,732.8E-18,715.7E-18,700.4E-18,686.6E-18,674.0E-18,662.4E-18,651.7E-18,900.7E-18,898.7E-18,896.1E-18,893.4E-18,891.4E-18,890.2E-18,889.5E-18,889.0E-18,888.8E-18,888.6E-18,888.5E-18,888.4E-18,888.4E-18,1.613E-15,1.743E-15,1.998E-15,2.215E-15,2.325E-15,2.368E-15,2.383E-15,2.387E-15,2.387E-15,2.386E-15,2.385E-15,2.384E-15,2.382E-15,1.613E-15,1.465E-15,1.136E-15,807.2E-18,602.9E-18,497.6E-18,444.6E-18,416.6E-18,400.6E-18,389.9E-18,380.9E-18,371.3E-18,361.2E-18
1.100,1.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-1.261E-9,578.9E-6,1.027E-3,1.321E-3,1.501E-3,1.612E-3,1.685E-3,1.737E-3,1.778E-3,1.811E-3,1.839E-3,1.865E-3,1.888E-3,0.000,947.2E-3,1.184,1.407,1.563,1.656,1.707,1.733,1.744,1.745,1.741,1.733,1.722,0.000,56.79E-6,112.5E-6,156.4E-6,185.0E-6,201.6E-6,210.6E-6,215.0E-6,216.8E-6,216.8E-6,215.8E-6,214.1E-6,212.0E-6,0.000,548.3E-6,1.216E-3,1.860E-3,2.346E-3,2.669E-3,2.877E-3,3.011E-3,3.100E-3,3.160E-3,3.202E-3,3.231E-3,3.252E-3,6.217E-3,5.251E-3,3.685E-3,2.281E-3,1.385E-3,884.0E-6,608.3E-6,452.4E-6,360.4E-6,303.7E-6,267.3E-6,243.1E-6,226.6E-6,0.000,26.95E9,60.87E9,96.05E9,124.8E9,145.0E9,158.4E9,167.3E9,173.3E9,177.4E9,180.3E9,182.6E9,184.5E9,901.2E-18,865.2E-18,832.4E-18,802.3E-18,775.9E-18,753.3E-18,733.7E-18,716.5E-18,701.1E-18,687.2E-18,674.6E-18,663.0E-18,652.3E-18,901.2E-18,899.4E-18,896.9E-18,894.3E-18,892.3E-18,891.0E-18,890.2E-18,889.7E-18,889.4E-18,889.2E-18,889.1E-18,889.0E-18,888.9E-18,1.614E-15,1.733E-15,1.970E-15,2.191E-15,2.314E-15,2.366E-15,2.386E-15,2.393E-15,2.394E-15,2.394E-15,2.393E-15,2.392E-15,2.390E-15,1.614E-15,1.482E-15,1.182E-15,858.1E-18,640.4E-18,521.5E-18,459.5E-18,426.2E-18,407.1E-18,395.1E-18,385.8E-18,376.7E-18,366.7E-18
1.150,1.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-1.951E-9,604.5E-6,1.084E-3,1.410E-3,1.614E-3,1.742E-3,1.826E-3,1.886E-3,1.931E-3,1.967E-3,1.997E-3,2.024E-3,2.049E-3,0.000,804.3E-3,1.013,1.220,1.372,1.466,1.521,1.551,1.565,1.570,1.569,1.564,1.556,0.000,49.71E-6,99.75E-6,141.0E-6,169.1E-6,185.9E-6,195.2E-6,199.9E-6,201.8E-6,201.9E-6,200.9E-6,199.2E-6,197.1E-6,0.000,486.2E-6,1.098E-3,1.720E-3,2.214E-3,2.555E-3,2.778E-3,2.924E-3,3.022E-3,3.088E-3,3.133E-3,3.165E-3,3.188E-3,6.441E-3,5.545E-3,4.018E-3,2.568E-3,1.588E-3,1.017E-3,694.4E-6,508.9E-6,398.4E-6,329.7E-6,285.5E-6,255.9E-6,235.6E-6,0.000,23.89E9,54.80E9,88.31E9,117.0E9,138.0E9,152.3E9,161.9E9,168.4E9,172.8E9,176.0E9,178.4E9,180.4E9,901.7E-18,865.9E-18,833.3E-18,803.5E-18,777.0E-18,754.2E-18,734.5E-18,717.1E-18,701.7E-18,687.7E-18,675.0E-18,663.4E-18,652.7E-18,901.7E-18,899.9E-18,897.7E-18,895.1E-18,893.0E-18,891.6E-18,890.8E-18,890.3E-18,889.9E-18,889.7E-18,889.6E-18,889.5E-18,889.4E-18,1.614E-15,1.722E-15,1.943E-15,2.163E-15,2.297E-15,2.360E-15,2.385E-15,2.395E-15,2.398E-15,2.398E-15,2.397E-15,2.396E-15,2.395E-15,1.614E-15,1.496E-15,1.222E-15,907.0E-18,679.1E-18,547.3E-18,476.0E-18,436.9E-18,414.4E-18,400.5E-18,390.6E-18,381.8E-18,372.2E-18
