vgs ,M0:vearly vds 0  (V),M0:vearly vds 0.1  (V),M0:vearly vds 0.2  (V),M0:vearly vds 0.3  (V),M0:vearly vds 0.4  (V),M0:vearly vds 0.5  (V),M0:vearly vds 0.6  (V),M0:vearly vds 0.7  (V),M0:vearly vds 0.8  (V),M0:vearly vds 0.9  (V),M0:vearly vds 1  (V),M0:vearly vds 1.1  (V),M0:vearly vds 1.2  (V),M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cds vds 0 ,M0:cds vds 0.1 ,M0:cds vds 0.2 ,M0:cds vds 0.3 ,M0:cds vds 0.4 ,M0:cds vds 0.5 ,M0:cds vds 0.6 ,M0:cds vds 0.7 ,M0:cds vds 0.8 ,M0:cds vds 0.9 ,M0:cds vds 1 ,M0:cds vds 1.1 ,M0:cds vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 
0.000,0.000,198.8E-3,328.4E-3,344.8E-3,350.9E-3,354.7E-3,357.6E-3,360.2E-3,362.6E-3,364.9E-3,367.1E-3,369.3E-3,371.3E-3,101.5E-3,101.6E-3,101.8E-3,102.0E-3,102.3E-3,102.5E-3,102.7E-3,102.9E-3,103.1E-3,103.4E-3,103.6E-3,103.8E-3,104.0E-3,0.000,5.297,8.730,9.145,9.282,9.358,9.412,9.455,9.493,9.528,9.560,9.590,9.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108.1E-15,1.478E-9,2.114E-9,2.842E-9,3.789E-9,5.033E-9,6.668E-9,8.815E-9,11.63E-9,15.32E-9,20.14E-9,26.43E-9,34.64E-9,0.000,26.65,26.59,26.52,26.45,26.38,26.32,26.25,26.18,26.11,26.04,25.97,25.90,0.000,3.486E-9,4.876E-9,6.396E-9,8.315E-9,10.77E-9,13.89E-9,17.89E-9,22.98E-9,29.45E-9,37.66E-9,48.06E-9,61.21E-9,0.000,39.38E-9,56.17E-9,75.29E-9,100.1E-9,132.5E-9,175.0E-9,230.7E-9,303.4E-9,398.3E-9,522.0E-9,683.1E-9,892.4E-9,29.53E-9,7.435E-9,6.434E-9,8.233E-9,10.78E-9,14.16E-9,18.60E-9,24.39E-9,31.96E-9,41.80E-9,54.61E-9,71.23E-9,92.80E-9,0.000,7.371E6,10.61E6,14.34E6,19.18E6,25.53E6,33.85E6,44.75E6,59.03E6,77.67E6,102.0E6,133.7E6,174.9E6,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,125.6E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,-537.7E-24,-705.9E-24,-703.7E-24,-703.1E-24,-702.9E-24,-702.8E-24,-702.8E-24,-702.8E-24,-702.7E-24,-702.7E-24,-702.7E-24,-702.7E-24,-702.7E-24,886.6E-18,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18
50.00E-3,0.000,199.8E-3,332.0E-3,349.0E-3,355.2E-3,359.2E-3,362.2E-3,364.9E-3,367.4E-3,369.8E-3,372.2E-3,374.5E-3,376.8E-3,101.6E-3,101.6E-3,101.8E-3,102.1E-3,102.3E-3,102.5E-3,102.7E-3,103.0E-3,103.2E-3,103.4E-3,103.6E-3,103.9E-3,104.1E-3,0.000,5.341,8.854,9.282,9.423,9.501,9.555,9.599,9.638,9.673,9.706,9.736,9.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,94.84E-15,5.614E-9,8.001E-9,10.72E-9,14.23E-9,18.83E-9,24.85E-9,32.73E-9,43.01E-9,56.42E-9,73.88E-9,96.58E-9,126.0E-9,0.000,26.73,26.67,26.60,26.53,26.45,26.38,26.31,26.23,26.16,26.08,25.99,25.91,0.000,12.76E-9,17.79E-9,23.26E-9,30.13E-9,38.86E-9,49.97E-9,64.09E-9,81.99E-9,104.7E-9,133.3E-9,169.3E-9,214.6E-9,0.000,150.0E-9,213.3E-9,284.9E-9,377.4E-9,497.9E-9,655.2E-9,860.2E-9,1.127E-6,1.474E-6,1.924E-6,2.507E-6,3.261E-6,112.3E-9,28.10E-9,24.09E-9,30.70E-9,40.05E-9,52.41E-9,68.57E-9,89.61E-9,116.9E-9,152.4E-9,198.3E-9,257.5E-9,334.0E-9,0.000,27.99E6,40.15E6,54.10E6,72.18E6,95.77E6,126.6E6,166.8E6,219.2E6,287.4E6,376.0E6,490.8E6,639.5E6,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,122.1E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,-3.082E-21,-4.041E-21,-4.028E-21,-4.024E-21,-4.023E-21,-4.023E-21,-4.023E-21,-4.022E-21,-4.022E-21,-4.022E-21,-4.022E-21,-4.022E-21,-4.022E-21,886.6E-18,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18
100.0E-3,0.000,200.9E-3,335.9E-3,353.6E-3,360.1E-3,364.2E-3,367.5E-3,370.4E-3,373.2E-3,376.0E-3,378.8E-3,381.7E-3,384.6E-3,101.6E-3,101.7E-3,101.9E-3,102.1E-3,102.3E-3,102.6E-3,102.8E-3,103.0E-3,103.2E-3,103.5E-3,103.7E-3,103.9E-3,104.2E-3,0.000,5.381,8.979,9.422,9.567,9.647,9.702,9.747,9.786,9.821,9.854,9.883,9.910,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,57.28E-15,21.40E-9,30.40E-9,40.56E-9,53.67E-9,70.74E-9,92.98E-9,121.9E-9,159.6E-9,208.4E-9,271.6E-9,353.4E-9,458.8E-9,0.000,26.79,26.73,26.65,26.57,26.49,26.40,26.31,26.22,26.12,26.01,25.90,25.77,0.000,47.00E-9,65.31E-9,85.04E-9,109.7E-9,140.9E-9,180.4E-9,230.2E-9,293.1E-9,372.1E-9,471.1E-9,594.6E-9,748.3E-9,0.000,573.3E-9,812.4E-9,1.081E-6,1.426E-6,1.874E-6,2.455E-6,3.208E-6,4.183E-6,5.442E-6,7.064E-6,9.147E-6,11.82E-6,428.6E-9,106.5E-9,90.48E-9,114.7E-9,149.0E-9,194.2E-9,253.0E-9,329.1E-9,427.5E-9,554.1E-9,716.9E-9,925.5E-9,1.192E-6,0.000,106.7E6,152.4E6,204.6E6,272.1E6,359.9E6,473.9E6,621.8E6,813.5E6,1.061E9,1.381E9,1.792E9,2.318E9,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,886.6E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,-17.76E-21,-23.26E-21,-23.18E-21,-23.16E-21,-23.15E-21,-23.15E-21,-23.15E-21,-23.15E-21,-23.15E-21,-23.15E-21,-23.15E-21,-23.15E-21,-23.15E-21,886.6E-18,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18
150.0E-3,0.000,201.9E-3,340.5E-3,359.1E-3,366.1E-3,370.7E-3,374.6E-3,378.3E-3,382.0E-3,385.9E-3,390.1E-3,394.7E-3,399.7E-3,101.6E-3,101.7E-3,101.9E-3,102.2E-3,102.4E-3,102.6E-3,102.9E-3,103.1E-3,103.3E-3,103.6E-3,103.8E-3,104.1E-3,104.4E-3,0.000,5.413,9.102,9.564,9.714,9.795,9.851,9.895,9.934,9.969,10.00,10.03,10.06,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-9.028E-15,81.75E-9,115.7E-9,153.8E-9,202.5E-9,265.7E-9,347.5E-9,453.2E-9,589.6E-9,765.0E-9,989.9E-9,1.277E-6,1.643E-6,0.000,26.81,26.73,26.64,26.53,26.42,26.30,26.16,26.01,25.84,25.64,25.41,25.16,0.000,173.7E-9,240.4E-9,311.4E-9,399.5E-9,510.0E-9,648.6E-9,821.7E-9,1.037E-6,1.304E-6,1.633E-6,2.035E-6,2.523E-6,0.000,2.191E-6,3.093E-6,4.095E-6,5.374E-6,7.019E-6,9.136E-6,11.85E-6,15.33E-6,19.76E-6,25.38E-6,32.46E-6,41.33E-6,1.639E-6,404.8E-9,339.8E-9,428.2E-9,553.2E-9,716.6E-9,927.5E-9,1.198E-6,1.543E-6,1.982E-6,2.538E-6,3.236E-6,4.111E-6,0.000,407.0E6,578.6E6,773.0E6,1.023E9,1.346E9,1.762E9,2.297E9,2.982E9,3.855E9,4.963E9,6.362E9,8.116E9,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,372.5E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,372.6E-18,115.7E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,372.5E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,-102.8E-21,-134.4E-21,-134.0E-21,-133.9E-21,-133.8E-21,-133.8E-21,-133.8E-21,-133.8E-21,-133.8E-21,-133.8E-21,-133.8E-21,-133.8E-21,-133.8E-21,886.7E-18,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.7E-18,627.0E-18,613.6E-18,601.3E-18
200.0E-3,0.000,203.0E-3,347.0E-3,367.5E-3,375.9E-3,382.1E-3,387.8E-3,393.7E-3,400.0E-3,407.1E-3,415.0E-3,423.7E-3,433.5E-3,101.7E-3,101.8E-3,102.0E-3,102.3E-3,102.5E-3,102.8E-3,103.0E-3,103.3E-3,103.6E-3,103.9E-3,104.3E-3,104.6E-3,105.1E-3,0.000,5.414,9.216,9.703,9.858,9.941,9.997,10.04,10.08,10.11,10.14,10.17,10.19,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-109.7E-15,311.6E-9,439.0E-9,579.9E-9,758.7E-9,987.8E-9,1.281E-6,1.654E-6,2.128E-6,2.727E-6,3.478E-6,4.415E-6,5.576E-6,0.000,26.67,26.56,26.40,26.22,26.02,25.78,25.51,25.19,24.84,24.44,23.99,23.50,0.000,637.9E-9,877.8E-9,1.128E-6,1.432E-6,1.808E-6,2.268E-6,2.829E-6,3.508E-6,4.320E-6,5.283E-6,6.410E-6,7.715E-6,0.000,8.308E-6,11.66E-6,15.31E-6,19.90E-6,25.70E-6,33.01E-6,42.19E-6,53.62E-6,67.73E-6,85.00E-6,105.9E-6,131.0E-6,6.233E-6,1.535E-6,1.265E-6,1.578E-6,2.018E-6,2.585E-6,3.302E-6,4.202E-6,5.320E-6,6.699E-6,8.382E-6,10.42E-6,12.86E-6,0.000,1.540E9,2.173E9,2.878E9,3.774E9,4.914E9,6.355E9,8.163E9,10.42E9,13.20E9,16.61E9,20.75E9,25.72E9,886.8E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,886.7E-18,374.8E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,375.1E-18,112.7E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,112.8E-18,374.8E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,-594.5E-21,-777.3E-21,-774.7E-21,-774.0E-21,-773.8E-21,-773.7E-21,-773.6E-21,-773.6E-21,-773.6E-21,-773.6E-21,-773.6E-21,-773.6E-21,-773.6E-21,886.8E-18,841.1E-18,803.0E-18,770.3E-18,742.0E-18,717.2E-18,695.2E-18,675.5E-18,657.8E-18,641.7E-18,627.1E-18,613.7E-18,601.4E-18
250.0E-3,0.000,203.9E-3,359.4E-3,384.9E-3,397.2E-3,407.5E-3,417.7E-3,428.6E-3,440.5E-3,453.5E-3,467.8E-3,483.4E-3,500.3E-3,101.9E-3,102.0E-3,102.2E-3,102.5E-3,102.9E-3,103.2E-3,103.6E-3,104.1E-3,104.5E-3,105.1E-3,105.7E-3,106.5E-3,107.3E-3,0.000,5.305,9.285,9.823,9.990,10.07,10.13,10.17,10.21,10.24,10.26,10.28,10.30,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-255.0E-15,1.167E-6,1.633E-6,2.133E-6,2.753E-6,3.530E-6,4.498E-6,5.698E-6,7.172E-6,8.971E-6,11.15E-6,13.75E-6,16.86E-6,0.000,26.02,25.84,25.52,25.15,24.72,24.25,23.73,23.17,22.57,21.93,21.27,20.59,0.000,2.263E-6,3.082E-6,3.888E-6,4.834E-6,5.951E-6,7.261E-6,8.781E-6,10.52E-6,12.49E-6,14.69E-6,17.11E-6,19.75E-6,0.000,30.36E-6,42.18E-6,54.42E-6,69.24E-6,87.28E-6,109.1E-6,135.2E-6,166.2E-6,202.5E-6,244.5E-6,292.6E-6,347.1E-6,23.11E-6,5.724E-6,4.543E-6,5.540E-6,6.931E-6,8.663E-6,10.77E-6,13.29E-6,16.28E-6,19.78E-6,23.82E-6,28.45E-6,33.69E-6,0.000,5.580E9,7.786E9,10.12E9,12.99E9,16.51E9,20.79E9,25.92E9,32.00E9,39.12E9,47.38E9,56.85E9,67.58E9,887.5E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,887.3E-18,382.7E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,384.1E-18,108.9E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,109.5E-18,382.7E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,-3.356E-18,-4.405E-18,-4.390E-18,-4.386E-18,-4.384E-18,-4.384E-18,-4.384E-18,-4.384E-18,-4.383E-18,-4.383E-18,-4.383E-18,-4.383E-18,-4.383E-18,887.5E-18,841.5E-18,803.3E-18,770.6E-18,742.3E-18,717.5E-18,695.5E-18,675.8E-18,658.1E-18,642.0E-18,627.4E-18,614.0E-18,601.7E-18
300.0E-3,0.000,202.9E-3,385.6E-3,423.4E-3,443.6E-3,461.1E-3,478.5E-3,496.9E-3,516.4E-3,537.4E-3,559.7E-3,583.5E-3,608.7E-3,102.5E-3,102.6E-3,103.0E-3,103.6E-3,104.1E-3,104.8E-3,105.6E-3,106.5E-3,107.5E-3,108.6E-3,109.9E-3,111.3E-3,112.9E-3,0.000,4.902,9.216,9.887,10.09,10.18,10.24,10.28,10.31,10.34,10.36,10.38,10.39,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,-470.4E-15,4.118E-6,5.696E-6,7.280E-6,9.167E-6,11.44E-6,14.15E-6,17.37E-6,21.16E-6,25.58E-6,30.70E-6,36.56E-6,43.24E-6,0.000,24.16,23.90,23.36,22.74,22.08,21.39,20.69,19.97,19.24,18.51,17.79,17.07,0.000,7.203E-6,9.659E-6,11.79E-6,14.12E-6,16.70E-6,19.54E-6,22.63E-6,25.94E-6,29.46E-6,33.15E-6,36.96E-6,40.86E-6,0.000,99.49E-6,136.1E-6,170.0E-6,208.4E-6,252.5E-6,302.7E-6,359.3E-6,422.5E-6,492.2E-6,568.3E-6,650.4E-6,738.3E-6,79.20E-6,20.29E-6,14.77E-6,17.20E-6,20.67E-6,24.80E-6,29.57E-6,34.95E-6,40.97E-6,47.60E-6,54.84E-6,62.66E-6,71.03E-6,0.000,17.54E9,24.09E9,30.25E9,37.38E9,45.68E9,55.19E9,65.91E9,77.88E9,91.08E9,105.5E9,121.1E9,137.7E9,890.7E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,889.6E-18,417.4E-18,424.9E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,424.8E-18,101.0E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,103.8E-18,417.4E-18,373.8E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,-16.52E-18,-22.21E-18,-22.12E-18,-22.09E-18,-22.09E-18,-22.08E-18,-22.08E-18,-22.08E-18,-22.08E-18,-22.08E-18,-22.08E-18,-22.08E-18,-22.08E-18,890.7E-18,843.0E-18,804.8E-18,772.1E-18,743.8E-18,719.0E-18,696.9E-18,677.3E-18,659.5E-18,643.5E-18,628.9E-18,615.5E-18,603.2E-18
350.0E-3,0.000,195.2E-3,428.7E-3,492.2E-3,525.3E-3,552.9E-3,579.7E-3,607.2E-3,635.9E-3,666.1E-3,697.7E-3,730.7E-3,765.1E-3,104.5E-3,104.9E-3,105.7E-3,106.7E-3,107.9E-3,109.3E-3,110.8E-3,112.4E-3,114.2E-3,116.1E-3,118.2E-3,120.3E-3,122.6E-3,0.000,4.046,8.843,9.838,10.12,10.24,10.31,10.36,10.39,10.42,10.44,10.46,10.46,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-820.2E-15,12.72E-6,17.41E-6,21.59E-6,26.27E-6,31.62E-6,37.72E-6,44.64E-6,52.43E-6,61.14E-6,70.79E-6,81.43E-6,93.07E-6,0.000,20.73,20.62,19.99,19.27,18.53,17.79,17.06,16.34,15.64,14.96,14.31,13.68,0.000,18.57E-6,24.79E-6,29.12E-6,33.38E-6,37.75E-6,42.25E-6,46.83E-6,51.44E-6,56.05E-6,60.59E-6,65.02E-6,69.29E-6,0.000,263.7E-6,359.1E-6,431.4E-6,506.1E-6,585.8E-6,671.1E-6,761.7E-6,857.0E-6,956.5E-6,1.059E-3,1.165E-3,1.273E-3,232.0E-6,65.16E-6,40.61E-6,43.86E-6,50.00E-6,57.18E-6,65.07E-6,73.53E-6,82.46E-6,91.79E-6,101.5E-6,111.4E-6,121.6E-6,0.000,41.40E9,56.64E9,68.32E9,80.63E9,94.07E9,108.6E9,124.0E9,140.2E9,157.0E9,174.5E9,192.4E9,210.6E9,899.4E-18,896.2E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,896.1E-18,513.1E-18,545.0E-18,544.3E-18,544.1E-18,544.1E-18,544.0E-18,544.0E-18,544.0E-18,544.0E-18,544.0E-18,544.0E-18,544.0E-18,544.0E-18,83.81E-18,92.00E-18,92.25E-18,92.28E-18,92.28E-18,92.29E-18,92.29E-18,92.29E-18,92.29E-18,92.29E-18,92.29E-18,92.29E-18,92.29E-18,513.1E-18,376.7E-18,372.5E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,-53.37E-18,-76.99E-18,-76.49E-18,-76.34E-18,-76.29E-18,-76.27E-18,-76.26E-18,-76.26E-18,-76.25E-18,-76.25E-18,-76.25E-18,-76.25E-18,-76.25E-18,899.4E-18,847.6E-18,809.2E-18,776.5E-18,748.2E-18,723.4E-18,701.3E-18,681.7E-18,663.9E-18,647.9E-18,633.3E-18,619.9E-18,607.6E-18
