vgs ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:ron vds 0 ,M0:ron vds 0.1 ,M0:ron vds 0.2 ,M0:ron vds 0.3 ,M0:ron vds 0.4 ,M0:ron vds 0.5 ,M0:ron vds 0.6 ,M0:ron vds 0.7 ,M0:ron vds 0.8 ,M0:ron vds 0.9 ,M0:ron vds 1 ,M0:ron vds 1.1 ,M0:ron vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 
0.000,101.8E-3,101.8E-3,102.0E-3,102.3E-3,102.5E-3,102.7E-3,102.9E-3,103.2E-3,103.4E-3,103.6E-3,103.8E-3,104.1E-3,104.3E-3,0.000,5.227,8.348,8.704,8.826,8.894,8.943,8.983,9.018,9.051,9.081,9.108,9.134,INF,156.0E6,214.3E6,234.5E6,230.0E6,212.3E6,188.6E6,163.3E6,138.8E6,116.4E6,96.54E6,79.42E6,64.91E6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.486E-12,649.3E-12,947.8E-12,1.303E-9,1.777E-9,2.412E-9,3.263E-9,4.402E-9,5.921E-9,7.945E-9,10.63E-9,14.21E-9,18.94E-9,0.000,27.13,27.07,26.99,26.91,26.84,26.76,26.68,26.61,26.53,26.46,26.38,26.30,0.000,1.206E-9,1.715E-9,2.292E-9,3.035E-9,4.001E-9,5.257E-9,6.887E-9,8.998E-9,11.73E-9,15.24E-9,19.77E-9,25.57E-9,0.000,17.39E-9,25.26E-9,34.53E-9,46.82E-9,63.22E-9,85.13E-9,114.4E-9,153.3E-9,205.2E-9,274.1E-9,365.4E-9,486.3E-9,12.69E-9,3.327E-9,3.026E-9,3.967E-9,5.305E-9,7.108E-9,9.520E-9,12.73E-9,17.00E-9,22.67E-9,30.18E-9,40.12E-9,53.24E-9,0.000,3.342E6,4.900E6,6.753E6,9.217E6,12.51E6,16.92E6,22.81E6,30.66E6,41.13E6,55.04E6,73.52E6,98.00E6,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18
50.00E-3,101.8E-3,101.9E-3,102.1E-3,102.3E-3,102.5E-3,102.7E-3,103.0E-3,103.2E-3,103.4E-3,103.6E-3,103.9E-3,104.1E-3,104.3E-3,0.000,5.264,8.458,8.826,8.950,9.021,9.070,9.111,9.147,9.180,9.210,9.238,9.264,INF,40.13E6,55.32E6,60.76E6,59.82E6,55.43E6,49.44E6,42.98E6,36.67E6,30.86E6,25.70E6,21.23E6,17.42E6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,4.473E-12,2.500E-9,3.630E-9,4.961E-9,6.724E-9,9.077E-9,12.22E-9,16.40E-9,21.97E-9,29.37E-9,39.18E-9,52.17E-9,69.34E-9,0.000,27.17,27.10,27.03,26.95,26.87,26.79,26.71,26.63,26.55,26.47,26.39,26.31,0.000,4.587E-9,6.503E-9,8.654E-9,11.41E-9,14.98E-9,19.60E-9,25.57E-9,33.27E-9,43.17E-9,55.87E-9,72.12E-9,92.86E-9,0.000,67.71E-9,97.99E-9,133.4E-9,180.2E-9,242.4E-9,325.1E-9,435.1E-9,581.0E-9,774.4E-9,1.030E-6,1.368E-6,1.812E-6,49.40E-9,12.86E-9,11.59E-9,15.12E-9,20.13E-9,26.87E-9,35.85E-9,47.76E-9,63.52E-9,84.36E-9,111.8E-9,148.0E-9,195.6E-9,0.000,12.94E6,18.90E6,25.97E6,35.34E6,47.81E6,64.43E6,86.54E6,115.9E6,154.9E6,206.5E6,274.7E6,364.6E6,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18
100.0E-3,101.8E-3,101.9E-3,102.1E-3,102.3E-3,102.6E-3,102.8E-3,103.0E-3,103.2E-3,103.5E-3,103.7E-3,103.9E-3,104.1E-3,104.4E-3,0.000,5.300,8.569,8.950,9.078,9.150,9.201,9.242,9.278,9.311,9.342,9.370,9.396,INF,10.31E6,14.26E6,15.72E6,15.54E6,14.45E6,12.95E6,11.30E6,9.682E6,8.183E6,6.844E6,5.679E6,4.682E6,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,4.435E-12,9.711E-9,14.04E-9,19.11E-9,25.78E-9,34.65E-9,46.43E-9,62.07E-9,82.79E-9,110.2E-9,146.4E-9,194.1E-9,256.8E-9,0.000,27.20,27.13,27.05,26.97,26.89,26.80,26.72,26.63,26.53,26.44,26.33,26.22,0.000,17.50E-9,24.72E-9,32.76E-9,43.01E-9,56.22E-9,73.22E-9,95.07E-9,123.1E-9,158.9E-9,204.6E-9,262.5E-9,335.9E-9,0.000,264.0E-9,380.7E-9,516.3E-9,694.4E-9,930.1E-9,1.242E-6,1.655E-6,2.200E-6,2.918E-6,3.863E-6,5.101E-6,6.721E-6,192.7E-9,49.80E-9,44.42E-9,57.68E-9,76.49E-9,101.6E-9,135.0E-9,179.1E-9,237.1E-9,313.4E-9,413.5E-9,544.4E-9,715.3E-9,0.000,50.23E6,73.07E6,100.0E6,135.7E6,182.9E6,245.6E6,328.5E6,438.2E6,582.9E6,773.3E6,1.023E9,1.351E9,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18,99.60E-18
150.0E-3,101.9E-3,101.9E-3,102.1E-3,102.4E-3,102.6E-3,102.8E-3,103.1E-3,103.3E-3,103.5E-3,103.8E-3,104.0E-3,104.3E-3,104.5E-3,0.000,5.332,8.681,9.077,9.209,9.283,9.334,9.376,9.412,9.445,9.476,9.503,9.528,INF,2.644E6,3.670E6,4.064E6,4.034E6,3.770E6,3.392E6,2.975E6,2.563E6,2.178E6,1.833E6,1.531E6,1.271E6,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,4.369E-12,37.83E-9,54.51E-9,73.84E-9,99.19E-9,132.7E-9,177.0E-9,235.4E-9,312.3E-9,413.4E-9,545.9E-9,719.0E-9,944.3E-9,0.000,27.21,27.14,27.05,26.95,26.85,26.75,26.63,26.51,26.37,26.22,26.04,25.85,0.000,66.88E-9,94.08E-9,124.1E-9,162.1E-9,210.7E-9,272.9E-9,352.1E-9,452.8E-9,580.2E-9,740.5E-9,941.1E-9,1.191E-6,0.000,1.029E-6,1.479E-6,1.997E-6,2.672E-6,3.561E-6,4.731E-6,6.266E-6,8.276E-6,10.90E-6,14.31E-6,18.72E-6,24.40E-6,752.1E-9,193.0E-9,170.3E-9,220.0E-9,290.2E-9,383.7E-9,506.8E-9,668.3E-9,879.3E-9,1.154E-6,1.510E-6,1.969E-6,2.560E-6,0.000,195.3E6,282.6E6,385.2E6,520.2E6,698.4E6,933.1E6,1.242E9,1.646E9,2.174E9,2.862E9,3.752E9,4.900E9,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,372.3E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,97.79E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18,97.80E-18
200.0E-3,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.7E-3,102.9E-3,103.2E-3,103.4E-3,103.7E-3,104.0E-3,104.3E-3,104.6E-3,104.9E-3,0.000,5.351,8.791,9.205,9.341,9.416,9.468,9.509,9.545,9.577,9.606,9.631,9.653,INF,678.8E3,946.4E3,1.053E6,1.051E6,988.6E3,895.6E3,791.5E3,687.5E3,589.9E3,502.0E3,424.6E3,357.9E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,4.269E-12,147.3E-9,211.4E-9,284.8E-9,380.5E-9,505.8E-9,670.0E-9,884.6E-9,1.164E-6,1.526E-6,1.992E-6,2.591E-6,3.353E-6,0.000,27.15,27.05,26.93,26.79,26.64,26.46,26.26,26.02,25.75,25.44,25.08,24.67,0.000,254.8E-9,356.7E-9,467.3E-9,605.9E-9,781.0E-9,1.002E-6,1.278E-6,1.622E-6,2.046E-6,2.565E-6,3.193E-6,3.944E-6,0.000,3.999E-6,5.717E-6,7.670E-6,10.19E-6,13.47E-6,17.73E-6,23.22E-6,30.28E-6,39.28E-6,50.68E-6,64.96E-6,82.71E-6,2.929E-6,747.4E-9,650.4E-9,833.3E-9,1.091E-6,1.431E-6,1.872E-6,2.442E-6,3.172E-6,4.102E-6,5.276E-6,6.745E-6,8.568E-6,0.000,757.1E6,1.089E9,1.473E9,1.976E9,2.633E9,3.488E9,4.593E9,6.014E9,7.829E9,10.13E9,13.01E9,16.60E9,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,742.0E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,373.8E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.7E-18,627.0E-18,613.7E-18,601.3E-18,590.0E-18,579.5E-18,569.7E-18,560.5E-18,373.8E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,96.03E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18,96.06E-18
250.0E-3,102.0E-3,102.1E-3,102.3E-3,102.6E-3,102.9E-3,103.2E-3,103.5E-3,103.9E-3,104.2E-3,104.7E-3,105.2E-3,105.7E-3,106.4E-3,0.000,5.315,8.881,9.325,9.467,9.544,9.595,9.634,9.668,9.697,9.723,9.744,9.762,INF,175.8E3,246.5E3,276.7E3,279.0E3,265.3E3,243.5E3,218.4E3,193.0E3,168.9E3,147.0E3,127.4E3,110.4E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,4.128E-12,568.7E-9,811.2E-9,1.084E-6,1.434E-6,1.885E-6,2.465E-6,3.205E-6,4.145E-6,5.328E-6,6.805E-6,8.632E-6,10.87E-6,0.000,26.81,26.66,26.43,26.16,25.84,25.47,25.05,24.57,24.04,23.46,22.83,22.16,0.000,953.9E-9,1.324E-6,1.713E-6,2.187E-6,2.769E-6,3.477E-6,4.329E-6,5.343E-6,6.532E-6,7.907E-6,9.474E-6,11.23E-6,0.000,15.25E-6,21.63E-6,28.66E-6,37.51E-6,48.71E-6,62.78E-6,80.29E-6,101.9E-6,128.1E-6,159.6E-6,197.1E-6,240.9E-6,11.26E-6,2.869E-6,2.436E-6,3.073E-6,3.962E-6,5.104E-6,6.543E-6,8.334E-6,10.54E-6,13.21E-6,16.42E-6,20.22E-6,24.68E-6,0.000,2.877E9,4.098E9,5.469E9,7.225E9,9.466E9,12.29E9,15.81E9,20.15E9,25.44E9,31.80E9,39.36E9,48.22E9,742.2E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,742.1E-18,376.8E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,377.2E-18,742.2E-18,717.2E-18,695.2E-18,675.5E-18,657.8E-18,641.7E-18,627.1E-18,613.7E-18,601.4E-18,590.1E-18,579.5E-18,569.7E-18,560.6E-18,376.8E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,94.09E-18,94.25E-18,94.25E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18,94.26E-18
300.0E-3,102.3E-3,102.5E-3,102.8E-3,103.2E-3,103.6E-3,104.1E-3,104.7E-3,105.3E-3,106.1E-3,107.0E-3,108.0E-3,109.2E-3,110.5E-3,0.000,5.104,8.898,9.414,9.573,9.652,9.703,9.741,9.772,9.798,9.820,9.838,9.852,INF,47.11E3,66.73E3,76.17E3,78.33E3,76.20E3,71.74E3,66.19E3,60.31E3,54.54E3,49.12E3,44.16E3,39.70E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,3.928E-12,2.123E-6,2.997E-6,3.939E-6,5.106E-6,6.561E-6,8.363E-6,10.58E-6,13.26E-6,16.50E-6,20.36E-6,24.91E-6,30.23E-6,0.000,25.66,25.40,24.94,24.40,23.81,23.16,22.47,21.75,21.00,20.23,19.45,18.66,0.000,3.347E-6,4.578E-6,5.765E-6,7.131E-6,8.711E-6,10.52E-6,12.56E-6,14.83E-6,17.32E-6,20.00E-6,22.84E-6,25.81E-6,0.000,54.47E-6,76.14E-6,98.24E-6,124.6E-6,156.2E-6,193.7E-6,237.6E-6,288.4E-6,346.5E-6,411.8E-6,484.4E-6,564.1E-6,41.30E-6,10.67E-6,8.557E-6,10.44E-6,13.02E-6,16.18E-6,19.96E-6,24.39E-6,29.52E-6,35.36E-6,41.93E-6,49.24E-6,57.26E-6,0.000,10.11E9,14.18E9,18.39E9,23.53E9,29.77E9,37.21E9,45.95E9,56.07E9,67.62E9,80.63E9,95.12E9,111.0E9,743.2E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,742.9E-18,390.0E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,392.4E-18,743.2E-18,717.7E-18,695.6E-18,675.9E-18,658.2E-18,642.2E-18,627.6E-18,614.2E-18,601.9E-18,590.5E-18,580.0E-18,570.2E-18,561.1E-18,390.0E-18,373.5E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,90.77E-18,91.67E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18,91.68E-18
350.0E-3,103.5E-3,103.7E-3,104.3E-3,105.1E-3,106.0E-3,107.0E-3,108.2E-3,109.5E-3,111.0E-3,112.7E-3,114.5E-3,116.5E-3,118.6E-3,0.000,4.503,8.721,9.428,9.634,9.728,9.784,9.823,9.854,9.878,9.898,9.912,9.921,INF,13.87E3,19.93E3,23.42E3,24.90E3,25.09E3,24.51E3,23.50E3,22.26E3,20.94E3,19.61E3,18.33E3,17.12E3,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,3.622E-12,7.207E-6,10.03E-6,12.81E-6,16.07E-6,19.93E-6,24.48E-6,29.79E-6,35.94E-6,42.99E-6,50.99E-6,60.01E-6,70.08E-6,0.000,22.95,22.68,22.01,21.26,20.47,19.67,18.87,18.07,17.28,16.51,15.76,15.03,0.000,9.988E-6,13.44E-6,16.25E-6,19.20E-6,22.36E-6,25.72E-6,29.24E-6,32.89E-6,36.62E-6,40.37E-6,44.09E-6,47.74E-6,0.000,165.4E-6,227.6E-6,281.9E-6,341.5E-6,407.9E-6,481.5E-6,562.2E-6,649.5E-6,743.0E-6,841.9E-6,945.6E-6,1.053E-3,134.6E-6,36.74E-6,26.09E-6,29.90E-6,35.45E-6,41.93E-6,49.22E-6,57.23E-6,65.92E-6,75.22E-6,85.06E-6,95.40E-6,106.2E-6,0.000,28.66E9,39.55E9,49.18E9,59.99E9,72.28E9,86.02E9,101.1E9,117.5E9,134.9E9,153.4E9,172.8E9,192.9E9,747.4E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,746.0E-18,444.8E-18,458.0E-18,457.8E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,457.7E-18,747.4E-18,719.7E-18,697.6E-18,677.9E-18,660.2E-18,644.2E-18,629.5E-18,616.1E-18,603.8E-18,592.5E-18,582.0E-18,572.2E-18,563.0E-18,444.8E-18,374.9E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,81.85E-18,85.68E-18,85.75E-18,85.75E-18,85.76E-18,85.76E-18,85.76E-18,85.76E-18,85.76E-18,85.76E-18,85.76E-18,85.76E-18,85.76E-18
400.0E-3,106.9E-3,107.4E-3,108.6E-3,110.1E-3,111.8E-3,113.7E-3,115.7E-3,117.9E-3,120.2E-3,122.7E-3,125.2E-3,127.9E-3,130.7E-3,0.000,3.486,8.157,9.295,9.621,9.757,9.830,9.876,9.909,9.934,9.952,9.965,9.970,INF,4.862E3,7.039E3,8.562E3,9.462E3,9.923E3,10.09E3,10.06E3,9.898E3,9.663E3,9.383E3,9.079E3,8.767E3,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,3.106E-12,20.57E-6,28.41E-6,35.04E-6,42.27E-6,50.39E-6,59.48E-6,69.61E-6,80.82E-6,93.14E-6,106.6E-6,121.2E-6,136.9E-6,0.000,18.86,18.86,18.19,17.42,16.65,15.88,15.14,14.43,13.74,13.09,12.47,11.88,0.000,23.08E-6,31.22E-6,36.26E-6,40.91E-6,45.47E-6,49.98E-6,54.39E-6,58.68E-6,62.80E-6,66.71E-6,70.37E-6,73.76E-6,0.000,387.8E-6,535.9E-6,637.4E-6,736.5E-6,838.7E-6,944.7E-6,1.054E-3,1.166E-3,1.280E-3,1.395E-3,1.511E-3,1.627E-3,361.1E-6,111.3E-6,65.70E-6,68.57E-6,76.56E-6,85.96E-6,96.10E-6,106.7E-6,117.7E-6,128.9E-6,140.2E-6,151.6E-6,163.2E-6,0.000,58.05E9,80.71E9,96.28E9,111.8E9,128.2E9,145.4E9,163.3E9,181.7E9,200.2E9,219.0E9,237.8E9,256.6E9,756.1E-18,752.8E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,752.6E-18,561.1E-18,609.8E-18,608.8E-18,608.5E-18,608.4E-18,608.3E-18,608.3E-18,608.3E-18,608.3E-18,608.3E-18,608.3E-18,608.3E-18,608.3E-18,756.1E-18,724.6E-18,702.3E-18,682.6E-18,664.9E-18,648.8E-18,634.2E-18,620.8E-18,608.5E-18,597.2E-18,586.6E-18,576.9E-18,567.7E-18,561.1E-18,379.5E-18,373.7E-18,370.8E-18,366.0E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,65.03E-18,73.92E-18,74.30E-18,74.34E-18,74.35E-18,74.35E-18,74.36E-18,74.36E-18,74.36E-18,74.36E-18,74.36E-18,74.36E-18,74.36E-18
