vgs ,M0:vearly vds 0  (V),M0:vearly vds 0.1  (V),M0:vearly vds 0.2  (V),M0:vearly vds 0.3  (V),M0:vearly vds 0.4  (V),M0:vearly vds 0.5  (V),M0:vearly vds 0.6  (V),M0:vearly vds 0.7  (V),M0:vearly vds 0.8  (V),M0:vearly vds 0.9  (V),M0:vearly vds 1  (V),M0:vearly vds 1.1  (V),M0:vearly vds 1.2  (V),M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 
0.000,0.000,331.9E-3,575.9E-3,605.3E-3,614.1E-3,617.8E-3,619.7E-3,620.7E-3,621.3E-3,621.7E-3,621.9E-3,621.9E-3,621.7E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,0.000,10.30,17.87,18.79,19.06,19.18,19.24,19.28,19.30,19.32,19.32,19.33,19.33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.236E-12,41.10E-12,53.46E-12,68.06E-12,87.15E-12,112.1E-12,144.4E-12,185.5E-12,237.2E-12,301.4E-12,379.9E-12,476.0E-12,597.3E-12,0.000,31.03,31.03,31.04,31.04,31.05,31.05,31.06,31.06,31.07,31.07,31.08,31.08,0.000,119.9E-12,146.4E-12,171.9E-12,200.9E-12,234.5E-12,273.4E-12,318.6E-12,371.2E-12,432.5E-12,503.8E-12,586.8E-12,683.4E-12,0.000,1.135E-9,1.395E-9,1.652E-9,1.946E-9,2.289E-9,2.691E-9,3.162E-9,3.715E-9,4.365E-9,5.127E-9,6.022E-9,7.074E-9,1.026E-9,110.2E-12,78.08E-12,87.90E-12,102.1E-12,119.3E-12,139.8E-12,164.0E-12,192.5E-12,226.0E-12,265.3E-12,311.6E-12,366.1E-12,0.000,187.9E3,232.9E3,277.6E3,328.9E3,388.7E3,458.5E3,540.4E3,636.4E3,749.2E3,881.6E3,1.037E6,1.220E6,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18,236.7E-18
50.00E-3,0.000,331.7E-3,575.1E-3,604.4E-3,613.1E-3,616.9E-3,618.8E-3,619.8E-3,620.4E-3,620.8E-3,621.0E-3,621.0E-3,620.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,105.0E-3,0.000,10.31,17.88,18.80,19.07,19.19,19.25,19.29,19.31,19.32,19.33,19.33,19.33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.222E-12,177.3E-12,220.9E-12,266.2E-12,320.6E-12,386.7E-12,467.1E-12,564.7E-12,682.7E-12,824.6E-12,994.4E-12,1.197E-9,1.439E-9,0.000,31.09,31.09,31.10,31.10,31.11,31.11,31.12,31.12,31.13,31.13,31.14,31.14,0.000,556.3E-12,679.5E-12,798.0E-12,932.9E-12,1.089E-9,1.270E-9,1.480E-9,1.725E-9,2.010E-9,2.342E-9,2.728E-9,3.178E-9,0.000,5.373E-9,6.609E-9,7.824E-9,9.220E-9,10.85E-9,12.76E-9,14.99E-9,17.62E-9,20.70E-9,24.32E-9,28.58E-9,33.58E-9,4.850E-9,521.0E-12,369.6E-12,416.2E-12,483.4E-12,565.3E-12,662.6E-12,777.4E-12,912.5E-12,1.071E-9,1.258E-9,1.478E-9,1.737E-9,0.000,888.1E3,1.101E6,1.314E6,1.558E6,1.843E6,2.175E6,2.565E6,3.022E6,3.559E6,4.189E6,4.930E6,5.801E6,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18,231.7E-18
100.0E-3,0.000,331.5E-3,574.4E-3,603.6E-3,612.3E-3,616.1E-3,618.0E-3,619.0E-3,619.7E-3,620.0E-3,620.2E-3,620.3E-3,620.2E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,104.9E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,0.000,10.33,17.89,18.81,19.08,19.20,19.26,19.29,19.32,19.33,19.34,19.34,19.34,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.184E-12,823.6E-12,1.016E-9,1.207E-9,1.430E-9,1.692E-9,2.002E-9,2.369E-9,2.803E-9,3.316E-9,3.922E-9,4.636E-9,5.478E-9,0.000,31.15,31.15,31.15,31.16,31.16,31.17,31.17,31.17,31.18,31.18,31.18,31.19,0.000,2.592E-9,3.166E-9,3.719E-9,4.348E-9,5.075E-9,5.920E-9,6.903E-9,8.046E-9,9.377E-9,10.93E-9,12.73E-9,14.83E-9,0.000,25.51E-9,31.39E-9,37.16E-9,43.80E-9,51.55E-9,60.63E-9,71.27E-9,83.77E-9,98.45E-9,115.7E-9,135.9E-9,159.7E-9,22.99E-9,2.471E-9,1.754E-9,1.976E-9,2.296E-9,2.685E-9,3.148E-9,3.694E-9,4.337E-9,5.093E-9,5.982E-9,7.028E-9,8.259E-9,0.000,4.213E6,5.222E6,6.233E6,7.400E6,8.759E6,10.35E6,12.21E6,14.39E6,16.95E6,19.96E6,23.50E6,27.65E6,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18,227.0E-18
150.0E-3,0.000,331.3E-3,573.9E-3,603.0E-3,611.7E-3,615.5E-3,617.5E-3,618.5E-3,619.2E-3,619.7E-3,620.0E-3,620.1E-3,620.1E-3,104.9E-3,104.9E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,0.000,10.34,17.90,18.81,19.09,19.21,19.27,19.30,19.32,19.34,19.35,19.35,19.35,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.116E-12,3.897E-9,4.797E-9,5.685E-9,6.708E-9,7.904E-9,9.308E-9,10.96E-9,12.90E-9,15.18E-9,17.86E-9,21.02E-9,24.73E-9,0.000,31.19,31.20,31.20,31.20,31.20,31.21,31.21,31.21,31.21,31.21,31.21,31.20,0.000,12.11E-9,14.80E-9,17.39E-9,20.33E-9,23.73E-9,27.69E-9,32.28E-9,37.63E-9,43.85E-9,51.09E-9,59.53E-9,69.34E-9,0.000,121.4E-9,149.4E-9,176.9E-9,208.5E-9,245.5E-9,288.7E-9,339.4E-9,398.9E-9,468.8E-9,550.9E-9,647.3E-9,760.5E-9,109.2E-9,11.75E-9,8.345E-9,9.403E-9,10.93E-9,12.78E-9,14.98E-9,17.58E-9,20.64E-9,24.24E-9,28.48E-9,33.45E-9,39.31E-9,0.000,20.05E6,24.83E6,29.64E6,35.21E6,41.71E6,49.31E6,58.21E6,68.64E6,80.88E6,95.25E6,112.1E6,132.0E6,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,372.5E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18,222.5E-18
200.0E-3,0.000,331.1E-3,573.7E-3,603.0E-3,611.8E-3,615.8E-3,617.9E-3,619.2E-3,620.1E-3,620.8E-3,621.4E-3,621.9E-3,622.3E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.0E-3,105.1E-3,105.1E-3,105.1E-3,0.000,10.34,17.91,18.82,19.09,19.21,19.27,19.31,19.33,19.34,19.35,19.36,19.35,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.013E-12,18.53E-9,22.81E-9,27.01E-9,31.85E-9,37.49E-9,44.10E-9,51.85E-9,60.95E-9,71.63E-9,84.17E-9,98.89E-9,116.2E-9,0.000,31.21,31.21,31.21,31.21,31.20,31.20,31.19,31.18,31.16,31.15,31.13,31.10,0.000,56.73E-9,69.31E-9,81.41E-9,95.17E-9,111.1E-9,129.5E-9,150.9E-9,175.8E-9,204.8E-9,238.4E-9,277.5E-9,322.8E-9,0.000,578.4E-9,711.7E-9,842.6E-9,993.1E-9,1.169E-6,1.374E-6,1.615E-6,1.897E-6,2.227E-6,2.615E-6,3.070E-6,3.602E-6,519.5E-9,55.96E-9,39.74E-9,44.77E-9,52.01E-9,60.82E-9,71.28E-9,83.61E-9,98.11E-9,115.1E-9,135.1E-9,158.6E-9,186.1E-9,0.000,95.51E6,118.1E6,140.9E6,167.4E6,198.4E6,234.6E6,277.0E6,326.5E6,384.6E6,452.6E6,532.4E6,625.9E6,770.4E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,374.6E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,374.6E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,374.7E-18,218.2E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18,218.3E-18
250.0E-3,0.000,330.7E-3,575.2E-3,605.4E-3,614.9E-3,619.5E-3,622.4E-3,624.6E-3,626.5E-3,628.4E-3,630.3E-3,632.3E-3,634.4E-3,105.0E-3,105.0E-3,105.1E-3,105.1E-3,105.1E-3,105.1E-3,105.1E-3,105.2E-3,105.2E-3,105.2E-3,105.3E-3,105.3E-3,105.4E-3,0.000,10.29,17.90,18.82,19.10,19.22,19.28,19.31,19.33,19.35,19.36,19.36,19.36,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,1.870E-12,88.12E-9,108.4E-9,128.3E-9,151.1E-9,177.7E-9,208.8E-9,245.1E-9,287.6E-9,337.3E-9,395.5E-9,463.4E-9,542.7E-9,0.000,31.12,31.11,31.09,31.06,31.02,30.98,30.92,30.86,30.79,30.71,30.62,30.51,0.000,264.7E-9,323.2E-9,379.1E-9,442.5E-9,515.5E-9,599.7E-9,697.0E-9,809.4E-9,939.1E-9,1.089E-6,1.261E-6,1.459E-6,0.000,2.743E-6,3.373E-6,3.989E-6,4.693E-6,5.512E-6,6.465E-6,7.577E-6,8.873E-6,10.38E-6,12.14E-6,14.18E-6,16.55E-6,2.463E-6,266.5E-9,188.5E-9,211.9E-9,245.8E-9,286.8E-9,335.4E-9,392.3E-9,458.9E-9,536.6E-9,627.1E-9,732.4E-9,854.8E-9,0.000,450.6E6,556.3E6,662.0E6,785.3E6,929.5E6,1.097E9,1.293E9,1.520E9,1.784E9,2.091E9,2.448E9,2.862E9,770.9E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,770.7E-18,381.8E-18,372.4E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,381.8E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,382.5E-18,213.3E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18,213.8E-18
300.0E-3,0.000,329.0E-3,583.5E-3,617.9E-3,630.2E-3,637.6E-3,643.4E-3,648.8E-3,654.2E-3,660.1E-3,666.3E-3,673.0E-3,680.3E-3,105.3E-3,105.3E-3,105.3E-3,105.4E-3,105.5E-3,105.5E-3,105.6E-3,105.7E-3,105.9E-3,106.0E-3,106.2E-3,106.3E-3,106.5E-3,0.000,10.06,17.81,18.79,19.08,19.21,19.27,19.31,19.33,19.34,19.35,19.35,19.34,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,1.672E-12,413.4E-9,508.0E-9,599.4E-9,703.5E-9,823.6E-9,962.8E-9,1.124E-6,1.310E-6,1.526E-6,1.774E-6,2.060E-6,2.388E-6,0.000,30.57,30.53,30.42,30.28,30.13,29.95,29.76,29.54,29.30,29.04,28.75,28.43,0.000,1.201E-6,1.463E-6,1.707E-6,1.978E-6,2.285E-6,2.634E-6,3.029E-6,3.477E-6,3.982E-6,4.549E-6,5.184E-6,5.893E-6,0.000,12.64E-6,15.51E-6,18.23E-6,21.30E-6,24.81E-6,28.84E-6,33.45E-6,38.71E-6,44.71E-6,51.52E-6,59.22E-6,67.90E-6,11.40E-6,1.257E-6,870.7E-9,970.1E-9,1.116E-6,1.292E-6,1.496E-6,1.732E-6,2.003E-6,2.312E-6,2.663E-6,3.060E-6,3.510E-6,0.000,2.005E9,2.468E9,2.916E9,3.432E9,4.030E9,4.716E9,5.500E9,6.393E9,7.409E9,8.561E9,9.864E9,11.33E9,773.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,772.8E-18,417.4E-18,374.0E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,417.4E-18,422.0E-18,421.8E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,421.7E-18,204.5E-18,207.2E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18,207.3E-18
350.0E-3,0.000,321.4E-3,613.0E-3,662.9E-3,683.9E-3,698.7E-3,711.7E-3,724.6E-3,737.9E-3,751.8E-3,766.4E-3,781.7E-3,797.8E-3,106.3E-3,106.3E-3,106.5E-3,106.7E-3,107.0E-3,107.3E-3,107.6E-3,108.0E-3,108.4E-3,108.9E-3,109.4E-3,109.9E-3,110.5E-3,0.000,9.171,17.45,18.67,19.02,19.17,19.24,19.28,19.30,19.32,19.33,19.33,19.32,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,1.371E-12,1.828E-6,2.239E-6,2.616E-6,3.034E-6,3.506E-6,4.040E-6,4.644E-6,5.325E-6,6.090E-6,6.947E-6,7.905E-6,8.972E-6,0.000,28.53,28.46,28.16,27.82,27.44,27.03,26.61,26.16,25.70,25.22,24.72,24.22,0.000,4.886E-6,5.926E-6,6.797E-6,7.723E-6,8.732E-6,9.833E-6,11.03E-6,12.33E-6,13.74E-6,15.25E-6,16.87E-6,18.60E-6,0.000,52.16E-6,63.72E-6,73.67E-6,84.39E-6,96.20E-6,109.2E-6,123.6E-6,139.3E-6,156.5E-6,175.2E-6,195.4E-6,217.3E-6,48.15E-6,5.687E-6,3.652E-6,3.946E-6,4.437E-6,5.018E-6,5.677E-6,6.409E-6,7.216E-6,8.100E-6,9.065E-6,10.11E-6,11.25E-6,0.000,7.197E9,8.841E9,10.26E9,11.82E9,13.56E9,15.50E9,17.63E9,19.96E9,22.50E9,25.26E9,28.24E9,31.45E9,785.0E-18,780.9E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,780.8E-18,556.7E-18,377.9E-18,372.6E-18,368.8E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,556.7E-18,583.4E-18,582.0E-18,581.6E-18,581.5E-18,581.4E-18,581.4E-18,581.4E-18,581.3E-18,581.3E-18,581.3E-18,581.3E-18,581.3E-18,181.4E-18,192.1E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18,192.5E-18
400.0E-3,0.000,294.3E-3,674.0E-3,768.4E-3,808.5E-3,836.4E-3,860.7E-3,884.0E-3,907.3E-3,931.0E-3,955.3E-3,980.0E-3,1.005,109.8E-3,110.0E-3,110.5E-3,111.1E-3,111.9E-3,112.6E-3,113.5E-3,114.4E-3,115.3E-3,116.3E-3,117.4E-3,118.5E-3,119.7E-3,0.000,7.088,16.31,18.28,18.84,19.06,19.17,19.23,19.26,19.28,19.30,19.30,19.29,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,831.3E-15,6.875E-6,8.417E-6,9.654E-6,10.96E-6,12.37E-6,13.92E-6,15.61E-6,17.45E-6,19.46E-6,21.64E-6,23.99E-6,26.53E-6,0.000,24.08,24.20,23.79,23.30,22.79,22.27,21.75,21.23,20.71,20.20,19.69,19.19,0.000,15.32E-6,18.70E-6,20.93E-6,23.08E-6,25.29E-6,27.58E-6,29.97E-6,32.44E-6,35.00E-6,37.65E-6,40.37E-6,43.17E-6,0.000,165.6E-6,203.7E-6,229.7E-6,255.3E-6,282.0E-6,310.0E-6,339.5E-6,370.6E-6,403.0E-6,437.0E-6,472.4E-6,509.2E-6,163.0E-6,23.36E-6,12.49E-6,12.56E-6,13.55E-6,14.79E-6,16.17E-6,17.66E-6,19.24E-6,20.90E-6,22.65E-6,24.48E-6,26.39E-6,0.000,17.82E9,22.27E9,25.21E9,28.13E9,31.23E9,34.53E9,38.00E9,41.62E9,45.41E9,49.35E9,53.45E9,57.71E9,805.3E-18,796.6E-18,796.1E-18,796.0E-18,796.0E-18,795.9E-18,795.9E-18,795.9E-18,795.9E-18,795.9E-18,795.9E-18,795.9E-18,795.9E-18,820.4E-18,394.5E-18,375.2E-18,371.2E-18,366.1E-18,358.9E-18,351.1E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,820.4E-18,919.2E-18,914.0E-18,912.2E-18,911.6E-18,911.3E-18,911.1E-18,911.0E-18,911.0E-18,911.0E-18,910.9E-18,910.9E-18,910.9E-18,142.2E-18,164.9E-18,166.5E-18,166.8E-18,166.8E-18,166.9E-18,166.9E-18,166.9E-18,166.9E-18,166.9E-18,166.9E-18,166.9E-18,166.9E-18
