vgs ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:ron vds 0 ,M0:ron vds 0.1 ,M0:ron vds 0.2 ,M0:ron vds 0.3 ,M0:ron vds 0.4 ,M0:ron vds 0.5 ,M0:ron vds 0.6 ,M0:ron vds 0.7 ,M0:ron vds 0.8 ,M0:ron vds 0.9 ,M0:ron vds 1 ,M0:ron vds 1.1 ,M0:ron vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 
0.000,101.7E-3,101.8E-3,102.0E-3,102.2E-3,102.4E-3,102.7E-3,102.9E-3,103.1E-3,103.3E-3,103.6E-3,103.8E-3,104.0E-3,104.2E-3,0.000,5.248,8.442,8.811,8.936,9.006,9.056,9.097,9.132,9.165,9.196,9.224,9.250,2.236E-12,781.4E-12,1.135E-9,1.552E-9,2.104E-9,2.841E-9,3.825E-9,5.137E-9,6.880E-9,9.195E-9,12.26E-9,16.32E-9,21.68E-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,INF,128.7E6,177.6E6,195.2E6,192.3E6,178.4E6,159.2E6,138.5E6,118.3E6,99.62E6,83.02E6,68.60E6,56.32E6,0.000,27.04,26.98,26.90,26.83,26.75,26.68,26.60,26.53,26.45,26.38,26.30,26.23,0.000,1.530E-9,2.168E-9,2.884E-9,3.804E-9,4.993E-9,6.533E-9,8.525E-9,11.09E-9,14.40E-9,18.65E-9,24.10E-9,31.06E-9,0.000,21.01E-9,30.38E-9,41.34E-9,55.79E-9,74.99E-9,100.5E-9,134.4E-9,179.4E-9,239.0E-9,317.8E-9,421.8E-9,558.8E-9,15.41E-9,4.004E-9,3.599E-9,4.692E-9,6.244E-9,8.327E-9,11.10E-9,14.78E-9,19.65E-9,26.07E-9,34.55E-9,45.72E-9,60.42E-9,0.000,4.016E6,5.862E6,8.042E6,10.92E6,14.76E6,19.87E6,26.66E6,35.68E6,47.64E6,63.47E6,84.39E6,112.0E6,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18,107.9E-18
50.00E-3,101.7E-3,101.8E-3,102.0E-3,102.2E-3,102.5E-3,102.7E-3,102.9E-3,103.1E-3,103.4E-3,103.6E-3,103.8E-3,104.0E-3,104.3E-3,0.000,5.286,8.554,8.936,9.064,9.136,9.187,9.228,9.265,9.298,9.329,9.357,9.383,2.223E-12,3.012E-9,4.353E-9,5.920E-9,7.986E-9,10.73E-9,14.37E-9,19.21E-9,25.62E-9,34.09E-9,45.28E-9,60.04E-9,79.46E-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,INF,33.25E6,46.03E6,50.80E6,50.24E6,46.77E6,41.91E6,36.60E6,31.37E6,26.52E6,22.19E6,18.41E6,15.17E6,0.000,27.09,27.02,26.95,26.87,26.79,26.71,26.64,26.56,26.48,26.40,26.32,26.23,0.000,5.780E-9,8.162E-9,10.82E-9,14.21E-9,18.57E-9,24.20E-9,31.45E-9,40.75E-9,52.68E-9,67.92E-9,87.36E-9,112.1E-9,0.000,81.46E-9,117.4E-9,159.1E-9,213.9E-9,286.4E-9,382.4E-9,509.4E-9,677.2E-9,898.5E-9,1.190E-6,1.573E-6,2.075E-6,59.75E-9,15.41E-9,13.72E-9,17.81E-9,23.60E-9,31.35E-9,41.63E-9,55.21E-9,73.10E-9,96.63E-9,127.5E-9,168.1E-9,221.1E-9,0.000,15.49E6,22.53E6,30.82E6,41.73E6,56.20E6,75.39E6,100.8E6,134.4E6,178.8E6,237.3E6,314.2E6,415.2E6,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18,105.7E-18
100.0E-3,101.8E-3,101.9E-3,102.1E-3,102.3E-3,102.5E-3,102.7E-3,103.0E-3,103.2E-3,103.4E-3,103.6E-3,103.9E-3,104.1E-3,104.3E-3,0.000,5.323,8.669,9.064,9.196,9.270,9.321,9.363,9.400,9.434,9.465,9.493,9.519,2.185E-12,11.67E-9,16.80E-9,22.75E-9,30.56E-9,40.87E-9,54.52E-9,72.55E-9,96.34E-9,127.7E-9,168.8E-9,222.8E-9,293.5E-9,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,8.574E6,11.91E6,13.19E6,13.10E6,12.24E6,11.02E6,9.659E6,8.314E6,7.059E6,5.931E6,4.943E6,4.094E6,0.000,27.13,27.06,26.98,26.89,26.81,26.73,26.64,26.55,26.46,26.36,26.25,26.13,0.000,21.91E-9,30.83E-9,40.69E-9,53.20E-9,69.25E-9,89.83E-9,116.2E-9,149.8E-9,192.7E-9,247.1E-9,315.9E-9,402.6E-9,0.000,316.4E-9,454.3E-9,613.4E-9,821.2E-9,1.095E-6,1.456E-6,1.931E-6,2.555E-6,3.373E-6,4.444E-6,5.841E-6,7.660E-6,232.1E-9,59.44E-9,52.41E-9,67.67E-9,89.30E-9,118.1E-9,156.2E-9,206.2E-9,271.8E-9,357.5E-9,469.5E-9,615.3E-9,804.7E-9,0.000,59.93E6,86.80E6,118.3E6,159.7E6,214.3E6,286.4E6,381.3E6,506.3E6,670.4E6,885.2E6,1.166E9,1.532E9,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18,103.5E-18
150.0E-3,101.8E-3,101.9E-3,102.1E-3,102.3E-3,102.5E-3,102.8E-3,103.0E-3,103.2E-3,103.5E-3,103.7E-3,104.0E-3,104.2E-3,104.5E-3,0.000,5.355,8.784,9.194,9.330,9.405,9.458,9.500,9.537,9.571,9.602,9.630,9.655,2.119E-12,45.30E-9,64.99E-9,87.63E-9,117.2E-9,156.0E-9,207.1E-9,274.2E-9,362.1E-9,477.1E-9,626.9E-9,821.7E-9,1.074E-6,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,2.208E6,3.078E6,3.424E6,3.415E6,3.206E6,2.898E6,2.554E6,2.210E6,1.887E6,1.596E6,1.339E6,1.118E6,0.000,27.14,27.06,26.97,26.87,26.77,26.66,26.54,26.41,26.27,26.11,25.92,25.71,0.000,83.21E-9,116.6E-9,153.1E-9,199.2E-9,257.9E-9,332.6E-9,427.3E-9,547.2E-9,698.0E-9,887.0E-9,1.122E-6,1.414E-6,0.000,1.229E-6,1.758E-6,2.363E-6,3.148E-6,4.175E-6,5.519E-6,7.275E-6,9.561E-6,12.53E-6,16.36E-6,21.29E-6,27.61E-6,902.4E-9,229.5E-9,200.2E-9,257.0E-9,337.4E-9,443.9E-9,583.6E-9,765.8E-9,1.003E-6,1.309E-6,1.704E-6,2.211E-6,2.859E-6,0.000,232.2E6,334.6E6,453.8E6,609.9E6,815.0E6,1.084E9,1.435E9,1.893E9,2.488E9,3.258E9,4.249E9,5.519E9,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,372.4E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,372.4E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18,101.5E-18
200.0E-3,101.9E-3,101.9E-3,102.2E-3,102.4E-3,102.6E-3,102.9E-3,103.1E-3,103.4E-3,103.7E-3,104.0E-3,104.3E-3,104.6E-3,105.0E-3,0.000,5.371,8.895,9.324,9.465,9.542,9.595,9.637,9.673,9.705,9.734,9.760,9.782,2.019E-12,175.7E-9,251.0E-9,336.6E-9,447.4E-9,591.9E-9,780.1E-9,1.025E-6,1.341E-6,1.749E-6,2.271E-6,2.937E-6,3.780E-6,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,569.2E3,797.0E3,891.3E3,894.1E3,844.8E3,769.2E3,683.2E3,596.5E3,514.6E3,440.3E3,374.6E3,317.5E3,0.000,27.06,26.96,26.83,26.68,26.52,26.33,26.11,25.86,25.57,25.24,24.86,24.43,0.000,314.9E-9,439.0E-9,572.6E-9,738.9E-9,947.8E-9,1.209E-6,1.535E-6,1.938E-6,2.432E-6,3.032E-6,3.753E-6,4.608E-6,0.000,4.753E-6,6.766E-6,9.031E-6,11.94E-6,15.69E-6,20.54E-6,26.75E-6,34.68E-6,44.72E-6,57.32E-6,73.00E-6,92.32E-6,3.499E-6,885.0E-9,760.6E-9,968.5E-9,1.261E-6,1.645E-6,2.141E-6,2.776E-6,3.585E-6,4.608E-6,5.889E-6,7.480E-6,9.438E-6,0.000,895.9E6,1.283E9,1.727E9,2.304E9,3.054E9,4.023E9,5.268E9,6.857E9,8.871E9,11.40E9,14.56E9,18.45E9,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,770.3E-18,373.9E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,374.0E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.7E-18,627.0E-18,613.7E-18,601.4E-18,590.0E-18,579.5E-18,569.7E-18,373.9E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,99.51E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18,99.55E-18
250.0E-3,102.0E-3,102.1E-3,102.3E-3,102.6E-3,102.9E-3,103.2E-3,103.5E-3,103.9E-3,104.3E-3,104.8E-3,105.3E-3,105.9E-3,106.6E-3,0.000,5.322,8.982,9.445,9.593,9.671,9.724,9.764,9.797,9.827,9.852,9.874,9.891,1.877E-12,674.4E-9,957.5E-9,1.273E-6,1.674E-6,2.188E-6,2.844E-6,3.676E-6,4.724E-6,6.033E-6,7.656E-6,9.647E-6,12.07E-6,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,148.3E3,208.9E3,235.7E3,238.9E3,228.5E3,211.0E3,190.4E3,169.4E3,149.2E3,130.6E3,114.0E3,99.41E3,0.000,26.66,26.51,26.26,25.96,25.62,25.23,24.78,24.28,23.73,23.13,22.49,21.81,0.000,1.167E-6,1.613E-6,2.075E-6,2.633E-6,3.312E-6,4.132E-6,5.111E-6,6.264E-6,7.606E-6,9.144E-6,10.88E-6,12.82E-6,0.000,17.98E-6,25.38E-6,33.42E-6,43.47E-6,56.06E-6,71.74E-6,91.09E-6,114.7E-6,143.2E-6,177.1E-6,217.0E-6,263.3E-6,13.36E-6,3.379E-6,2.826E-6,3.539E-6,4.531E-6,5.796E-6,7.378E-6,9.329E-6,11.71E-6,14.57E-6,17.97E-6,21.97E-6,26.62E-6,0.000,3.375E9,4.784E9,6.346E9,8.329E9,10.84E9,13.97E9,17.84E9,22.57E9,28.28E9,35.09E9,43.10E9,52.42E9,770.6E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,770.5E-18,377.6E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,378.2E-18,770.6E-18,742.1E-18,717.2E-18,695.2E-18,675.5E-18,657.8E-18,641.8E-18,627.2E-18,613.8E-18,601.5E-18,590.1E-18,579.6E-18,569.8E-18,377.6E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,97.27E-18,97.49E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18,97.50E-18
300.0E-3,102.3E-3,102.5E-3,102.8E-3,103.2E-3,103.7E-3,104.2E-3,104.8E-3,105.6E-3,106.4E-3,107.3E-3,108.4E-3,109.6E-3,111.0E-3,0.000,5.073,8.984,9.530,9.697,9.780,9.832,9.871,9.902,9.928,9.951,9.969,9.982,1.674E-12,2.490E-6,3.498E-6,4.567E-6,5.880E-6,7.503E-6,9.496E-6,11.92E-6,14.85E-6,18.35E-6,22.48E-6,27.33E-6,32.95E-6,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,INF,40.17E3,57.18E3,65.69E3,68.02E3,66.64E3,63.18E3,58.71E3,53.87E3,49.06E3,44.48E3,40.25E3,36.42E3,0.000,25.36,25.10,24.61,24.05,23.43,22.77,22.07,21.34,20.59,19.83,19.06,18.29,0.000,4.017E-6,5.467E-6,6.835E-6,8.390E-6,10.17E-6,12.19E-6,14.45E-6,16.93E-6,19.64E-6,22.53E-6,25.58E-6,28.75E-6,0.000,63.14E-6,87.78E-6,112.4E-6,141.4E-6,175.8E-6,216.2E-6,263.1E-6,316.9E-6,377.8E-6,445.8E-6,520.9E-6,602.7E-6,48.35E-6,12.45E-6,9.771E-6,11.79E-6,14.58E-6,17.98E-6,21.99E-6,26.66E-6,32.01E-6,38.05E-6,44.80E-6,52.25E-6,60.38E-6,0.000,11.61E9,16.19E9,20.85E9,26.45E9,33.19E9,41.15E9,50.40E9,61.01E9,73.02E9,86.45E9,101.3E9,117.5E9,771.9E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,771.5E-18,394.5E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,397.6E-18,771.9E-18,742.7E-18,717.8E-18,695.8E-18,676.1E-18,658.4E-18,642.4E-18,627.7E-18,614.4E-18,602.1E-18,590.7E-18,580.2E-18,570.4E-18,394.5E-18,373.5E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,93.21E-18,94.40E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18,94.42E-18
350.0E-3,103.6E-3,103.9E-3,104.6E-3,105.4E-3,106.4E-3,107.5E-3,108.7E-3,110.2E-3,111.7E-3,113.5E-3,115.3E-3,117.4E-3,119.5E-3,0.000,4.408,8.767,9.532,9.753,9.854,9.912,9.953,9.984,10.01,10.03,10.04,10.05,1.359E-12,8.285E-6,11.48E-6,14.55E-6,18.12E-6,22.31E-6,27.20E-6,32.88E-6,39.41E-6,46.84E-6,55.23E-6,64.62E-6,75.06E-6,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,INF,12.07E3,17.42E3,20.62E3,22.08E3,22.41E3,22.06E3,21.29E3,20.30E3,19.22E3,18.11E3,17.02E3,15.99E3,0.000,22.46,22.22,21.55,20.80,20.02,19.23,18.44,17.66,16.89,16.14,15.41,14.71,0.000,11.61E-6,15.58E-6,18.70E-6,21.93E-6,25.35E-6,28.95E-6,32.71E-6,36.57E-6,40.50E-6,44.42E-6,48.31E-6,52.09E-6,0.000,186.0E-6,255.1E-6,313.5E-6,376.8E-6,446.6E-6,523.2E-6,606.5E-6,696.0E-6,791.2E-6,891.5E-6,995.9E-6,1.104E-3,153.9E-6,42.20E-6,29.10E-6,32.89E-6,38.63E-6,45.32E-6,52.78E-6,60.94E-6,69.72E-6,79.06E-6,88.89E-6,99.16E-6,109.8E-6,0.000,31.57E9,43.42E9,53.58E9,64.82E9,77.47E9,91.50E9,106.8E9,123.2E9,140.6E9,159.0E9,178.1E9,197.8E9,777.1E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,775.3E-18,459.0E-18,475.6E-18,475.3E-18,475.3E-18,475.2E-18,475.2E-18,475.2E-18,475.2E-18,475.2E-18,475.2E-18,475.2E-18,475.2E-18,475.2E-18,777.1E-18,745.2E-18,720.3E-18,698.3E-18,678.6E-18,660.9E-18,644.8E-18,630.2E-18,616.8E-18,604.5E-18,593.1E-18,582.6E-18,572.8E-18,459.0E-18,375.2E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,82.53E-18,87.23E-18,87.32E-18,87.33E-18,87.33E-18,87.34E-18,87.34E-18,87.34E-18,87.34E-18,87.34E-18,87.34E-18,87.34E-18,87.34E-18
400.0E-3,107.5E-3,108.0E-3,109.3E-3,110.9E-3,112.7E-3,114.6E-3,116.7E-3,118.9E-3,121.3E-3,123.8E-3,126.4E-3,129.1E-3,131.9E-3,0.000,3.362,8.134,9.373,9.729,9.877,9.954,10.00,10.04,10.06,10.08,10.10,10.10,823.3E-15,23.01E-6,31.72E-6,38.87E-6,46.58E-6,55.16E-6,64.71E-6,75.30E-6,86.94E-6,99.67E-6,113.5E-6,128.5E-6,144.5E-6,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,INF,4.346E3,6.305E3,7.718E3,8.587E3,9.064E3,9.271E3,9.297E3,9.202E3,9.030E3,8.810E3,8.564E3,8.304E3,0.000,18.30,18.36,17.72,16.97,16.22,15.48,14.77,14.08,13.42,12.79,12.20,11.63,0.000,25.87E-6,35.03E-6,40.48E-6,45.41E-6,50.19E-6,54.87E-6,59.44E-6,63.85E-6,68.08E-6,72.06E-6,75.79E-6,79.22E-6,0.000,421.1E-6,582.3E-6,688.7E-6,790.7E-6,894.8E-6,1.002E-3,1.112E-3,1.224E-3,1.338E-3,1.452E-3,1.567E-3,1.681E-3,401.5E-6,125.3E-6,71.59E-6,73.47E-6,81.26E-6,90.60E-6,100.7E-6,111.2E-6,121.9E-6,132.9E-6,144.0E-6,155.2E-6,166.4E-6,0.000,61.44E9,85.57E9,101.5E9,117.1E9,133.4E9,150.5E9,168.1E9,186.0E9,204.0E9,222.2E9,240.4E9,258.4E9,786.4E-18,782.6E-18,782.5E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,782.4E-18,579.5E-18,635.5E-18,634.3E-18,633.9E-18,633.8E-18,633.7E-18,633.7E-18,633.7E-18,633.7E-18,633.7E-18,633.7E-18,633.7E-18,633.7E-18,786.4E-18,750.7E-18,725.5E-18,703.4E-18,683.7E-18,666.0E-18,650.0E-18,635.4E-18,622.0E-18,609.7E-18,598.3E-18,587.8E-18,578.0E-18,579.5E-18,380.8E-18,373.8E-18,370.9E-18,366.0E-18,358.8E-18,351.1E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,64.58E-18,74.43E-18,74.92E-18,74.97E-18,74.99E-18,74.99E-18,75.00E-18,75.00E-18,75.00E-18,75.00E-18,75.00E-18,75.00E-18,75.00E-18
