vsg ,M0:vearly vsd 0  (V),M0:vearly vsd 0.1  (V),M0:vearly vsd 0.2  (V),M0:vearly vsd 0.3  (V),M0:vearly vsd 0.4  (V),M0:vearly vsd 0.5  (V),M0:vearly vsd 0.6  (V),M0:vearly vsd 0.7  (V),M0:vearly vsd 0.8  (V),M0:vearly vsd 0.9  (V),M0:vearly vsd 1  (V),M0:vearly vsd 1.1  (V),M0:vearly vsd 1.2  (V),M0:vdsat vsd 0 ,M0:vdsat vsd 0.1 ,M0:vdsat vsd 0.2 ,M0:vdsat vsd 0.3 ,M0:vdsat vsd 0.4 ,M0:vdsat vsd 0.5 ,M0:vdsat vsd 0.6 ,M0:vdsat vsd 0.7 ,M0:vdsat vsd 0.8 ,M0:vdsat vsd 0.9 ,M0:vdsat vsd 1 ,M0:vdsat vsd 1.1 ,M0:vdsat vsd 1.2 ,M0:self_gain vsd 0 ,M0:self_gain vsd 0.1 ,M0:self_gain vsd 0.2 ,M0:self_gain vsd 0.3 ,M0:self_gain vsd 0.4 ,M0:self_gain vsd 0.5 ,M0:self_gain vsd 0.6 ,M0:self_gain vsd 0.7 ,M0:self_gain vsd 0.8 ,M0:self_gain vsd 0.9 ,M0:self_gain vsd 1 ,M0:self_gain vsd 1.1 ,M0:self_gain vsd 1.2 ,M0:region vsd 0 ,M0:region vsd 0.1 ,M0:region vsd 0.2 ,M0:region vsd 0.3 ,M0:region vsd 0.4 ,M0:region vsd 0.5 ,M0:region vsd 0.6 ,M0:region vsd 0.7 ,M0:region vsd 0.8 ,M0:region vsd 0.9 ,M0:region vsd 1 ,M0:region vsd 1.1 ,M0:region vsd 1.2 ,M0:gmoverid vsd 0 ,M0:gmoverid vsd 0.1 ,M0:gmoverid vsd 0.2 ,M0:gmoverid vsd 0.3 ,M0:gmoverid vsd 0.4 ,M0:gmoverid vsd 0.5 ,M0:gmoverid vsd 0.6 ,M0:gmoverid vsd 0.7 ,M0:gmoverid vsd 0.8 ,M0:gmoverid vsd 0.9 ,M0:gmoverid vsd 1 ,M0:gmoverid vsd 1.1 ,M0:gmoverid vsd 1.2 ,M0:id vsd 0 ,M0:id vsd 0.1 ,M0:id vsd 0.2 ,M0:id vsd 0.3 ,M0:id vsd 0.4 ,M0:id vsd 0.5 ,M0:id vsd 0.6 ,M0:id vsd 0.7 ,M0:id vsd 0.8 ,M0:id vsd 0.9 ,M0:id vsd 1 ,M0:id vsd 1.1 ,M0:id vsd 1.2 ,M0:gmbs vsd 0 ,M0:gmbs vsd 0.1 ,M0:gmbs vsd 0.2 ,M0:gmbs vsd 0.3 ,M0:gmbs vsd 0.4 ,M0:gmbs vsd 0.5 ,M0:gmbs vsd 0.6 ,M0:gmbs vsd 0.7 ,M0:gmbs vsd 0.8 ,M0:gmbs vsd 0.9 ,M0:gmbs vsd 1 ,M0:gmbs vsd 1.1 ,M0:gmbs vsd 1.2 ,M0:gds vsd 0 ,M0:gds vsd 0.1 ,M0:gds vsd 0.2 ,M0:gds vsd 0.3 ,M0:gds vsd 0.4 ,M0:gds vsd 0.5 ,M0:gds vsd 0.6 ,M0:gds vsd 0.7 ,M0:gds vsd 0.8 ,M0:gds vsd 0.9 ,M0:gds vsd 1 ,M0:gds vsd 1.1 ,M0:gds vsd 1.2 ,M0:gm vsd 0 ,M0:gm vsd 0.1 ,M0:gm vsd 0.2 ,M0:gm vsd 0.3 ,M0:gm vsd 0.4 ,M0:gm vsd 0.5 ,M0:gm vsd 0.6 ,M0:gm vsd 0.7 ,M0:gm vsd 0.8 ,M0:gm vsd 0.9 ,M0:gm vsd 1 ,M0:gm vsd 1.1 ,M0:gm vsd 1.2 ,M0:csb vsd 0 ,M0:csb vsd 0.1 ,M0:csb vsd 0.2 ,M0:csb vsd 0.3 ,M0:csb vsd 0.4 ,M0:csb vsd 0.5 ,M0:csb vsd 0.6 ,M0:csb vsd 0.7 ,M0:csb vsd 0.8 ,M0:csb vsd 0.9 ,M0:csb vsd 1 ,M0:csb vsd 1.1 ,M0:csb vsd 1.2 ,M0:ft vsd 0 ,M0:ft vsd 0.1 ,M0:ft vsd 0.2 ,M0:ft vsd 0.3 ,M0:ft vsd 0.4 ,M0:ft vsd 0.5 ,M0:ft vsd 0.6 ,M0:ft vsd 0.7 ,M0:ft vsd 0.8 ,M0:ft vsd 0.9 ,M0:ft vsd 1 ,M0:ft vsd 1.1 ,M0:ft vsd 1.2 ,M0:cgd vsd 0 ,M0:cgd vsd 0.1 ,M0:cgd vsd 0.2 ,M0:cgd vsd 0.3 ,M0:cgd vsd 0.4 ,M0:cgd vsd 0.5 ,M0:cgd vsd 0.6 ,M0:cgd vsd 0.7 ,M0:cgd vsd 0.8 ,M0:cgd vsd 0.9 ,M0:cgd vsd 1 ,M0:cgd vsd 1.1 ,M0:cgd vsd 1.2 ,M0:cgs vsd 0 ,M0:cgs vsd 0.1 ,M0:cgs vsd 0.2 ,M0:cgs vsd 0.3 ,M0:cgs vsd 0.4 ,M0:cgs vsd 0.5 ,M0:cgs vsd 0.6 ,M0:cgs vsd 0.7 ,M0:cgs vsd 0.8 ,M0:cgs vsd 0.9 ,M0:cgs vsd 1 ,M0:cgs vsd 1.1 ,M0:cgs vsd 1.2 ,M0:cdb vsd 0 ,M0:cdb vsd 0.1 ,M0:cdb vsd 0.2 ,M0:cdb vsd 0.3 ,M0:cdb vsd 0.4 ,M0:cdb vsd 0.5 ,M0:cdb vsd 0.6 ,M0:cdb vsd 0.7 ,M0:cdb vsd 0.8 ,M0:cdb vsd 0.9 ,M0:cdb vsd 1 ,M0:cdb vsd 1.1 ,M0:cdb vsd 1.2 
0.000,0.000,330.9E-3,542.6E-3,580.3E-3,601.0E-3,614.0E-3,622.8E-3,629.0E-3,633.7E-3,637.3E-3,640.1E-3,642.4E-3,644.2E-3,-83.68E-3,-83.74E-3,-83.76E-3,-83.77E-3,-83.78E-3,-83.79E-3,-83.80E-3,-83.81E-3,-83.82E-3,-83.83E-3,-83.84E-3,-83.85E-3,-83.85E-3,0.000,9.846,16.14,17.27,17.90,18.29,18.56,18.75,18.89,19.00,19.10,19.17,19.23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.75,29.76,29.76,29.77,29.78,29.79,29.80,29.81,29.82,29.83,29.84,29.85,-944.6E-15,-35.13E-12,-44.67E-12,-55.22E-12,-68.09E-12,-83.97E-12,-103.6E-12,-128.0E-12,-158.2E-12,-196.3E-12,-248.1E-12,-328.8E-12,-474.4E-12,0.000,101.1E-12,123.1E-12,144.6E-12,168.4E-12,195.2E-12,225.5E-12,259.9E-12,299.1E-12,343.8E-12,394.7E-12,452.7E-12,518.8E-12,811.5E-12,100.2E-12,75.61E-12,84.42E-12,96.52E-12,111.4E-12,129.1E-12,149.9E-12,174.4E-12,202.9E-12,236.2E-12,275.1E-12,320.5E-12,0.000,986.3E-12,1.221E-9,1.458E-9,1.727E-9,2.037E-9,2.395E-9,2.810E-9,3.294E-9,3.856E-9,4.511E-9,5.274E-9,6.163E-9,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,0.000,146.4E3,182.9E3,220.1E3,262.3E3,310.8E3,366.9E3,431.9E3,507.6E3,595.6E3,698.2E3,817.7E3,956.9E3,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,355.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
50.00E-3,0.000,331.1E-3,541.5E-3,578.8E-3,599.3E-3,612.3E-3,621.0E-3,627.2E-3,631.9E-3,635.5E-3,638.3E-3,640.6E-3,642.4E-3,-83.76E-3,-83.82E-3,-83.83E-3,-83.85E-3,-83.86E-3,-83.86E-3,-83.87E-3,-83.88E-3,-83.89E-3,-83.90E-3,-83.91E-3,-83.92E-3,-83.93E-3,0.000,9.888,16.17,17.29,17.91,18.30,18.57,18.76,18.90,19.02,19.11,19.18,19.24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.86,29.87,29.87,29.88,29.89,29.90,29.91,29.92,29.93,29.93,29.94,29.95,-943.8E-15,-149.1E-12,-185.7E-12,-223.7E-12,-267.7E-12,-319.4E-12,-380.4E-12,-452.8E-12,-538.7E-12,-641.0E-12,-764.8E-12,-921.4E-12,-1.137E-9,0.000,440.6E-12,536.7E-12,630.7E-12,734.8E-12,851.9E-12,984.5E-12,1.135E-9,1.307E-9,1.503E-9,1.726E-9,1.981E-9,2.271E-9,3.607E-9,444.4E-12,336.3E-12,375.9E-12,430.1E-12,496.5E-12,575.7E-12,669.0E-12,778.4E-12,906.3E-12,1.056E-9,1.230E-9,1.433E-9,0.000,4.394E-9,5.439E-9,6.500E-9,7.703E-9,9.087E-9,10.69E-9,12.55E-9,14.71E-9,17.23E-9,20.17E-9,23.59E-9,27.58E-9,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,0.000,649.9E3,812.4E3,979.1E3,1.168E6,1.386E6,1.637E6,1.929E6,2.268E6,2.663E6,3.123E6,3.660E6,4.285E6,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,356.1E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
100.0E-3,0.000,331.3E-3,540.6E-3,577.4E-3,597.9E-3,610.7E-3,619.4E-3,625.6E-3,630.3E-3,633.9E-3,636.7E-3,639.0E-3,640.8E-3,-83.84E-3,-83.89E-3,-83.91E-3,-83.92E-3,-83.93E-3,-83.94E-3,-83.95E-3,-83.96E-3,-83.97E-3,-83.98E-3,-83.99E-3,-84.00E-3,-84.01E-3,0.000,9.928,16.20,17.31,17.92,18.32,18.58,18.77,18.92,19.03,19.12,19.19,19.25,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.96,29.97,29.97,29.98,29.99,30.00,30.00,30.01,30.02,30.03,30.03,30.04,-935.7E-15,-658.6E-12,-816.4E-12,-977.5E-12,-1.161E-9,-1.374E-9,-1.621E-9,-1.909E-9,-2.247E-9,-2.641E-9,-3.105E-9,-3.652E-9,-4.310E-9,0.000,1.936E-9,2.359E-9,2.773E-9,3.232E-9,3.748E-9,4.333E-9,4.999E-9,5.758E-9,6.622E-9,7.608E-9,8.733E-9,10.01E-9,16.11E-9,1.982E-9,1.504E-9,1.682E-9,1.926E-9,2.224E-9,2.580E-9,2.999E-9,3.491E-9,4.066E-9,4.738E-9,5.522E-9,6.438E-9,0.000,19.68E-9,24.36E-9,29.12E-9,34.52E-9,40.74E-9,47.94E-9,56.30E-9,66.04E-9,77.37E-9,90.58E-9,106.0E-9,123.9E-9,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,0.000,2.901E6,3.627E6,4.376E6,5.228E6,6.208E6,7.340E6,8.655E6,10.18E6,11.96E6,14.04E6,16.46E6,19.28E6,421.9E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
150.0E-3,0.000,331.6E-3,539.8E-3,576.2E-3,596.6E-3,609.4E-3,618.1E-3,624.3E-3,629.0E-3,632.6E-3,635.5E-3,637.8E-3,639.7E-3,-83.91E-3,-83.97E-3,-83.99E-3,-84.00E-3,-84.01E-3,-84.02E-3,-84.02E-3,-84.03E-3,-84.04E-3,-84.05E-3,-84.06E-3,-84.07E-3,-84.08E-3,0.000,9.966,16.22,17.32,17.94,18.33,18.59,18.78,18.93,19.04,19.13,19.20,19.26,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.05,30.05,30.06,30.07,30.07,30.08,30.08,30.09,30.09,30.10,30.10,30.11,-917.2E-15,-2.946E-9,-3.648E-9,-4.363E-9,-5.176E-9,-6.113E-9,-7.198E-9,-8.461E-9,-9.933E-9,-11.65E-9,-13.65E-9,-15.99E-9,-18.73E-9,0.000,8.572E-9,10.44E-9,12.28E-9,14.32E-9,16.61E-9,19.21E-9,22.17E-9,25.54E-9,29.38E-9,33.76E-9,38.76E-9,44.46E-9,72.34E-9,8.879E-9,6.752E-9,7.562E-9,8.660E-9,10.01E-9,11.61E-9,13.50E-9,15.72E-9,18.31E-9,21.34E-9,24.88E-9,29.01E-9,0.000,88.49E-9,109.5E-9,131.0E-9,155.3E-9,183.4E-9,215.8E-9,253.6E-9,297.5E-9,348.7E-9,408.3E-9,477.8E-9,558.8E-9,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,0.000,13.02E6,16.26E6,19.64E6,23.49E6,27.92E6,33.04E6,38.99E6,45.90E6,53.95E6,63.34E6,74.28E6,87.04E6,425.3E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,425.3E-18,806.5E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
200.0E-3,0.000,331.9E-3,539.3E-3,575.5E-3,595.7E-3,608.6E-3,617.4E-3,623.7E-3,628.5E-3,632.2E-3,635.3E-3,637.8E-3,639.9E-3,-83.99E-3,-84.05E-3,-84.06E-3,-84.08E-3,-84.09E-3,-84.10E-3,-84.11E-3,-84.12E-3,-84.13E-3,-84.14E-3,-84.15E-3,-84.16E-3,-84.18E-3,0.000,9.998,16.25,17.33,17.95,18.34,18.60,18.79,18.93,19.05,19.14,19.21,19.27,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,30.12,30.12,30.12,30.13,30.13,30.13,30.13,30.13,30.13,30.12,30.12,30.11,-886.3E-15,-13.26E-9,-16.41E-9,-19.63E-9,-23.28E-9,-27.49E-9,-32.36E-9,-38.02E-9,-44.61E-9,-52.29E-9,-61.24E-9,-71.67E-9,-83.84E-9,0.000,38.18E-9,46.50E-9,54.69E-9,63.77E-9,73.99E-9,85.58E-9,98.76E-9,113.8E-9,130.9E-9,150.4E-9,172.6E-9,197.9E-9,326.0E-9,39.94E-9,30.42E-9,34.10E-9,39.06E-9,45.13E-9,52.38E-9,60.91E-9,70.91E-9,82.61E-9,96.26E-9,112.2E-9,130.8E-9,0.000,399.3E-9,494.3E-9,591.1E-9,701.0E-9,827.6E-9,974.2E-9,1.145E-6,1.343E-6,1.573E-6,1.842E-6,2.155E-6,2.520E-6,806.8E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,0.000,58.55E6,73.05E6,88.22E6,105.6E6,125.7E6,148.8E6,175.7E6,206.9E6,243.3E6,285.6E6,334.9E6,392.3E6,430.0E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,430.0E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,430.1E-18,806.8E-18,761.8E-18,724.4E-18,692.5E-18,665.0E-18,641.1E-18,620.0E-18,601.3E-18,584.6E-18,569.6E-18,556.0E-18,543.7E-18,532.4E-18
250.0E-3,0.000,332.2E-3,539.8E-3,575.9E-3,596.4E-3,609.7E-3,618.8E-3,625.6E-3,630.9E-3,635.3E-3,639.0E-3,642.4E-3,645.4E-3,-84.08E-3,-84.14E-3,-84.16E-3,-84.17E-3,-84.19E-3,-84.20E-3,-84.22E-3,-84.23E-3,-84.25E-3,-84.27E-3,-84.29E-3,-84.31E-3,-84.33E-3,0.000,10.01,16.26,17.34,17.95,18.34,18.60,18.79,18.94,19.05,19.14,19.21,19.26,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,30.13,30.12,30.11,30.10,30.08,30.06,30.04,30.01,29.98,29.94,29.90,29.85,-840.5E-15,-59.82E-9,-74.03E-9,-88.51E-9,-105.0E-9,-123.9E-9,-145.8E-9,-171.2E-9,-200.7E-9,-235.1E-9,-275.0E-9,-321.5E-9,-375.5E-9,0.000,170.5E-9,207.5E-9,243.9E-9,284.3E-9,329.6E-9,380.8E-9,439.0E-9,505.0E-9,579.9E-9,665.0E-9,761.5E-9,870.7E-9,1.470E-6,180.0E-9,137.1E-9,153.7E-9,175.9E-9,203.2E-9,235.5E-9,273.6E-9,318.1E-9,369.9E-9,430.2E-9,500.3E-9,581.6E-9,0.000,1.802E-6,2.230E-6,2.665E-6,3.159E-6,3.726E-6,4.382E-6,5.142E-6,6.023E-6,7.046E-6,8.233E-6,9.609E-6,11.20E-6,808.2E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,807.7E-18,0.000,261.0E6,324.9E6,391.9E6,469.0E6,558.0E6,660.7E6,779.5E6,917.1E6,1.077E9,1.262E9,1.476E9,1.725E9,446.3E-18,424.9E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,446.3E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,446.9E-18,808.2E-18,762.4E-18,724.9E-18,693.0E-18,665.6E-18,641.6E-18,620.6E-18,601.9E-18,585.2E-18,570.2E-18,556.6E-18,544.2E-18,532.9E-18
300.0E-3,0.000,332.6E-3,543.9E-3,581.4E-3,603.4E-3,618.2E-3,629.0E-3,637.7E-3,645.2E-3,651.9E-3,658.3E-3,664.6E-3,670.9E-3,-84.23E-3,-84.29E-3,-84.32E-3,-84.35E-3,-84.38E-3,-84.41E-3,-84.45E-3,-84.49E-3,-84.54E-3,-84.59E-3,-84.65E-3,-84.71E-3,-84.79E-3,0.000,9.942,16.23,17.32,17.93,18.32,18.58,18.77,18.91,19.02,19.10,19.17,19.22,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,29.89,29.85,29.78,29.71,29.63,29.54,29.43,29.31,29.17,29.02,28.85,28.65,-776.2E-15,-268.7E-9,-332.2E-9,-396.5E-9,-469.3E-9,-552.8E-9,-648.9E-9,-759.8E-9,-888.0E-9,-1.036E-6,-1.207E-6,-1.404E-6,-1.631E-6,0.000,752.9E-9,914.5E-9,1.072E-6,1.244E-6,1.436E-6,1.651E-6,1.892E-6,2.163E-6,2.466E-6,2.804E-6,3.180E-6,3.598E-6,6.566E-6,807.8E-9,610.7E-9,682.0E-9,777.8E-9,894.2E-9,1.031E-6,1.191E-6,1.376E-6,1.589E-6,1.833E-6,2.112E-6,2.430E-6,0.000,8.031E-6,9.913E-6,11.81E-6,13.95E-6,16.38E-6,19.17E-6,22.36E-6,26.02E-6,30.22E-6,35.02E-6,40.49E-6,46.72E-6,815.3E-18,812.6E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,812.5E-18,0.000,1.094E9,1.357E9,1.629E9,1.941E9,2.300E9,2.711E9,3.181E9,3.719E9,4.335E9,5.038E9,5.840E9,6.753E9,519.1E-18,428.2E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,519.1E-18,524.2E-18,524.4E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,524.3E-18,815.3E-18,765.1E-18,727.5E-18,695.7E-18,668.2E-18,644.3E-18,623.2E-18,604.5E-18,587.8E-18,572.8E-18,559.2E-18,546.8E-18,535.5E-18
350.0E-3,0.000,332.7E-3,561.5E-3,605.1E-3,632.3E-3,652.2E-3,668.3E-3,682.4E-3,695.5E-3,708.2E-3,720.7E-3,733.4E-3,746.4E-3,-84.63E-3,-84.71E-3,-84.79E-3,-84.88E-3,-84.98E-3,-85.09E-3,-85.21E-3,-85.36E-3,-85.52E-3,-85.70E-3,-85.90E-3,-86.13E-3,-86.38E-3,0.000,9.563,16.06,17.19,17.81,18.21,18.47,18.66,18.80,18.91,18.99,19.05,19.10,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,28.75,28.61,28.40,28.17,27.92,27.64,27.34,27.03,26.70,26.35,25.98,25.60,-687.6E-15,-1.171E-6,-1.441E-6,-1.710E-6,-2.009E-6,-2.348E-6,-2.731E-6,-3.167E-6,-3.662E-6,-4.223E-6,-4.857E-6,-5.573E-6,-6.380E-6,0.000,3.133E-6,3.776E-6,4.373E-6,5.011E-6,5.702E-6,6.453E-6,7.271E-6,8.158E-6,9.119E-6,10.16E-6,11.27E-6,12.46E-6,27.89E-6,3.520E-6,2.567E-6,2.826E-6,3.178E-6,3.600E-6,4.087E-6,4.642E-6,5.265E-6,5.963E-6,6.739E-6,7.599E-6,8.548E-6,0.000,33.66E-6,41.24E-6,48.57E-6,56.60E-6,65.54E-6,75.50E-6,86.61E-6,98.98E-6,112.7E-6,128.0E-6,144.8E-6,163.3E-6,835.4E-18,827.4E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,827.2E-18,0.000,3.844E9,4.742E9,5.613E9,6.589E9,7.688E9,8.917E9,10.28E9,11.80E9,13.49E9,15.35E9,17.41E9,19.67E9,731.3E-18,435.9E-18,424.9E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,731.3E-18,766.8E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,767.7E-18,835.4E-18,773.9E-18,736.0E-18,704.1E-18,676.7E-18,652.7E-18,631.7E-18,613.0E-18,596.3E-18,581.3E-18,567.7E-18,555.3E-18,544.0E-18
400.0E-3,0.000,326.2E-3,609.0E-3,668.9E-3,707.2E-3,736.8E-3,761.8E-3,784.6E-3,806.3E-3,827.7E-3,849.1E-3,870.7E-3,892.9E-3,-86.05E-3,-86.21E-3,-86.46E-3,-86.76E-3,-87.08E-3,-87.45E-3,-87.85E-3,-88.29E-3,-88.78E-3,-89.31E-3,-89.88E-3,-90.50E-3,-91.17E-3,0.000,8.390,15.55,16.83,17.51,17.94,18.23,18.43,18.58,18.70,18.79,18.86,18.92,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,25.72,25.54,25.16,24.76,24.35,23.93,23.49,23.05,22.59,22.13,21.66,21.19,-560.4E-15,-4.609E-6,-5.623E-6,-6.572E-6,-7.598E-6,-8.726E-6,-9.971E-6,-11.35E-6,-12.87E-6,-14.54E-6,-16.38E-6,-18.40E-6,-20.61E-6,0.000,10.96E-6,13.05E-6,14.77E-6,16.52E-6,18.33E-6,20.22E-6,22.18E-6,24.22E-6,26.32E-6,28.49E-6,30.71E-6,32.97E-6,102.6E-6,14.13E-6,9.234E-6,9.825E-6,10.74E-6,11.84E-6,13.09E-6,14.46E-6,15.96E-6,17.57E-6,19.30E-6,21.14E-6,23.09E-6,0.000,118.5E-6,143.6E-6,165.4E-6,188.2E-6,212.5E-6,238.6E-6,266.6E-6,296.6E-6,328.6E-6,362.6E-6,398.7E-6,436.8E-6,860.0E-18,847.3E-18,846.4E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,846.3E-18,0.000,10.85E9,13.40E9,15.48E9,17.71E9,20.12E9,22.73E9,25.52E9,28.50E9,31.67E9,35.04E9,38.61E9,42.36E9,1.003E-15,468.6E-18,427.8E-18,421.9E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,1.003E-15,1.114E-15,1.119E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,1.118E-15,860.0E-18,788.5E-18,748.8E-18,716.8E-18,689.3E-18,665.4E-18,644.3E-18,625.6E-18,608.9E-18,593.9E-18,580.3E-18,568.0E-18,556.7E-18
