vsg ,M0:vdsat vsd 0 ,M0:vdsat vsd 0.1 ,M0:vdsat vsd 0.2 ,M0:vdsat vsd 0.3 ,M0:vdsat vsd 0.4 ,M0:vdsat vsd 0.5 ,M0:vdsat vsd 0.6 ,M0:vdsat vsd 0.7 ,M0:vdsat vsd 0.8 ,M0:vdsat vsd 0.9 ,M0:vdsat vsd 1 ,M0:vdsat vsd 1.1 ,M0:vdsat vsd 1.2 ,M0:vearly vsd 0  (V),M0:vearly vsd 0.1  (V),M0:vearly vsd 0.2  (V),M0:vearly vsd 0.3  (V),M0:vearly vsd 0.4  (V),M0:vearly vsd 0.5  (V),M0:vearly vsd 0.6  (V),M0:vearly vsd 0.7  (V),M0:vearly vsd 0.8  (V),M0:vearly vsd 0.9  (V),M0:vearly vsd 1  (V),M0:vearly vsd 1.1  (V),M0:vearly vsd 1.2  (V),M0:self_gain vsd 0 ,M0:self_gain vsd 0.1 ,M0:self_gain vsd 0.2 ,M0:self_gain vsd 0.3 ,M0:self_gain vsd 0.4 ,M0:self_gain vsd 0.5 ,M0:self_gain vsd 0.6 ,M0:self_gain vsd 0.7 ,M0:self_gain vsd 0.8 ,M0:self_gain vsd 0.9 ,M0:self_gain vsd 1 ,M0:self_gain vsd 1.1 ,M0:self_gain vsd 1.2 ,M0:region vsd 0 ,M0:region vsd 0.1 ,M0:region vsd 0.2 ,M0:region vsd 0.3 ,M0:region vsd 0.4 ,M0:region vsd 0.5 ,M0:region vsd 0.6 ,M0:region vsd 0.7 ,M0:region vsd 0.8 ,M0:region vsd 0.9 ,M0:region vsd 1 ,M0:region vsd 1.1 ,M0:region vsd 1.2 ,M0:id vsd 0 ,M0:id vsd 0.1 ,M0:id vsd 0.2 ,M0:id vsd 0.3 ,M0:id vsd 0.4 ,M0:id vsd 0.5 ,M0:id vsd 0.6 ,M0:id vsd 0.7 ,M0:id vsd 0.8 ,M0:id vsd 0.9 ,M0:id vsd 1 ,M0:id vsd 1.1 ,M0:id vsd 1.2 ,M0:gmoverid vsd 0 ,M0:gmoverid vsd 0.1 ,M0:gmoverid vsd 0.2 ,M0:gmoverid vsd 0.3 ,M0:gmoverid vsd 0.4 ,M0:gmoverid vsd 0.5 ,M0:gmoverid vsd 0.6 ,M0:gmoverid vsd 0.7 ,M0:gmoverid vsd 0.8 ,M0:gmoverid vsd 0.9 ,M0:gmoverid vsd 1 ,M0:gmoverid vsd 1.1 ,M0:gmoverid vsd 1.2 ,M0:gmbs vsd 0 ,M0:gmbs vsd 0.1 ,M0:gmbs vsd 0.2 ,M0:gmbs vsd 0.3 ,M0:gmbs vsd 0.4 ,M0:gmbs vsd 0.5 ,M0:gmbs vsd 0.6 ,M0:gmbs vsd 0.7 ,M0:gmbs vsd 0.8 ,M0:gmbs vsd 0.9 ,M0:gmbs vsd 1 ,M0:gmbs vsd 1.1 ,M0:gmbs vsd 1.2 ,M0:gm vsd 0 ,M0:gm vsd 0.1 ,M0:gm vsd 0.2 ,M0:gm vsd 0.3 ,M0:gm vsd 0.4 ,M0:gm vsd 0.5 ,M0:gm vsd 0.6 ,M0:gm vsd 0.7 ,M0:gm vsd 0.8 ,M0:gm vsd 0.9 ,M0:gm vsd 1 ,M0:gm vsd 1.1 ,M0:gm vsd 1.2 ,M0:gds vsd 0 ,M0:gds vsd 0.1 ,M0:gds vsd 0.2 ,M0:gds vsd 0.3 ,M0:gds vsd 0.4 ,M0:gds vsd 0.5 ,M0:gds vsd 0.6 ,M0:gds vsd 0.7 ,M0:gds vsd 0.8 ,M0:gds vsd 0.9 ,M0:gds vsd 1 ,M0:gds vsd 1.1 ,M0:gds vsd 1.2 ,M0:ft vsd 0 ,M0:ft vsd 0.1 ,M0:ft vsd 0.2 ,M0:ft vsd 0.3 ,M0:ft vsd 0.4 ,M0:ft vsd 0.5 ,M0:ft vsd 0.6 ,M0:ft vsd 0.7 ,M0:ft vsd 0.8 ,M0:ft vsd 0.9 ,M0:ft vsd 1 ,M0:ft vsd 1.1 ,M0:ft vsd 1.2 ,M0:cgs vsd 0 ,M0:cgs vsd 0.1 ,M0:cgs vsd 0.2 ,M0:cgs vsd 0.3 ,M0:cgs vsd 0.4 ,M0:cgs vsd 0.5 ,M0:cgs vsd 0.6 ,M0:cgs vsd 0.7 ,M0:cgs vsd 0.8 ,M0:cgs vsd 0.9 ,M0:cgs vsd 1 ,M0:cgs vsd 1.1 ,M0:cgs vsd 1.2 ,M0:csb vsd 0 ,M0:csb vsd 0.1 ,M0:csb vsd 0.2 ,M0:csb vsd 0.3 ,M0:csb vsd 0.4 ,M0:csb vsd 0.5 ,M0:csb vsd 0.6 ,M0:csb vsd 0.7 ,M0:csb vsd 0.8 ,M0:csb vsd 0.9 ,M0:csb vsd 1 ,M0:csb vsd 1.1 ,M0:csb vsd 1.2 ,M0:cgd vsd 0 ,M0:cgd vsd 0.1 ,M0:cgd vsd 0.2 ,M0:cgd vsd 0.3 ,M0:cgd vsd 0.4 ,M0:cgd vsd 0.5 ,M0:cgd vsd 0.6 ,M0:cgd vsd 0.7 ,M0:cgd vsd 0.8 ,M0:cgd vsd 0.9 ,M0:cgd vsd 1 ,M0:cgd vsd 1.1 ,M0:cgd vsd 1.2 ,M0:cdb vsd 0 ,M0:cdb vsd 0.1 ,M0:cdb vsd 0.2 ,M0:cdb vsd 0.3 ,M0:cdb vsd 0.4 ,M0:cdb vsd 0.5 ,M0:cdb vsd 0.6 ,M0:cdb vsd 0.7 ,M0:cdb vsd 0.8 ,M0:cdb vsd 0.9 ,M0:cdb vsd 1 ,M0:cdb vsd 1.1 ,M0:cdb vsd 1.2 
0.000,-79.77E-3,-80.01E-3,-80.41E-3,-80.85E-3,-81.30E-3,-81.74E-3,-82.18E-3,-82.62E-3,-83.06E-3,-83.50E-3,-83.94E-3,-84.37E-3,-84.81E-3,0.000,180.0E-3,235.2E-3,242.6E-3,249.2E-3,255.0E-3,260.2E-3,265.1E-3,269.8E-3,274.4E-3,278.8E-3,283.3E-3,287.7E-3,0.000,4.694,6.093,6.240,6.365,6.466,6.552,6.627,6.696,6.761,6.824,6.883,6.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1.029E-12,-420.3E-12,-661.4E-12,-1.006E-9,-1.511E-9,-2.247E-9,-3.313E-9,-4.848E-9,-7.044E-9,-10.17E-9,-14.60E-9,-20.85E-9,-29.64E-9,0.000,26.08,25.91,25.72,25.54,25.36,25.17,25.00,24.82,24.64,24.47,24.30,24.13,0.000,736.8E-12,1.122E-9,1.650E-9,2.398E-9,3.448E-9,4.914E-9,6.948E-9,9.750E-9,13.59E-9,18.81E-9,25.87E-9,35.36E-9,0.000,10.91E-9,17.03E-9,25.70E-9,38.32E-9,56.56E-9,82.78E-9,120.3E-9,173.6E-9,248.9E-9,354.8E-9,502.9E-9,708.9E-9,7.156E-9,2.323E-9,2.796E-9,4.119E-9,6.020E-9,8.747E-9,12.64E-9,18.15E-9,25.92E-9,36.81E-9,52.00E-9,73.05E-9,102.1E-9,0.000,1.866E6,2.947E6,4.486E6,6.735E6,9.996E6,14.70E6,21.43E6,31.02E6,44.61E6,63.73E6,90.52E6,127.8E6,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,355.3E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
50.00E-3,-79.89E-3,-80.12E-3,-80.53E-3,-80.97E-3,-81.41E-3,-81.85E-3,-82.29E-3,-82.74E-3,-83.18E-3,-83.62E-3,-84.06E-3,-84.49E-3,-84.93E-3,0.000,182.4E-3,240.4E-3,248.2E-3,255.1E-3,261.2E-3,266.5E-3,271.6E-3,276.4E-3,281.1E-3,285.8E-3,290.4E-3,295.0E-3,0.000,4.775,6.251,6.407,6.538,6.643,6.731,6.809,6.880,6.947,7.011,7.073,7.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1.028E-12,-1.546E-9,-2.411E-9,-3.631E-9,-5.403E-9,-7.959E-9,-11.63E-9,-16.86E-9,-24.28E-9,-34.76E-9,-49.46E-9,-69.99E-9,-98.52E-9,0.000,26.18,26.00,25.81,25.63,25.44,25.25,25.07,24.89,24.71,24.53,24.36,24.18,0.000,2.636E-9,3.978E-9,5.800E-9,8.349E-9,11.89E-9,16.80E-9,23.53E-9,32.72E-9,45.19E-9,62.00E-9,84.50E-9,114.4E-9,0.000,40.42E-9,62.59E-9,93.56E-9,138.2E-9,202.0E-9,293.0E-9,421.8E-9,603.2E-9,857.3E-9,1.211E-6,1.701E-6,2.377E-6,26.56E-9,8.466E-9,10.01E-9,14.60E-9,21.13E-9,30.41E-9,43.53E-9,61.95E-9,87.67E-9,123.4E-9,172.7E-9,240.5E-9,333.2E-9,0.000,6.864E6,10.75E6,16.23E6,24.15E6,35.54E6,51.79E6,74.87E6,107.4E6,153.1E6,216.8E6,305.3E6,427.3E6,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,356.1E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
100.0E-3,-80.00E-3,-80.23E-3,-80.64E-3,-81.08E-3,-81.52E-3,-81.97E-3,-82.41E-3,-82.85E-3,-83.30E-3,-83.74E-3,-84.19E-3,-84.64E-3,-85.09E-3,0.000,184.9E-3,246.0E-3,254.2E-3,261.5E-3,267.7E-3,273.3E-3,278.6E-3,283.6E-3,288.6E-3,293.5E-3,298.4E-3,303.4E-3,0.000,4.856,6.416,6.582,6.719,6.829,6.920,7.000,7.074,7.143,7.208,7.271,7.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,-1.021E-12,-5.731E-9,-8.856E-9,-13.21E-9,-19.47E-9,-28.40E-9,-41.11E-9,-59.06E-9,-84.29E-9,-119.6E-9,-168.6E-9,-236.3E-9,-329.5E-9,0.000,26.26,26.08,25.89,25.70,25.51,25.32,25.13,24.94,24.75,24.56,24.36,24.16,0.000,9.513E-9,14.23E-9,20.55E-9,29.30E-9,41.35E-9,57.83E-9,80.25E-9,110.5E-9,151.2E-9,205.4E-9,277.1E-9,371.5E-9,0.000,150.4E-9,230.9E-9,341.8E-9,500.0E-9,724.1E-9,1.040E-6,1.483E-6,2.101E-6,2.957E-6,4.138E-6,5.755E-6,7.957E-6,99.01E-9,30.98E-9,35.99E-9,51.93E-9,74.41E-9,106.0E-9,150.3E-9,211.9E-9,297.0E-9,414.1E-9,574.0E-9,791.5E-9,1.085E-6,0.000,25.37E6,39.38E6,58.92E6,86.94E6,126.8E6,183.2E6,262.4E6,373.0E6,526.7E6,738.8E6,1.030E9,1.427E9,421.8E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,806.4E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
150.0E-3,-80.11E-3,-80.34E-3,-80.75E-3,-81.19E-3,-81.64E-3,-82.09E-3,-82.54E-3,-82.99E-3,-83.45E-3,-83.91E-3,-84.37E-3,-84.85E-3,-85.33E-3,0.000,187.6E-3,251.9E-3,260.7E-3,268.3E-3,274.9E-3,280.8E-3,286.4E-3,291.9E-3,297.4E-3,302.9E-3,308.6E-3,314.6E-3,0.000,4.939,6.588,6.766,6.909,7.023,7.117,7.200,7.276,7.346,7.413,7.476,7.537,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-1.006E-12,-21.34E-9,-32.68E-9,-48.26E-9,-70.43E-9,-101.8E-9,-145.8E-9,-207.5E-9,-293.2E-9,-411.7E-9,-574.5E-9,-796.8E-9,-1.098E-6,0.000,26.33,26.15,25.95,25.75,25.55,25.34,25.14,24.92,24.70,24.47,24.23,23.96,0.000,34.59E-9,51.28E-9,73.32E-9,103.5E-9,144.6E-9,200.1E-9,274.8E-9,374.4E-9,506.3E-9,679.4E-9,904.8E-9,1.195E-6,0.000,561.8E-9,854.4E-9,1.252E-6,1.813E-6,2.599E-6,3.696E-6,5.215E-6,7.307E-6,10.17E-6,14.06E-6,19.30E-6,26.31E-6,370.5E-9,113.8E-9,129.7E-9,185.1E-9,262.4E-9,370.1E-9,519.2E-9,724.2E-9,1.004E-6,1.384E-6,1.896E-6,2.581E-6,3.491E-6,0.000,94.18E6,144.7E6,214.5E6,313.7E6,453.3E6,648.4E6,919.5E6,1.294E9,1.806E9,2.504E9,3.447E9,4.709E9,425.1E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,425.2E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,806.5E-18,425.1E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,806.5E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,532.3E-18
200.0E-3,-80.23E-3,-80.46E-3,-80.88E-3,-81.33E-3,-81.78E-3,-82.25E-3,-82.72E-3,-83.20E-3,-83.69E-3,-84.20E-3,-84.73E-3,-85.28E-3,-85.88E-3,0.000,190.3E-3,258.5E-3,268.0E-3,276.2E-3,283.4E-3,290.0E-3,296.4E-3,302.9E-3,309.7E-3,316.9E-3,324.7E-3,333.3E-3,0.000,5.019,6.767,6.958,7.107,7.225,7.322,7.407,7.483,7.554,7.620,7.682,7.740,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-980.8E-15,-79.69E-9,-120.9E-9,-176.7E-9,-255.2E-9,-364.8E-9,-517.0E-9,-727.1E-9,-1.015E-6,-1.407E-6,-1.936E-6,-2.645E-6,-3.584E-6,0.000,26.37,26.17,25.96,25.73,25.50,25.25,24.99,24.70,24.39,24.05,23.66,23.23,0.000,126.5E-9,185.7E-9,262.6E-9,366.4E-9,505.7E-9,691.1E-9,935.9E-9,1.256E-6,1.670E-6,2.199E-6,2.865E-6,3.692E-6,0.000,2.101E-6,3.164E-6,4.587E-6,6.566E-6,9.300E-6,13.05E-6,18.17E-6,25.08E-6,34.32E-6,46.56E-6,62.57E-6,83.25E-6,1.390E-6,418.7E-9,467.6E-9,659.3E-9,923.8E-9,1.287E-6,1.783E-6,2.453E-6,3.351E-6,4.543E-6,6.110E-6,8.145E-6,10.76E-6,0.000,350.2E6,532.1E6,780.0E6,1.128E9,1.612E9,2.279E9,3.190E9,4.422E9,6.075E9,8.267E9,11.14E9,14.85E9,429.3E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,429.4E-18,806.7E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,806.6E-18,429.3E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,806.7E-18,761.8E-18,724.4E-18,692.5E-18,665.0E-18,641.1E-18,620.0E-18,601.3E-18,584.6E-18,569.6E-18,556.0E-18,543.7E-18,532.4E-18
250.0E-3,-80.37E-3,-80.62E-3,-81.05E-3,-81.53E-3,-82.02E-3,-82.54E-3,-83.07E-3,-83.64E-3,-84.25E-3,-84.91E-3,-85.63E-3,-86.43E-3,-87.33E-3,0.000,193.4E-3,266.5E-3,277.3E-3,286.8E-3,295.4E-3,303.8E-3,312.5E-3,321.7E-3,331.9E-3,343.3E-3,356.0E-3,370.3E-3,0.000,5.087,6.949,7.154,7.310,7.431,7.529,7.612,7.686,7.753,7.814,7.870,7.921,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-943.0E-15,-297.6E-9,-446.7E-9,-645.2E-9,-919.6E-9,-1.297E-6,-1.810E-6,-2.505E-6,-3.433E-6,-4.663E-6,-6.270E-6,-8.347E-6,-10.99E-6,0.000,26.30,26.07,25.79,25.49,25.15,24.78,24.36,23.89,23.36,22.76,22.11,21.39,0.000,462.2E-9,670.4E-9,934.5E-9,1.283E-6,1.739E-6,2.329E-6,3.082E-6,4.026E-6,5.191E-6,6.600E-6,8.267E-6,10.20E-6,0.000,7.827E-6,11.65E-6,16.64E-6,23.44E-6,32.61E-6,44.86E-6,61.01E-6,82.02E-6,108.9E-6,142.7E-6,184.5E-6,235.2E-6,5.206E-6,1.539E-6,1.676E-6,2.326E-6,3.207E-6,4.389E-6,5.959E-6,8.015E-6,10.67E-6,14.05E-6,18.27E-6,23.45E-6,29.69E-6,0.000,1.287E9,1.928E9,2.784E9,3.965E9,5.571E9,7.723E9,10.57E9,14.28E9,19.03E9,25.03E9,32.45E9,41.45E9,441.7E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,442.6E-18,807.8E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,807.4E-18,441.7E-18,424.8E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,807.8E-18,762.2E-18,724.8E-18,692.9E-18,665.4E-18,641.5E-18,620.4E-18,601.7E-18,585.0E-18,570.0E-18,556.4E-18,544.1E-18,532.8E-18
300.0E-3,-80.64E-3,-80.91E-3,-81.41E-3,-81.98E-3,-82.60E-3,-83.27E-3,-84.01E-3,-84.85E-3,-85.78E-3,-86.84E-3,-88.05E-3,-89.41E-3,-90.94E-3,0.000,197.0E-3,278.6E-3,292.4E-3,305.1E-3,317.5E-3,330.4E-3,344.3E-3,359.6E-3,376.6E-3,395.3E-3,416.0E-3,438.7E-3,0.000,5.101,7.118,7.341,7.501,7.621,7.716,7.794,7.860,7.919,7.971,8.018,8.059,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-890.1E-15,-1.100E-6,-1.628E-6,-2.311E-6,-3.229E-6,-4.453E-6,-6.064E-6,-8.157E-6,-10.84E-6,-14.22E-6,-18.43E-6,-23.59E-6,-29.81E-6,0.000,25.89,25.55,25.10,24.59,24.01,23.35,22.64,21.86,21.03,20.16,19.27,18.37,0.000,1.655E-6,2.356E-6,3.204E-6,4.274E-6,5.604E-6,7.224E-6,9.158E-6,11.41E-6,13.98E-6,16.83E-6,19.93E-6,23.21E-6,0.000,28.48E-6,41.60E-6,58.00E-6,79.40E-6,106.9E-6,141.6E-6,184.7E-6,236.9E-6,299.1E-6,371.6E-6,454.5E-6,547.5E-6,19.19E-6,5.583E-6,5.845E-6,7.902E-6,10.59E-6,14.03E-6,18.36E-6,23.69E-6,30.14E-6,37.77E-6,46.62E-6,56.69E-6,67.94E-6,0.000,4.451E9,6.538E9,9.193E9,12.72E9,17.29E9,23.10E9,30.32E9,39.11E9,49.58E9,61.82E9,75.83E9,91.57E9,490.7E-18,496.7E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,496.8E-18,812.5E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,810.7E-18,490.7E-18,427.5E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,812.5E-18,764.2E-18,726.7E-18,694.8E-18,667.3E-18,643.4E-18,622.3E-18,603.6E-18,586.9E-18,571.9E-18,558.3E-18,546.0E-18,534.7E-18
350.0E-3,-81.33E-3,-81.69E-3,-82.39E-3,-83.25E-3,-84.22E-3,-85.33E-3,-86.59E-3,-88.03E-3,-89.65E-3,-91.46E-3,-93.47E-3,-95.68E-3,-98.08E-3,0.000,201.4E-3,301.9E-3,322.8E-3,342.3E-3,362.1E-3,382.8E-3,405.1E-3,429.1E-3,455.1E-3,483.1E-3,513.4E-3,545.8E-3,0.000,4.937,7.229,7.482,7.646,7.764,7.853,7.925,7.985,8.037,8.082,8.122,8.157,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,-818.0E-15,-3.900E-6,-5.647E-6,-7.775E-6,-10.50E-6,-13.95E-6,-18.25E-6,-23.53E-6,-29.90E-6,-37.50E-6,-46.41E-6,-56.72E-6,-68.51E-6,0.000,24.51,23.95,23.18,22.34,21.44,20.51,19.56,18.61,17.66,16.73,15.82,14.95,0.000,5.480E-6,7.545E-6,9.804E-6,12.43E-6,15.42E-6,18.77E-6,22.41E-6,26.29E-6,30.33E-6,34.43E-6,38.50E-6,42.45E-6,0.000,95.59E-6,135.2E-6,180.2E-6,234.6E-6,299.2E-6,374.4E-6,460.3E-6,556.5E-6,662.2E-6,776.3E-6,897.3E-6,1.024E-3,66.76E-6,19.36E-6,18.70E-6,24.09E-6,30.68E-6,38.53E-6,47.67E-6,58.08E-6,69.69E-6,82.40E-6,96.05E-6,110.5E-6,125.5E-6,0.000,13.28E9,18.90E9,25.35E9,33.29E9,42.85E9,54.07E9,66.91E9,81.31E9,97.16E9,114.3E9,132.5E9,151.5E9,602.5E-18,632.2E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,632.7E-18,822.9E-18,818.7E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,818.6E-18,602.5E-18,432.4E-18,424.8E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,822.9E-18,769.3E-18,731.6E-18,699.7E-18,672.2E-18,648.3E-18,627.2E-18,608.5E-18,591.8E-18,576.8E-18,563.2E-18,550.9E-18,539.6E-18
400.0E-3,-83.34E-3,-83.95E-3,-85.17E-3,-86.67E-3,-88.38E-3,-90.29E-3,-92.41E-3,-94.73E-3,-97.25E-3,-99.95E-3,-102.8E-3,-105.9E-3,-109.1E-3,0.000,203.3E-3,345.9E-3,379.6E-3,409.5E-3,439.3E-3,470.1E-3,502.5E-3,536.7E-3,573.0E-3,611.4E-3,651.8E-3,694.1E-3,0.000,4.364,7.202,7.533,7.717,7.841,7.931,8.002,8.060,8.108,8.150,8.185,8.215,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-719.8E-15,-12.39E-6,-17.38E-6,-22.89E-6,-29.49E-6,-37.33E-6,-46.51E-6,-57.13E-6,-69.25E-6,-82.92E-6,-98.17E-6,-115.0E-6,-133.4E-6,0.000,21.46,20.82,19.84,18.84,17.85,16.87,15.93,15.02,14.15,13.33,12.56,11.84,0.000,15.06E-6,19.90E-6,24.33E-6,28.97E-6,33.77E-6,38.65E-6,43.51E-6,48.24E-6,52.76E-6,56.98E-6,60.84E-6,64.28E-6,0.000,266.0E-6,361.9E-6,454.2E-6,555.7E-6,666.2E-6,784.7E-6,909.8E-6,1.040E-3,1.173E-3,1.309E-3,1.444E-3,1.579E-3,202.0E-6,60.95E-6,50.25E-6,60.30E-6,72.01E-6,84.96E-6,98.93E-6,113.7E-6,129.0E-6,144.7E-6,160.6E-6,176.5E-6,192.2E-6,0.000,32.49E9,44.86E9,56.56E9,69.66E9,84.21E9,99.98E9,116.7E9,134.1E9,151.9E9,170.0E9,188.1E9,206.1E9,717.2E-18,786.6E-18,789.7E-18,789.5E-18,789.4E-18,789.4E-18,789.4E-18,789.4E-18,789.4E-18,789.4E-18,789.4E-18,789.4E-18,789.4E-18,833.2E-18,827.3E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,826.8E-18,717.2E-18,451.0E-18,427.3E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,833.2E-18,776.1E-18,737.5E-18,705.6E-18,678.1E-18,654.2E-18,633.1E-18,614.4E-18,597.7E-18,582.7E-18,569.1E-18,556.7E-18,545.4E-18
