vsg ,M0:vearly vsd 0  (V),M0:vearly vsd 0.1  (V),M0:vearly vsd 0.2  (V),M0:vearly vsd 0.3  (V),M0:vearly vsd 0.4  (V),M0:vearly vsd 0.5  (V),M0:vearly vsd 0.6  (V),M0:vearly vsd 0.7  (V),M0:vearly vsd 0.8  (V),M0:vearly vsd 0.9  (V),M0:vearly vsd 1  (V),M0:vearly vsd 1.1  (V),M0:vearly vsd 1.2  (V),M0:self_gain vsd 0 ,M0:self_gain vsd 0.1 ,M0:self_gain vsd 0.2 ,M0:self_gain vsd 0.3 ,M0:self_gain vsd 0.4 ,M0:self_gain vsd 0.5 ,M0:self_gain vsd 0.6 ,M0:self_gain vsd 0.7 ,M0:self_gain vsd 0.8 ,M0:self_gain vsd 0.9 ,M0:self_gain vsd 1 ,M0:self_gain vsd 1.1 ,M0:self_gain vsd 1.2 ,M0:vdsat vsd 0 ,M0:vdsat vsd 0.1 ,M0:vdsat vsd 0.2 ,M0:vdsat vsd 0.3 ,M0:vdsat vsd 0.4 ,M0:vdsat vsd 0.5 ,M0:vdsat vsd 0.6 ,M0:vdsat vsd 0.7 ,M0:vdsat vsd 0.8 ,M0:vdsat vsd 0.9 ,M0:vdsat vsd 1 ,M0:vdsat vsd 1.1 ,M0:vdsat vsd 1.2 ,M0:region vsd 0 ,M0:region vsd 0.1 ,M0:region vsd 0.2 ,M0:region vsd 0.3 ,M0:region vsd 0.4 ,M0:region vsd 0.5 ,M0:region vsd 0.6 ,M0:region vsd 0.7 ,M0:region vsd 0.8 ,M0:region vsd 0.9 ,M0:region vsd 1 ,M0:region vsd 1.1 ,M0:region vsd 1.2 ,M0:id vsd 0 ,M0:id vsd 0.1 ,M0:id vsd 0.2 ,M0:id vsd 0.3 ,M0:id vsd 0.4 ,M0:id vsd 0.5 ,M0:id vsd 0.6 ,M0:id vsd 0.7 ,M0:id vsd 0.8 ,M0:id vsd 0.9 ,M0:id vsd 1 ,M0:id vsd 1.1 ,M0:id vsd 1.2 ,M0:gmoverid vsd 0 ,M0:gmoverid vsd 0.1 ,M0:gmoverid vsd 0.2 ,M0:gmoverid vsd 0.3 ,M0:gmoverid vsd 0.4 ,M0:gmoverid vsd 0.5 ,M0:gmoverid vsd 0.6 ,M0:gmoverid vsd 0.7 ,M0:gmoverid vsd 0.8 ,M0:gmoverid vsd 0.9 ,M0:gmoverid vsd 1 ,M0:gmoverid vsd 1.1 ,M0:gmoverid vsd 1.2 ,M0:gm vsd 0 ,M0:gm vsd 0.1 ,M0:gm vsd 0.2 ,M0:gm vsd 0.3 ,M0:gm vsd 0.4 ,M0:gm vsd 0.5 ,M0:gm vsd 0.6 ,M0:gm vsd 0.7 ,M0:gm vsd 0.8 ,M0:gm vsd 0.9 ,M0:gm vsd 1 ,M0:gm vsd 1.1 ,M0:gm vsd 1.2 ,M0:gmbs vsd 0 ,M0:gmbs vsd 0.1 ,M0:gmbs vsd 0.2 ,M0:gmbs vsd 0.3 ,M0:gmbs vsd 0.4 ,M0:gmbs vsd 0.5 ,M0:gmbs vsd 0.6 ,M0:gmbs vsd 0.7 ,M0:gmbs vsd 0.8 ,M0:gmbs vsd 0.9 ,M0:gmbs vsd 1 ,M0:gmbs vsd 1.1 ,M0:gmbs vsd 1.2 ,M0:gds vsd 0 ,M0:gds vsd 0.1 ,M0:gds vsd 0.2 ,M0:gds vsd 0.3 ,M0:gds vsd 0.4 ,M0:gds vsd 0.5 ,M0:gds vsd 0.6 ,M0:gds vsd 0.7 ,M0:gds vsd 0.8 ,M0:gds vsd 0.9 ,M0:gds vsd 1 ,M0:gds vsd 1.1 ,M0:gds vsd 1.2 ,M0:ft vsd 0 ,M0:ft vsd 0.1 ,M0:ft vsd 0.2 ,M0:ft vsd 0.3 ,M0:ft vsd 0.4 ,M0:ft vsd 0.5 ,M0:ft vsd 0.6 ,M0:ft vsd 0.7 ,M0:ft vsd 0.8 ,M0:ft vsd 0.9 ,M0:ft vsd 1 ,M0:ft vsd 1.1 ,M0:ft vsd 1.2 ,M0:cdb vsd 0 ,M0:cdb vsd 0.1 ,M0:cdb vsd 0.2 ,M0:cdb vsd 0.3 ,M0:cdb vsd 0.4 ,M0:cdb vsd 0.5 ,M0:cdb vsd 0.6 ,M0:cdb vsd 0.7 ,M0:cdb vsd 0.8 ,M0:cdb vsd 0.9 ,M0:cdb vsd 1 ,M0:cdb vsd 1.1 ,M0:cdb vsd 1.2 ,M0:csb vsd 0 ,M0:csb vsd 0.1 ,M0:csb vsd 0.2 ,M0:csb vsd 0.3 ,M0:csb vsd 0.4 ,M0:csb vsd 0.5 ,M0:csb vsd 0.6 ,M0:csb vsd 0.7 ,M0:csb vsd 0.8 ,M0:csb vsd 0.9 ,M0:csb vsd 1 ,M0:csb vsd 1.1 ,M0:csb vsd 1.2 ,M0:cgs vsd 0 ,M0:cgs vsd 0.1 ,M0:cgs vsd 0.2 ,M0:cgs vsd 0.3 ,M0:cgs vsd 0.4 ,M0:cgs vsd 0.5 ,M0:cgs vsd 0.6 ,M0:cgs vsd 0.7 ,M0:cgs vsd 0.8 ,M0:cgs vsd 0.9 ,M0:cgs vsd 1 ,M0:cgs vsd 1.1 ,M0:cgs vsd 1.2 ,M0:cgd vsd 0 ,M0:cgd vsd 0.1 ,M0:cgd vsd 0.2 ,M0:cgd vsd 0.3 ,M0:cgd vsd 0.4 ,M0:cgd vsd 0.5 ,M0:cgd vsd 0.6 ,M0:cgd vsd 0.7 ,M0:cgd vsd 0.8 ,M0:cgd vsd 0.9 ,M0:cgd vsd 1 ,M0:cgd vsd 1.1 ,M0:cgd vsd 1.2 
0.000,0.000,182.2E-3,238.4E-3,245.9E-3,252.7E-3,258.6E-3,263.9E-3,268.9E-3,273.6E-3,278.2E-3,282.8E-3,287.3E-3,291.7E-3,0.000,4.727,6.143,6.294,6.422,6.526,6.612,6.689,6.760,6.826,6.890,6.951,7.010,-79.40E-3,-79.64E-3,-80.04E-3,-80.48E-3,-80.92E-3,-81.37E-3,-81.81E-3,-82.25E-3,-82.69E-3,-83.13E-3,-83.56E-3,-84.00E-3,-84.44E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-373.2E-15,-505.7E-12,-790.9E-12,-1.196E-9,-1.787E-9,-2.643E-9,-3.875E-9,-5.641E-9,-8.156E-9,-11.72E-9,-16.74E-9,-23.79E-9,-33.66E-9,0.000,25.94,25.77,25.59,25.41,25.23,25.05,24.88,24.71,24.53,24.37,24.20,24.03,0.000,13.09E-9,20.33E-9,30.50E-9,45.22E-9,66.39E-9,96.66E-9,139.7E-9,200.6E-9,286.2E-9,406.0E-9,572.6E-9,803.3E-9,0.000,1.012E-9,1.533E-9,2.245E-9,3.246E-9,4.645E-9,6.590E-9,9.277E-9,12.97E-9,18.00E-9,24.83E-9,34.04E-9,46.37E-9,8.685E-9,2.769E-9,3.309E-9,4.846E-9,7.042E-9,10.17E-9,14.62E-9,20.88E-9,29.67E-9,41.93E-9,58.92E-9,82.38E-9,114.6E-9,0.000,2.225E6,3.493E6,5.287E6,7.894E6,11.65E6,17.04E6,24.72E6,35.60E6,50.94E6,72.42E6,102.4E6,143.8E6,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18,355.3E-18
50.00E-3,0.000,184.7E-3,243.6E-3,251.6E-3,258.7E-3,264.8E-3,270.3E-3,275.4E-3,280.3E-3,285.1E-3,289.8E-3,294.5E-3,299.1E-3,0.000,4.811,6.306,6.467,6.601,6.708,6.798,6.877,6.950,7.018,7.083,7.146,7.206,-79.52E-3,-79.75E-3,-80.16E-3,-80.60E-3,-81.04E-3,-81.48E-3,-81.93E-3,-82.37E-3,-82.81E-3,-83.25E-3,-83.69E-3,-84.13E-3,-84.57E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-372.5E-15,-1.852E-9,-2.872E-9,-4.301E-9,-6.364E-9,-9.326E-9,-13.55E-9,-19.55E-9,-28.02E-9,-39.92E-9,-56.53E-9,-79.61E-9,-111.5E-9,0.000,26.06,25.88,25.70,25.52,25.33,25.15,24.97,24.79,24.62,24.44,24.27,24.09,0.000,48.24E-9,74.28E-9,110.4E-9,162.2E-9,236.0E-9,340.4E-9,487.6E-9,693.9E-9,981.4E-9,1.380E-6,1.929E-6,2.682E-6,0.000,3.568E-9,5.360E-9,7.777E-9,11.14E-9,15.81E-9,22.23E-9,31.01E-9,42.97E-9,59.12E-9,80.84E-9,109.8E-9,148.3E-9,32.02E-9,10.03E-9,11.78E-9,17.08E-9,24.58E-9,35.18E-9,50.08E-9,70.91E-9,99.85E-9,139.8E-9,194.8E-9,269.9E-9,372.2E-9,0.000,8.141E6,12.68E6,19.03E6,28.18E6,41.24E6,59.80E6,86.00E6,122.8E6,174.2E6,245.5E6,343.9E6,479.1E6,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18,356.1E-18
100.0E-3,0.000,187.2E-3,249.2E-3,257.7E-3,265.1E-3,271.4E-3,277.1E-3,282.5E-3,287.6E-3,292.7E-3,297.7E-3,302.7E-3,307.8E-3,0.000,4.896,6.476,6.648,6.788,6.899,6.992,7.074,7.149,7.219,7.286,7.350,7.411,-79.63E-3,-79.87E-3,-80.27E-3,-80.71E-3,-81.16E-3,-81.60E-3,-82.05E-3,-82.49E-3,-82.94E-3,-83.38E-3,-83.83E-3,-84.28E-3,-84.73E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,-365.8E-15,-6.831E-9,-10.50E-9,-15.57E-9,-22.83E-9,-33.14E-9,-47.72E-9,-68.22E-9,-96.88E-9,-136.7E-9,-191.9E-9,-267.7E-9,-371.5E-9,0.000,26.16,25.98,25.80,25.61,25.42,25.23,25.04,24.85,24.67,24.47,24.28,24.08,0.000,178.7E-9,272.7E-9,401.6E-9,584.4E-9,842.1E-9,1.203E-6,1.708E-6,2.407E-6,3.372E-6,4.695E-6,6.498E-6,8.942E-6,0.000,12.71E-9,18.93E-9,27.21E-9,38.64E-9,54.29E-9,75.63E-9,104.5E-9,143.5E-9,195.6E-9,264.8E-9,356.1E-9,475.9E-9,118.7E-9,36.49E-9,42.11E-9,60.41E-9,86.10E-9,122.1E-9,172.1E-9,241.4E-9,336.7E-9,467.1E-9,644.3E-9,884.1E-9,1.207E-6,0.000,29.96E6,46.24E6,68.82E6,101.0E6,146.6E6,210.7E6,300.3E6,424.8E6,596.9E6,833.3E6,1.156E9,1.594E9,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,421.9E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18,356.9E-18
150.0E-3,0.000,189.8E-3,255.3E-3,264.3E-3,272.1E-3,278.8E-3,284.8E-3,290.6E-3,296.2E-3,301.8E-3,307.5E-3,313.4E-3,319.5E-3,0.000,4.982,6.654,6.837,6.983,7.099,7.195,7.280,7.356,7.428,7.496,7.561,7.622,-79.75E-3,-79.98E-3,-80.39E-3,-80.83E-3,-81.28E-3,-81.73E-3,-82.18E-3,-82.64E-3,-83.09E-3,-83.55E-3,-84.02E-3,-84.50E-3,-84.99E-3,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-350.6E-15,-25.32E-9,-38.56E-9,-56.66E-9,-82.25E-9,-118.3E-9,-168.6E-9,-238.7E-9,-335.6E-9,-469.0E-9,-651.2E-9,-898.8E-9,-1.233E-6,0.000,26.24,26.06,25.87,25.67,25.47,25.26,25.05,24.84,24.62,24.38,24.13,23.85,0.000,664.4E-9,1.005E-6,1.465E-6,2.111E-6,3.011E-6,4.259E-6,5.979E-6,8.336E-6,11.54E-6,15.87E-6,21.68E-6,29.41E-6,0.000,45.70E-9,67.44E-9,96.01E-9,135.0E-9,187.7E-9,258.8E-9,354.0E-9,480.5E-9,647.4E-9,865.8E-9,1.149E-6,1.513E-6,442.0E-9,133.4E-9,151.1E-9,214.3E-9,302.3E-9,424.1E-9,591.9E-9,821.4E-9,1.133E-6,1.554E-6,2.118E-6,2.868E-6,3.858E-6,0.000,110.8E6,169.3E6,249.7E6,363.2E6,522.1E6,743.1E6,1.048E9,1.468E9,2.039E9,2.812E9,3.850E9,5.233E9,860.8E-18,806.4E-18,761.7E-18,724.3E-18,692.4E-18,664.9E-18,641.0E-18,619.9E-18,601.2E-18,584.5E-18,569.5E-18,555.9E-18,543.6E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,860.8E-18,425.3E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.4E-18,425.3E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18,357.7E-18
200.0E-3,0.000,192.7E-3,262.0E-3,271.8E-3,280.2E-3,287.6E-3,294.4E-3,301.1E-3,307.8E-3,314.9E-3,322.4E-3,330.6E-3,339.6E-3,0.000,5.065,6.838,7.034,7.187,7.307,7.406,7.492,7.570,7.641,7.708,7.771,7.829,-79.87E-3,-80.11E-3,-80.52E-3,-80.97E-3,-81.43E-3,-81.90E-3,-82.37E-3,-82.86E-3,-83.35E-3,-83.87E-3,-84.41E-3,-84.98E-3,-85.59E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-325.1E-15,-94.17E-9,-142.1E-9,-206.6E-9,-296.8E-9,-422.1E-9,-595.2E-9,-832.8E-9,-1.157E-6,-1.595E-6,-2.183E-6,-2.965E-6,-3.997E-6,0.000,26.29,26.09,25.88,25.65,25.41,25.16,24.89,24.59,24.27,23.91,23.50,23.05,0.000,2.475E-6,3.708E-6,5.347E-6,7.612E-6,10.73E-6,14.97E-6,20.72E-6,28.44E-6,38.70E-6,52.19E-6,69.70E-6,92.13E-6,0.000,165.3E-9,241.6E-9,340.2E-9,472.6E-9,649.4E-9,883.7E-9,1.192E-6,1.592E-6,2.108E-6,2.763E-6,3.584E-6,4.597E-6,1.651E-6,488.8E-9,542.3E-9,760.1E-9,1.059E-6,1.468E-6,2.022E-6,2.766E-6,3.758E-6,5.065E-6,6.770E-6,8.969E-6,11.77E-6,0.000,410.1E6,619.8E6,903.7E6,1.300E9,1.848E9,2.598E9,3.616E9,4.985E9,6.808E9,9.208E9,12.33E9,16.34E9,861.2E-18,806.6E-18,761.9E-18,724.4E-18,692.5E-18,665.1E-18,641.1E-18,620.1E-18,601.4E-18,584.7E-18,569.6E-18,556.1E-18,543.7E-18,861.2E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,861.0E-18,430.3E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.5E-18,430.3E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18,358.7E-18
250.0E-3,0.000,195.8E-3,270.4E-3,281.6E-3,291.4E-3,300.4E-3,309.3E-3,318.4E-3,328.2E-3,339.0E-3,351.0E-3,364.5E-3,379.6E-3,0.000,5.132,7.024,7.235,7.394,7.517,7.616,7.701,7.776,7.843,7.905,7.960,8.011,-80.03E-3,-80.28E-3,-80.71E-3,-81.19E-3,-81.70E-3,-82.22E-3,-82.76E-3,-83.35E-3,-83.97E-3,-84.65E-3,-85.40E-3,-86.23E-3,-87.16E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-287.3E-15,-350.2E-9,-522.9E-9,-751.0E-9,-1.065E-6,-1.492E-6,-2.072E-6,-2.850E-6,-3.883E-6,-5.241E-6,-7.003E-6,-9.262E-6,-12.12E-6,0.000,26.21,25.98,25.69,25.37,25.02,24.63,24.19,23.69,23.14,22.52,21.84,21.11,0.000,9.179E-6,13.58E-6,19.29E-6,27.01E-6,37.34E-6,51.03E-6,68.93E-6,91.99E-6,121.2E-6,157.7E-6,202.3E-6,255.8E-6,0.000,597.6E-9,862.7E-9,1.197E-6,1.635E-6,2.204E-6,2.936E-6,3.862E-6,5.017E-6,6.429E-6,8.125E-6,10.12E-6,12.41E-6,6.156E-6,1.789E-6,1.934E-6,2.667E-6,3.653E-6,4.968E-6,6.700E-6,8.950E-6,11.83E-6,15.46E-6,19.95E-6,25.41E-6,31.93E-6,0.000,1.495E9,2.227E9,3.196E9,4.524E9,6.315E9,8.696E9,11.82E9,15.85E9,20.97E9,27.37E9,35.20E9,44.62E9,862.7E-18,807.2E-18,762.5E-18,725.0E-18,693.1E-18,665.7E-18,641.7E-18,620.7E-18,602.0E-18,585.3E-18,570.3E-18,556.7E-18,544.3E-18,862.7E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,862.1E-18,446.8E-18,448.1E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,448.2E-18,446.8E-18,424.9E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18,359.6E-18
300.0E-3,0.000,199.5E-3,283.5E-3,298.1E-3,311.5E-3,324.6E-3,338.3E-3,353.1E-3,369.3E-3,387.2E-3,406.9E-3,428.5E-3,452.1E-3,0.000,5.136,7.194,7.423,7.587,7.709,7.804,7.883,7.950,8.009,8.061,8.107,8.149,-80.32E-3,-80.60E-3,-81.11E-3,-81.69E-3,-82.33E-3,-83.03E-3,-83.81E-3,-84.68E-3,-85.65E-3,-86.76E-3,-88.01E-3,-89.42E-3,-91.00E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,-234.3E-15,-1.287E-6,-1.894E-6,-2.671E-6,-3.708E-6,-5.078E-6,-6.866E-6,-9.170E-6,-12.10E-6,-15.76E-6,-20.27E-6,-25.76E-6,-32.33E-6,0.000,25.74,25.38,24.90,24.36,23.75,23.07,22.33,21.53,20.69,19.81,18.92,18.03,0.000,33.12E-6,48.06E-6,66.50E-6,90.31E-6,120.6E-6,158.4E-6,204.7E-6,260.4E-6,326.0E-6,401.7E-6,487.4E-6,582.8E-6,0.000,2.110E-6,2.986E-6,4.034E-6,5.344E-6,6.956E-6,8.902E-6,11.20E-6,13.86E-6,16.85E-6,20.16E-6,23.73E-6,27.48E-6,22.53E-6,6.450E-6,6.681E-6,8.959E-6,11.90E-6,15.64E-6,20.30E-6,25.97E-6,32.76E-6,40.70E-6,49.83E-6,60.12E-6,71.52E-6,0.000,5.067E9,7.393E9,10.32E9,14.15E9,19.08E9,25.27E9,32.88E9,42.03E9,52.83E9,65.32E9,79.50E9,95.28E9,868.9E-18,809.8E-18,765.0E-18,727.5E-18,695.7E-18,668.2E-18,644.3E-18,623.2E-18,604.5E-18,587.8E-18,572.8E-18,559.2E-18,546.8E-18,868.9E-18,866.6E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,866.5E-18,507.8E-18,516.5E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,516.6E-18,507.8E-18,427.8E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18,360.7E-18
350.0E-3,0.000,204.1E-3,309.0E-3,331.3E-3,352.1E-3,373.0E-3,394.8E-3,418.1E-3,443.2E-3,470.2E-3,499.3E-3,530.5E-3,563.8E-3,0.000,4.937,7.296,7.559,7.728,7.848,7.939,8.011,8.072,8.125,8.171,8.211,8.246,-81.10E-3,-81.48E-3,-82.22E-3,-83.11E-3,-84.14E-3,-85.30E-3,-86.63E-3,-88.12E-3,-89.80E-3,-91.67E-3,-93.73E-3,-95.98E-3,-98.42E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,-162.0E-15,-4.512E-6,-6.486E-6,-8.861E-6,-11.87E-6,-15.65E-6,-20.30E-6,-25.97E-6,-32.76E-6,-40.78E-6,-50.12E-6,-60.87E-6,-73.07E-6,0.000,24.19,23.61,22.81,21.95,21.04,20.11,19.16,18.22,17.28,16.37,15.48,14.63,0.000,109.2E-6,153.1E-6,202.2E-6,260.6E-6,329.2E-6,408.3E-6,497.6E-6,596.7E-6,704.7E-6,820.3E-6,942.1E-6,1.069E-3,0.000,6.822E-6,9.325E-6,12.01E-6,15.10E-6,18.58E-6,22.43E-6,26.59E-6,30.99E-6,35.54E-6,40.14E-6,44.70E-6,49.11E-6,77.24E-6,22.11E-6,20.99E-6,26.74E-6,33.72E-6,41.95E-6,51.43E-6,62.11E-6,73.92E-6,86.73E-6,100.4E-6,114.7E-6,129.6E-6,0.000,14.76E9,20.84E9,27.68E9,35.99E9,45.88E9,57.35E9,70.35E9,84.79E9,100.5E9,117.4E9,135.2E9,153.7E9,880.4E-18,815.7E-18,770.6E-18,733.1E-18,701.3E-18,673.8E-18,649.9E-18,628.8E-18,610.1E-18,593.4E-18,578.4E-18,564.8E-18,552.4E-18,880.4E-18,875.4E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,875.3E-18,625.6E-18,662.4E-18,663.1E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,663.0E-18,625.6E-18,434.0E-18,424.8E-18,417.9E-18,408.1E-18,397.5E-18,388.4E-18,381.2E-18,375.6E-18,371.1E-18,367.4E-18,364.4E-18,361.8E-18
400.0E-3,0.000,205.0E-3,356.2E-3,392.1E-3,423.6E-3,454.8E-3,486.9E-3,520.4E-3,555.8E-3,593.1E-3,632.5E-3,673.8E-3,717.1E-3,0.000,4.299,7.250,7.601,7.792,7.921,8.014,8.086,8.145,8.195,8.237,8.273,8.304,-83.35E-3,-84.00E-3,-85.28E-3,-86.85E-3,-88.63E-3,-90.61E-3,-92.79E-3,-95.17E-3,-97.73E-3,-100.5E-3,-103.4E-3,-106.4E-3,-109.6E-3,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-62.96E-15,-14.04E-6,-19.56E-6,-25.54E-6,-32.63E-6,-40.97E-6,-50.67E-6,-61.80E-6,-74.42E-6,-88.56E-6,-104.3E-6,-121.5E-6,-140.3E-6,0.000,20.97,20.35,19.38,18.39,17.41,16.46,15.54,14.66,13.82,13.02,12.28,11.58,0.000,294.5E-6,398.1E-6,495.0E-6,600.2E-6,713.5E-6,834.0E-6,960.2E-6,1.091E-3,1.224E-3,1.358E-3,1.492E-3,1.624E-3,0.000,18.10E-6,23.77E-6,28.83E-6,34.06E-6,39.42E-6,44.84E-6,50.21E-6,55.42E-6,60.38E-6,65.02E-6,69.27E-6,73.08E-6,228.1E-6,68.51E-6,54.91E-6,65.13E-6,77.03E-6,90.09E-6,104.1E-6,118.7E-6,133.9E-6,149.3E-6,164.8E-6,180.3E-6,195.6E-6,0.000,35.19E9,48.43E9,60.50E9,73.84E9,88.51E9,104.3E9,120.8E9,137.9E9,155.4E9,172.9E9,190.5E9,207.9E9,890.3E-18,822.9E-18,776.6E-18,739.0E-18,707.2E-18,679.7E-18,655.7E-18,634.7E-18,616.0E-18,599.3E-18,584.3E-18,570.7E-18,558.3E-18,890.3E-18,884.0E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,883.3E-18,733.4E-18,808.8E-18,813.2E-18,812.9E-18,812.8E-18,812.8E-18,812.8E-18,812.8E-18,812.8E-18,812.8E-18,812.8E-18,812.8E-18,812.8E-18,733.4E-18,457.8E-18,427.5E-18,421.8E-18,413.3E-18,402.7E-18,392.7E-18,384.6E-18,378.2E-18,373.2E-18,369.2E-18,365.8E-18,363.1E-18
