vgs ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 
500.0E-3,127.6E-3,128.0E-3,129.3E-3,130.9E-3,132.5E-3,134.2E-3,136.0E-3,137.7E-3,139.5E-3,141.4E-3,143.2E-3,145.1E-3,147.0E-3,0.000,3.329,11.36,15.87,17.48,18.12,18.42,18.58,18.67,18.72,18.76,18.77,18.78,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,4.493E-12,34.13E-6,43.50E-6,48.80E-6,53.56E-6,58.36E-6,63.32E-6,68.49E-6,73.90E-6,79.56E-6,85.47E-6,91.64E-6,98.09E-6,0.000,15.24,15.96,15.82,15.49,15.11,14.73,14.35,13.98,13.62,13.27,12.93,12.60,0.000,45.46E-6,59.98E-6,66.14E-6,70.52E-6,74.39E-6,78.06E-6,81.62E-6,85.11E-6,88.55E-6,91.94E-6,95.28E-6,98.56E-6,0.000,520.2E-6,694.3E-6,772.0E-6,829.6E-6,882.0E-6,932.7E-6,983.0E-6,1.033E-3,1.084E-3,1.134E-3,1.185E-3,1.236E-3,638.4E-6,156.2E-6,61.11E-6,48.65E-6,47.46E-6,48.67E-6,50.64E-6,52.92E-6,55.35E-6,57.87E-6,60.46E-6,63.11E-6,65.81E-6,0.000,39.31E9,55.56E9,62.50E9,67.47E9,72.00E9,76.47E9,80.94E9,85.39E9,89.82E9,94.22E9,98.60E9,103.0E9,775.4E-18,734.8E-18,709.0E-18,690.2E-18,673.8E-18,659.1E-18,645.6E-18,633.3E-18,621.9E-18,611.3E-18,601.5E-18,592.4E-18,583.9E-18,775.4E-18,765.5E-18,762.7E-18,762.2E-18,762.0E-18,761.9E-18,761.9E-18,761.9E-18,761.9E-18,761.9E-18,761.9E-18,761.9E-18,761.9E-18,1.199E-15,1.470E-15,1.479E-15,1.470E-15,1.466E-15,1.464E-15,1.463E-15,1.463E-15,1.463E-15,1.462E-15,1.462E-15,1.462E-15,1.462E-15,1.199E-15,528.3E-18,393.6E-18,378.0E-18,372.4E-18,366.7E-18,359.2E-18,351.3E-18,344.4E-18,339.0E-18,334.8E-18,331.5E-18,328.8E-18
550.0E-3,144.4E-3,144.9E-3,146.5E-3,148.4E-3,150.3E-3,152.3E-3,154.3E-3,156.3E-3,158.3E-3,160.3E-3,162.4E-3,164.5E-3,166.5E-3,0.000,2.163,8.031,13.55,16.24,17.43,18.01,18.31,18.48,18.59,18.65,18.69,18.71,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,1.753E-12,66.02E-6,87.36E-6,97.80E-6,106.0E-6,113.7E-6,121.4E-6,129.2E-6,137.2E-6,145.5E-6,153.9E-6,162.7E-6,171.6E-6,0.000,11.38,12.14,12.19,12.00,11.75,11.48,11.21,10.95,10.68,10.43,10.18,9.939,0.000,66.14E-6,91.63E-6,101.9E-6,107.8E-6,112.4E-6,116.3E-6,119.9E-6,123.3E-6,126.5E-6,129.6E-6,132.6E-6,135.5E-6,0.000,751.5E-6,1.060E-3,1.192E-3,1.272E-3,1.336E-3,1.394E-3,1.449E-3,1.502E-3,1.554E-3,1.605E-3,1.656E-3,1.706E-3,1.092E-3,347.4E-6,132.0E-6,87.99E-6,78.33E-6,76.65E-6,77.43E-6,79.14E-6,81.27E-6,83.60E-6,86.05E-6,88.58E-6,91.19E-6,0.000,49.65E9,75.67E9,86.76E9,93.25E9,98.36E9,103.0E9,107.5E9,111.9E9,116.1E9,120.3E9,124.3E9,128.2E9,783.9E-18,746.5E-18,717.8E-18,697.8E-18,681.1E-18,666.2E-18,652.7E-18,640.3E-18,628.9E-18,618.3E-18,608.5E-18,599.4E-18,590.8E-18,783.9E-18,775.4E-18,771.2E-18,770.2E-18,769.9E-18,769.8E-18,769.7E-18,769.7E-18,769.7E-18,769.6E-18,769.6E-18,769.6E-18,769.6E-18,1.328E-15,1.646E-15,1.707E-15,1.698E-15,1.692E-15,1.688E-15,1.686E-15,1.685E-15,1.685E-15,1.684E-15,1.684E-15,1.684E-15,1.684E-15,1.328E-15,675.8E-18,423.8E-18,386.5E-18,376.8E-18,370.7E-18,363.6E-18,355.5E-18,347.9E-18,341.7E-18,336.9E-18,333.1E-18,330.1E-18
600.0E-3,163.6E-3,164.2E-3,166.0E-3,168.0E-3,170.1E-3,172.2E-3,174.4E-3,176.5E-3,178.6E-3,180.8E-3,182.9E-3,185.1E-3,187.3E-3,0.000,1.465,5.575,10.92,14.51,16.40,17.36,17.89,18.19,18.38,18.50,18.57,18.60,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-2.752E-12,108.4E-6,148.9E-6,167.6E-6,180.5E-6,191.7E-6,202.4E-6,213.0E-6,223.6E-6,234.4E-6,245.3E-6,256.5E-6,267.9E-6,0.000,8.629,9.367,9.518,9.439,9.283,9.101,8.910,8.719,8.529,8.343,8.162,7.985,0.000,83.27E-6,120.9E-6,136.3E-6,144.0E-6,149.1E-6,153.0E-6,156.3E-6,159.2E-6,161.9E-6,164.3E-6,166.6E-6,168.8E-6,0.000,935.5E-6,1.395E-3,1.595E-3,1.704E-3,1.779E-3,1.842E-3,1.897E-3,1.949E-3,1.999E-3,2.047E-3,2.093E-3,2.139E-3,1.624E-3,638.7E-6,250.2E-6,146.1E-6,117.4E-6,108.5E-6,106.1E-6,106.1E-6,107.2E-6,108.8E-6,110.7E-6,112.7E-6,115.0E-6,0.000,56.35E9,91.38E9,107.5E9,116.0E9,121.8E9,126.5E9,130.9E9,135.0E9,138.9E9,142.6E9,146.2E9,149.6E9,789.6E-18,755.5E-18,725.4E-18,704.3E-18,687.1E-18,672.0E-18,658.4E-18,645.9E-18,634.5E-18,623.9E-18,614.1E-18,604.9E-18,596.4E-18,789.6E-18,782.9E-18,777.8E-18,776.3E-18,775.8E-18,775.6E-18,775.5E-18,775.4E-18,775.4E-18,775.4E-18,775.4E-18,775.4E-18,775.4E-18,1.414E-15,1.739E-15,1.872E-15,1.871E-15,1.864E-15,1.860E-15,1.857E-15,1.855E-15,1.854E-15,1.853E-15,1.853E-15,1.852E-15,1.852E-15,1.414E-15,833.3E-18,473.1E-18,401.3E-18,383.2E-18,375.2E-18,368.3E-18,360.1E-18,351.9E-18,344.9E-18,339.3E-18,335.0E-18,331.6E-18
650.0E-3,184.2E-3,184.8E-3,186.7E-3,188.9E-3,191.0E-3,193.2E-3,195.4E-3,197.7E-3,199.9E-3,202.1E-3,204.4E-3,206.6E-3,208.9E-3,0.000,1.022,3.923,8.499,12.51,15.04,16.47,17.29,17.78,18.08,18.27,18.39,18.46,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-10.02E-12,158.2E-6,225.5E-6,256.1E-6,275.2E-6,290.6E-6,304.5E-6,317.8E-6,331.0E-6,344.2E-6,357.4E-6,370.7E-6,384.2E-6,0.000,6.622,7.348,7.558,7.552,7.462,7.341,7.208,7.070,6.932,6.795,6.661,6.529,0.000,94.48E-6,144.3E-6,165.2E-6,175.1E-6,180.8E-6,184.6E-6,187.4E-6,189.8E-6,191.7E-6,193.4E-6,194.9E-6,196.3E-6,0.000,1.048E-3,1.657E-3,1.936E-3,2.078E-3,2.168E-3,2.235E-3,2.291E-3,2.340E-3,2.386E-3,2.429E-3,2.469E-3,2.509E-3,2.191E-3,1.026E-3,422.4E-6,227.7E-6,166.1E-6,144.2E-6,135.7E-6,132.5E-6,131.7E-6,132.0E-6,132.9E-6,134.3E-6,135.9E-6,0.000,59.27E9,101.6E9,123.0E9,133.9E9,140.6E9,145.6E9,149.8E9,153.7E9,157.3E9,160.5E9,163.6E9,166.5E9,793.6E-18,762.2E-18,731.9E-18,709.8E-18,692.1E-18,676.7E-18,663.0E-18,650.5E-18,639.0E-18,628.4E-18,618.6E-18,609.4E-18,600.9E-18,793.6E-18,788.4E-18,783.1E-18,781.1E-18,780.4E-18,780.1E-18,779.9E-18,779.9E-18,779.8E-18,779.8E-18,779.8E-18,779.7E-18,779.7E-18,1.474E-15,1.781E-15,1.983E-15,2.002E-15,1.997E-15,1.992E-15,1.989E-15,1.986E-15,1.985E-15,1.984E-15,1.983E-15,1.983E-15,1.982E-15,1.474E-15,974.9E-18,539.5E-18,423.4E-18,392.4E-18,380.7E-18,373.1E-18,365.1E-18,356.4E-18,348.5E-18,342.2E-18,337.2E-18,333.4E-18
700.0E-3,205.7E-3,206.3E-3,208.3E-3,210.5E-3,212.8E-3,215.1E-3,217.4E-3,219.7E-3,222.0E-3,224.3E-3,226.6E-3,228.9E-3,231.3E-3,0.000,735.1E-3,2.806,6.502,10.47,13.45,15.35,16.51,17.22,17.67,17.96,18.15,18.27,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-21.62E-12,211.9E-6,312.9E-6,359.5E-6,386.8E-6,407.0E-6,424.4E-6,440.6E-6,456.1E-6,471.5E-6,486.7E-6,501.9E-6,517.2E-6,0.000,5.151,5.840,6.093,6.138,6.097,6.020,5.928,5.829,5.728,5.626,5.525,5.426,0.000,99.66E-6,159.9E-6,186.8E-6,199.1E-6,205.6E-6,209.4E-6,211.9E-6,213.7E-6,215.0E-6,216.0E-6,216.7E-6,217.2E-6,0.000,1.091E-3,1.827E-3,2.190E-3,2.374E-3,2.481E-3,2.555E-3,2.612E-3,2.659E-3,2.700E-3,2.738E-3,2.773E-3,2.807E-3,2.761E-3,1.484E-3,651.2E-6,336.9E-6,226.8E-6,184.5E-6,166.5E-6,158.2E-6,154.4E-6,152.8E-6,152.4E-6,152.8E-6,153.6E-6,0.000,59.13E9,106.5E9,133.0E9,146.6E9,154.5E9,159.9E9,164.1E9,167.7E9,171.0E9,174.0E9,176.7E9,179.1E9,796.6E-18,767.1E-18,737.4E-18,714.5E-18,696.3E-18,680.7E-18,666.9E-18,654.3E-18,642.8E-18,632.1E-18,622.3E-18,613.1E-18,604.5E-18,796.6E-18,792.4E-18,787.4E-18,785.0E-18,784.0E-18,783.6E-18,783.4E-18,783.3E-18,783.3E-18,783.2E-18,783.2E-18,783.2E-18,783.2E-18,1.516E-15,1.796E-15,2.051E-15,2.099E-15,2.100E-15,2.095E-15,2.091E-15,2.089E-15,2.087E-15,2.086E-15,2.085E-15,2.084E-15,2.083E-15,1.516E-15,1.092E-15,617.3E-18,453.3E-18,405.0E-18,387.4E-18,378.2E-18,370.2E-18,361.4E-18,352.8E-18,345.5E-18,339.8E-18,335.4E-18
750.0E-3,227.9E-3,228.7E-3,230.7E-3,233.0E-3,235.3E-3,237.7E-3,240.1E-3,242.5E-3,244.9E-3,247.3E-3,249.7E-3,252.1E-3,254.5E-3,0.000,545.1E-3,2.042,4.939,8.553,11.74,14.03,15.53,16.51,17.14,17.56,17.84,18.02,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-39.97E-12,266.2E-6,406.4E-6,473.3E-6,510.9E-6,537.0E-6,558.3E-6,577.4E-6,595.3E-6,612.6E-6,629.7E-6,646.5E-6,663.3E-6,0.000,4.062,4.694,4.974,5.058,5.053,5.009,4.947,4.877,4.802,4.726,4.649,4.574,0.000,99.94E-6,167.7E-6,200.4E-6,215.6E-6,223.1E-6,227.2E-6,229.5E-6,230.9E-6,231.6E-6,232.0E-6,232.1E-6,231.9E-6,0.000,1.081E-3,1.908E-3,2.354E-3,2.584E-3,2.714E-3,2.797E-3,2.856E-3,2.903E-3,2.942E-3,2.976E-3,3.006E-3,3.034E-3,3.311E-3,1.984E-3,934.0E-6,476.6E-6,302.1E-6,231.2E-6,199.4E-6,183.9E-6,175.9E-6,171.6E-6,169.4E-6,168.5E-6,168.3E-6,0.000,56.87E9,106.9E9,137.8E9,154.4E9,163.7E9,169.7E9,174.1E9,177.6E9,180.7E9,183.4E9,185.8E9,188.0E9,798.8E-18,770.7E-18,742.0E-18,718.5E-18,699.9E-18,684.1E-18,670.1E-18,657.4E-18,645.8E-18,635.2E-18,625.3E-18,616.1E-18,607.5E-18,798.8E-18,795.4E-18,790.8E-18,788.1E-18,787.0E-18,786.5E-18,786.3E-18,786.1E-18,786.0E-18,786.0E-18,785.9E-18,785.9E-18,785.9E-18,1.546E-15,1.798E-15,2.086E-15,2.167E-15,2.178E-15,2.175E-15,2.172E-15,2.169E-15,2.167E-15,2.165E-15,2.164E-15,2.163E-15,2.163E-15,1.546E-15,1.186E-15,700.2E-18,490.1E-18,421.3E-18,395.9E-18,383.8E-18,375.4E-18,366.7E-18,357.6E-18,349.4E-18,342.8E-18,337.7E-18
800.0E-3,251.1E-3,251.8E-3,253.9E-3,256.3E-3,258.7E-3,261.2E-3,263.6E-3,266.1E-3,268.6E-3,271.1E-3,273.6E-3,276.1E-3,278.6E-3,0.000,415.1E-3,1.515,3.756,6.879,10.03,12.57,14.39,15.64,16.48,17.06,17.45,17.71,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-68.81E-12,319.1E-6,502.0E-6,593.2E-6,643.4E-6,676.7E-6,702.5E-6,724.6E-6,744.9E-6,764.1E-6,782.8E-6,801.0E-6,819.1E-6,0.000,3.246,3.811,4.104,4.216,4.240,4.221,4.182,4.132,4.077,4.020,3.962,3.903,0.000,96.73E-6,168.7E-6,206.7E-6,224.8E-6,233.7E-6,238.3E-6,240.6E-6,241.7E-6,242.1E-6,242.0E-6,241.5E-6,240.8E-6,0.000,1.036E-3,1.913E-3,2.435E-3,2.713E-3,2.869E-3,2.965E-3,3.030E-3,3.078E-3,3.116E-3,3.147E-3,3.174E-3,3.197E-3,3.827E-3,2.496E-3,1.263E-3,648.2E-6,394.4E-6,286.1E-6,235.9E-6,210.5E-6,196.8E-6,189.0E-6,184.5E-6,181.9E-6,180.6E-6,0.000,53.34E9,104.0E9,138.4E9,157.9E9,168.9E9,175.7E9,180.3E9,183.9E9,186.9E9,189.5E9,191.7E9,193.6E9,800.5E-18,773.4E-18,745.7E-18,722.0E-18,703.0E-18,686.9E-18,672.7E-18,660.0E-18,648.4E-18,637.7E-18,627.8E-18,618.6E-18,610.0E-18,800.5E-18,797.7E-18,793.5E-18,790.8E-18,789.5E-18,788.8E-18,788.5E-18,788.3E-18,788.2E-18,788.2E-18,788.1E-18,788.1E-18,788.1E-18,1.567E-15,1.793E-15,2.097E-15,2.212E-15,2.235E-15,2.237E-15,2.234E-15,2.231E-15,2.229E-15,2.228E-15,2.226E-15,2.225E-15,2.224E-15,1.567E-15,1.261E-15,783.1E-18,533.0E-18,441.3E-18,406.2E-18,390.2E-18,380.6E-18,372.0E-18,362.8E-18,353.8E-18,346.3E-18,340.4E-18
850.0E-3,275.0E-3,275.8E-3,277.9E-3,280.4E-3,282.9E-3,285.5E-3,288.0E-3,290.5E-3,293.1E-3,295.7E-3,298.2E-3,300.8E-3,303.4E-3,0.000,323.3E-3,1.146,2.876,5.488,8.425,11.07,13.13,14.63,15.69,16.44,16.96,17.32,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-113.9E-12,369.1E-6,596.3E-6,715.2E-6,780.6E-6,822.4E-6,853.3E-6,878.9E-6,901.7E-6,922.8E-6,943.0E-6,962.5E-6,981.7E-6,0.000,2.627,3.123,3.419,3.551,3.595,3.596,3.574,3.541,3.501,3.458,3.413,3.368,0.000,91.27E-6,164.6E-6,206.7E-6,227.8E-6,238.3E-6,243.5E-6,246.1E-6,247.1E-6,247.2E-6,246.7E-6,245.9E-6,244.7E-6,0.000,969.6E-6,1.862E-3,2.445E-3,2.772E-3,2.956E-3,3.068E-3,3.141E-3,3.193E-3,3.231E-3,3.261E-3,3.285E-3,3.306E-3,4.303E-3,2.999E-3,1.625E-3,850.2E-6,505.1E-6,350.9E-6,277.3E-6,239.2E-6,218.2E-6,205.9E-6,198.4E-6,193.7E-6,190.9E-6,0.000,49.19E9,98.93E9,135.7E9,157.8E9,170.6E9,178.4E9,183.6E9,187.3E9,190.3E9,192.8E9,194.9E9,196.7E9,801.9E-18,775.4E-18,748.7E-18,725.0E-18,705.6E-18,689.3E-18,675.0E-18,662.1E-18,650.5E-18,639.7E-18,629.8E-18,620.6E-18,612.0E-18,801.9E-18,799.5E-18,795.8E-18,792.9E-18,791.5E-18,790.8E-18,790.4E-18,790.2E-18,790.0E-18,790.0E-18,789.9E-18,789.9E-18,789.8E-18,1.583E-15,1.785E-15,2.092E-15,2.237E-15,2.276E-15,2.283E-15,2.282E-15,2.280E-15,2.278E-15,2.276E-15,2.274E-15,2.273E-15,2.272E-15,1.583E-15,1.319E-15,862.5E-18,580.5E-18,465.0E-18,418.6E-18,397.6E-18,386.0E-18,377.3E-18,368.2E-18,358.7E-18,350.3E-18,343.5E-18
900.0E-3,299.7E-3,300.5E-3,302.7E-3,305.3E-3,307.9E-3,310.5E-3,313.1E-3,315.7E-3,318.3E-3,321.0E-3,323.6E-3,326.3E-3,328.9E-3,0.000,256.7E-3,883.8E-3,2.224,4.369,6.998,9.597,11.81,13.52,14.79,15.72,16.38,16.85,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-184.2E-12,415.5E-6,687.1E-6,836.3E-6,919.2E-6,971.0E-6,1.008E-3,1.037E-3,1.063E-3,1.086E-3,1.108E-3,1.128E-3,1.149E-3,0.000,2.150,2.582,2.871,3.016,3.077,3.092,3.084,3.064,3.036,3.004,2.970,2.934,0.000,84.52E-6,156.8E-6,201.9E-6,225.6E-6,237.7E-6,243.8E-6,246.7E-6,247.7E-6,247.7E-6,247.1E-6,245.9E-6,244.5E-6,0.000,893.2E-6,1.774E-3,2.401E-3,2.773E-3,2.987E-3,3.117E-3,3.200E-3,3.256E-3,3.297E-3,3.327E-3,3.351E-3,3.370E-3,4.735E-3,3.480E-3,2.007E-3,1.080E-3,634.6E-6,426.9E-6,324.8E-6,271.0E-6,240.8E-6,222.9E-6,211.7E-6,204.6E-6,200.0E-6,0.000,44.84E9,92.57E9,130.7E9,155.1E9,169.7E9,178.6E9,184.3E9,188.3E9,191.4E9,193.9E9,196.1E9,197.8E9,803.0E-18,777.0E-18,751.1E-18,727.5E-18,707.9E-18,691.3E-18,676.8E-18,663.9E-18,652.2E-18,641.4E-18,631.4E-18,622.2E-18,613.6E-18,803.0E-18,800.9E-18,797.6E-18,794.8E-18,793.2E-18,792.3E-18,791.9E-18,791.7E-18,791.5E-18,791.4E-18,791.3E-18,791.3E-18,791.3E-18,1.594E-15,1.775E-15,2.077E-15,2.248E-15,2.303E-15,2.317E-15,2.318E-15,2.317E-15,2.315E-15,2.313E-15,2.312E-15,2.310E-15,2.309E-15,1.594E-15,1.366E-15,936.3E-18,631.1E-18,492.1E-18,433.1E-18,406.1E-18,391.9E-18,382.4E-18,373.6E-18,364.0E-18,354.8E-18,347.1E-18
950.0E-3,325.2E-3,325.9E-3,328.2E-3,330.8E-3,333.5E-3,336.2E-3,338.9E-3,341.5E-3,344.2E-3,346.9E-3,349.6E-3,352.3E-3,355.0E-3,0.000,207.0E-3,693.6E-3,1.741,3.488,5.778,8.230,10.48,12.35,13.80,14.90,15.71,16.31,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-293.4E-12,458.0E-6,772.8E-6,954.1E-6,1.057E-3,1.120E-3,1.164E-3,1.198E-3,1.226E-3,1.251E-3,1.275E-3,1.297E-3,1.318E-3,0.000,1.777,2.152,2.430,2.583,2.655,2.682,2.685,2.674,2.655,2.632,2.606,2.578,0.000,77.14E-6,146.7E-6,193.3E-6,219.3E-6,233.0E-6,240.0E-6,243.3E-6,244.5E-6,244.6E-6,243.8E-6,242.5E-6,240.8E-6,0.000,813.8E-6,1.663E-3,2.318E-3,2.729E-3,2.973E-3,3.121E-3,3.216E-3,3.279E-3,3.323E-3,3.355E-3,3.379E-3,3.397E-3,5.126E-3,3.931E-3,2.398E-3,1.332E-3,782.4E-6,514.6E-6,379.3E-6,306.8E-6,265.6E-6,240.8E-6,225.2E-6,215.0E-6,208.3E-6,0.000,40.55E9,85.61E9,124.2E9,150.5E9,166.7E9,176.8E9,183.2E9,187.6E9,190.8E9,193.4E9,195.5E9,197.3E9,803.9E-18,778.3E-18,753.1E-18,729.6E-18,709.8E-18,693.0E-18,678.4E-18,665.4E-18,653.6E-18,642.7E-18,632.7E-18,623.5E-18,614.8E-18,803.9E-18,802.0E-18,799.1E-18,796.3E-18,794.6E-18,793.7E-18,793.2E-18,792.9E-18,792.7E-18,792.6E-18,792.5E-18,792.5E-18,792.4E-18,1.602E-15,1.765E-15,2.055E-15,2.246E-15,2.319E-15,2.340E-15,2.345E-15,2.345E-15,2.343E-15,2.341E-15,2.340E-15,2.338E-15,2.337E-15,1.602E-15,1.403E-15,1.004E-15,683.5E-18,522.3E-18,449.9E-18,415.9E-18,398.3E-18,387.5E-18,378.8E-18,369.5E-18,359.8E-18,351.1E-18
