vgs ,M0:vearly vds 0  (V),M0:vearly vds 0.1  (V),M0:vearly vds 0.2  (V),M0:vearly vds 0.3  (V),M0:vearly vds 0.4  (V),M0:vearly vds 0.5  (V),M0:vearly vds 0.6  (V),M0:vearly vds 0.7  (V),M0:vearly vds 0.8  (V),M0:vearly vds 0.9  (V),M0:vearly vds 1  (V),M0:vearly vds 1.1  (V),M0:vearly vds 1.2  (V),M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cds vds 0 ,M0:cds vds 0.1 ,M0:cds vds 0.2 ,M0:cds vds 0.3 ,M0:cds vds 0.4 ,M0:cds vds 0.5 ,M0:cds vds 0.6 ,M0:cds vds 0.7 ,M0:cds vds 0.8 ,M0:cds vds 0.9 ,M0:cds vds 1 ,M0:cds vds 1.1 ,M0:cds vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 
0.000,0.000,197.1E-3,322.8E-3,338.6E-3,344.5E-3,348.2E-3,351.1E-3,353.6E-3,356.0E-3,358.3E-3,360.5E-3,362.6E-3,364.6E-3,101.6E-3,101.7E-3,101.9E-3,102.1E-3,102.3E-3,102.5E-3,102.8E-3,103.0E-3,103.2E-3,103.4E-3,103.7E-3,103.9E-3,104.1E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.284,8.633,9.031,9.164,9.238,9.290,9.333,9.370,9.404,9.436,9.465,9.492,384.8E-15,1.178E-9,1.693E-9,2.289E-9,3.070E-9,4.101E-9,5.463E-9,7.262E-9,9.633E-9,12.75E-9,16.85E-9,22.23E-9,29.27E-9,0.000,2.590E-9,3.640E-9,4.799E-9,6.271E-9,8.159E-9,10.58E-9,13.69E-9,17.67E-9,22.75E-9,29.22E-9,37.45E-9,47.90E-9,0.000,26.81,26.75,26.68,26.60,26.53,26.46,26.39,26.32,26.25,26.18,26.10,26.03,0.000,31.56E-9,45.22E-9,60.93E-9,81.42E-9,108.4E-9,143.9E-9,190.6E-9,251.9E-9,332.4E-9,437.9E-9,575.8E-9,755.9E-9,23.46E-9,5.972E-9,5.238E-9,6.747E-9,8.885E-9,11.73E-9,15.49E-9,20.42E-9,26.89E-9,35.35E-9,46.40E-9,60.83E-9,79.64E-9,0.000,5.954E6,8.612E6,11.70E6,15.73E6,21.05E6,28.06E6,37.29E6,49.43E6,65.37E6,86.28E6,113.7E6,149.4E6,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,118.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,-371.9E-24,-487.1E-24,-485.5E-24,-485.0E-24,-484.9E-24,-484.9E-24,-484.8E-24,-484.8E-24,-484.8E-24,-484.8E-24,-484.8E-24,-484.8E-24,-484.8E-24,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18
50.00E-3,0.000,198.2E-3,326.5E-3,342.8E-3,348.8E-3,352.6E-3,355.6E-3,358.3E-3,360.8E-3,363.1E-3,365.5E-3,367.7E-3,370.0E-3,101.6E-3,101.7E-3,101.9E-3,102.1E-3,102.4E-3,102.6E-3,102.8E-3,103.0E-3,103.2E-3,103.5E-3,103.7E-3,103.9E-3,104.1E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,0.000,5.325,8.753,9.164,9.301,9.376,9.429,9.472,9.510,9.545,9.577,9.606,9.633,371.5E-15,4.506E-9,6.453E-9,8.688E-9,11.60E-9,15.43E-9,20.47E-9,27.09E-9,35.79E-9,47.19E-9,62.10E-9,81.58E-9,107.0E-9,0.000,9.606E-9,13.45E-9,17.67E-9,23.00E-9,29.81E-9,38.52E-9,49.63E-9,63.79E-9,81.78E-9,104.6E-9,133.5E-9,169.9E-9,0.000,26.87,26.81,26.74,26.66,26.59,26.51,26.44,26.36,26.28,26.20,26.12,26.04,0.000,121.1E-9,172.9E-9,232.2E-9,309.1E-9,409.9E-9,542.1E-9,715.3E-9,941.9E-9,1.238E-6,1.624E-6,2.127E-6,2.780E-6,89.91E-9,22.73E-9,19.76E-9,25.33E-9,33.23E-9,43.71E-9,57.49E-9,75.51E-9,99.04E-9,129.7E-9,169.6E-9,221.4E-9,288.6E-9,0.000,22.75E6,32.79E6,44.41E6,59.56E6,79.44E6,105.5E6,139.8E6,184.6E6,243.2E6,319.8E6,419.5E6,549.3E6,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,115.8E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,-2.154E-21,-2.818E-21,-2.809E-21,-2.806E-21,-2.805E-21,-2.805E-21,-2.805E-21,-2.805E-21,-2.805E-21,-2.805E-21,-2.805E-21,-2.805E-21,-2.805E-21,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18
100.0E-3,0.000,199.2E-3,330.4E-3,347.3E-3,353.6E-3,357.6E-3,360.8E-3,363.6E-3,366.3E-3,369.0E-3,371.7E-3,374.5E-3,377.3E-3,101.6E-3,101.7E-3,101.9E-3,102.2E-3,102.4E-3,102.6E-3,102.8E-3,103.1E-3,103.3E-3,103.5E-3,103.8E-3,104.0E-3,104.2E-3,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,5.364,8.873,9.300,9.440,9.518,9.572,9.615,9.653,9.688,9.720,9.750,9.776,334.0E-15,17.29E-9,24.68E-9,33.10E-9,44.02E-9,58.32E-9,77.05E-9,101.5E-9,133.6E-9,175.3E-9,229.7E-9,300.3E-9,391.8E-9,0.000,35.80E-9,49.96E-9,65.36E-9,84.73E-9,109.3E-9,140.6E-9,180.3E-9,230.6E-9,294.1E-9,374.0E-9,474.2E-9,599.5E-9,0.000,26.93,26.86,26.78,26.70,26.62,26.53,26.44,26.35,26.25,26.15,26.04,25.91,0.000,465.6E-9,662.8E-9,886.3E-9,1.175E-6,1.552E-6,2.043E-6,2.684E-6,3.518E-6,4.600E-6,6.002E-6,7.813E-6,10.15E-6,345.6E-9,86.79E-9,74.69E-9,95.30E-9,124.5E-9,163.1E-9,213.5E-9,279.2E-9,364.4E-9,474.8E-9,617.5E-9,801.4E-9,1.038E-6,0.000,87.21E6,125.2E6,169.0E6,225.9E6,300.2E6,397.3E6,524.1E6,689.1E6,903.7E6,1.182E9,1.541E9,2.005E9,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,113.0E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,-12.54E-21,-16.38E-21,-16.32E-21,-16.31E-21,-16.30E-21,-16.30E-21,-16.30E-21,-16.30E-21,-16.30E-21,-16.30E-21,-16.30E-21,-16.30E-21,-16.30E-21,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18
150.0E-3,0.000,200.3E-3,334.9E-3,352.6E-3,359.3E-3,363.8E-3,367.5E-3,370.9E-3,374.4E-3,378.1E-3,382.0E-3,386.2E-3,390.9E-3,101.7E-3,101.8E-3,102.0E-3,102.2E-3,102.4E-3,102.7E-3,102.9E-3,103.1E-3,103.4E-3,103.6E-3,103.9E-3,104.1E-3,104.4E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,5.397,8.994,9.438,9.582,9.661,9.716,9.760,9.798,9.833,9.864,9.893,9.918,267.7E-15,66.49E-9,94.56E-9,126.3E-9,167.2E-9,220.5E-9,289.8E-9,380.0E-9,496.9E-9,648.2E-9,843.4E-9,1.094E-6,1.415E-6,0.000,133.7E-9,185.9E-9,242.0E-9,312.0E-9,400.3E-9,511.5E-9,651.4E-9,826.4E-9,1.044E-6,1.315E-6,1.647E-6,2.054E-6,0.000,26.94,26.86,26.77,26.67,26.56,26.44,26.31,26.17,26.01,25.82,25.61,25.37,0.000,1.791E-6,2.540E-6,3.380E-6,4.459E-6,5.855E-6,7.662E-6,9.997E-6,13.00E-6,16.86E-6,21.78E-6,28.02E-6,35.91E-6,1.330E-6,331.9E-9,282.4E-9,358.2E-9,465.3E-9,606.0E-9,788.6E-9,1.024E-6,1.327E-6,1.714E-6,2.207E-6,2.833E-6,3.621E-6,0.000,334.8E6,478.1E6,642.2E6,854.6E6,1.130E9,1.488E9,1.950E9,2.546E9,3.310E9,4.287E9,5.529E9,7.099E9,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,841.1E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,372.5E-18,110.3E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,110.4E-18,372.5E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,-73.22E-21,-95.54E-21,-95.23E-21,-95.14E-21,-95.11E-21,-95.10E-21,-95.10E-21,-95.09E-21,-95.09E-21,-95.09E-21,-95.09E-21,-95.09E-21,-95.09E-21,841.1E-18,802.9E-18,770.3E-18,742.0E-18,717.1E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18
200.0E-3,0.000,201.5E-3,340.9E-3,360.3E-3,368.2E-3,374.0E-3,379.3E-3,384.7E-3,390.5E-3,397.0E-3,404.2E-3,412.3E-3,421.3E-3,101.8E-3,101.9E-3,102.1E-3,102.3E-3,102.5E-3,102.8E-3,103.1E-3,103.3E-3,103.6E-3,103.9E-3,104.3E-3,104.6E-3,105.0E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,5.403,9.107,9.574,9.724,9.804,9.859,9.902,9.940,9.972,10.00,10.03,10.05,167.3E-15,255.2E-9,361.3E-9,479.8E-9,631.2E-9,826.3E-9,1.078E-6,1.400E-6,1.812E-6,2.336E-6,2.999E-6,3.832E-6,4.871E-6,0.000,497.2E-9,687.3E-9,887.7E-9,1.134E-6,1.439E-6,1.817E-6,2.281E-6,2.846E-6,3.529E-6,4.345E-6,5.310E-6,6.437E-6,0.000,26.82,26.72,26.57,26.41,26.21,25.99,25.74,25.45,25.12,24.75,24.32,23.85,0.000,6.844E-6,9.653E-6,12.75E-6,16.67E-6,21.66E-6,28.01E-6,36.04E-6,46.13E-6,58.69E-6,74.21E-6,93.18E-6,116.2E-6,5.098E-6,1.267E-6,1.060E-6,1.332E-6,1.714E-6,2.209E-6,2.841E-6,3.640E-6,4.641E-6,5.885E-6,7.420E-6,9.293E-6,11.56E-6,0.000,1.277E9,1.811E9,2.412E9,3.182E9,4.170E9,5.427E9,7.019E9,9.020E9,11.52E9,14.60E9,18.38E9,22.95E9,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,841.2E-18,374.4E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,374.6E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,107.8E-18,374.4E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,-427.8E-21,-557.9E-21,-556.1E-21,-555.5E-21,-555.4E-21,-555.3E-21,-555.3E-21,-555.3E-21,-555.3E-21,-555.3E-21,-555.3E-21,-555.3E-21,-555.2E-21,841.2E-18,802.9E-18,770.3E-18,742.0E-18,717.2E-18,695.1E-18,675.5E-18,657.7E-18,641.7E-18,627.1E-18,613.7E-18,601.4E-18,590.0E-18
250.0E-3,0.000,202.4E-3,351.9E-3,375.6E-3,387.0E-3,396.4E-3,405.8E-3,415.8E-3,426.8E-3,439.0E-3,452.4E-3,467.2E-3,483.2E-3,101.9E-3,102.0E-3,102.3E-3,102.5E-3,102.9E-3,103.2E-3,103.6E-3,104.0E-3,104.4E-3,105.0E-3,105.6E-3,106.2E-3,107.0E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,0.000,5.319,9.184,9.695,9.854,9.937,9.991,10.03,10.07,10.10,10.12,10.14,10.16,23.36E-15,965.1E-9,1.357E-6,1.784E-6,2.318E-6,2.992E-6,3.840E-6,4.898E-6,6.211E-6,7.825E-6,9.793E-6,12.17E-6,15.02E-6,0.000,1.795E-6,2.457E-6,3.122E-6,3.910E-6,4.850E-6,5.965E-6,7.271E-6,8.782E-6,10.51E-6,12.45E-6,14.61E-6,16.98E-6,0.000,26.28,26.10,25.81,25.46,25.07,24.62,24.13,23.58,23.00,22.37,21.71,21.03,0.000,25.36E-6,35.42E-6,46.04E-6,59.03E-6,75.01E-6,94.54E-6,118.2E-6,146.5E-6,179.9E-6,219.1E-6,264.3E-6,315.9E-6,19.12E-6,4.768E-6,3.857E-6,4.749E-6,5.990E-6,7.549E-6,9.463E-6,11.78E-6,14.55E-6,17.82E-6,21.64E-6,26.06E-6,31.10E-6,0.000,4.699E9,6.593E9,8.630E9,11.17E9,14.31E9,18.17E9,22.85E9,28.45E9,35.07E9,42.83E9,51.80E9,62.06E9,841.7E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,841.5E-18,380.5E-18,381.5E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,381.4E-18,104.6E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,105.1E-18,380.5E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,-2.457E-18,-3.213E-18,-3.202E-18,-3.199E-18,-3.198E-18,-3.197E-18,-3.197E-18,-3.197E-18,-3.197E-18,-3.197E-18,-3.197E-18,-3.197E-18,-3.197E-18,841.7E-18,803.2E-18,770.5E-18,742.2E-18,717.4E-18,695.4E-18,675.7E-18,658.0E-18,641.9E-18,627.3E-18,613.9E-18,601.6E-18,590.2E-18
300.0E-3,0.000,202.1E-3,375.5E-3,410.0E-3,428.7E-3,445.0E-3,461.4E-3,478.7E-3,497.3E-3,517.2E-3,538.7E-3,561.6E-3,585.9E-3,102.4E-3,102.6E-3,102.9E-3,103.4E-3,104.0E-3,104.6E-3,105.3E-3,106.1E-3,107.1E-3,108.1E-3,109.3E-3,110.7E-3,112.2E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,0.000,4.974,9.144,9.768,9.954,10.04,10.10,10.14,10.17,10.20,10.22,10.24,10.25,-187.2E-15,3.466E-6,4.820E-6,6.206E-6,7.876E-6,9.902E-6,12.35E-6,15.27E-6,18.75E-6,22.83E-6,27.60E-6,33.10E-6,39.40E-6,0.000,5.889E-6,7.935E-6,9.768E-6,11.80E-6,14.07E-6,16.60E-6,19.37E-6,22.38E-6,25.59E-6,28.99E-6,32.52E-6,36.14E-6,0.000,24.62,24.35,23.82,23.22,22.57,21.89,21.18,20.46,19.72,18.98,18.23,17.50,0.000,85.32E-6,117.4E-6,147.8E-6,182.9E-6,223.5E-6,270.3E-6,323.5E-6,383.5E-6,450.3E-6,523.7E-6,603.5E-6,689.4E-6,66.92E-6,17.15E-6,12.83E-6,15.14E-6,18.37E-6,22.25E-6,26.76E-6,31.91E-6,37.70E-6,44.15E-6,51.23E-6,58.94E-6,67.24E-6,0.000,15.30E9,21.12E9,26.75E9,33.36E9,41.13E9,50.13E9,60.38E9,71.93E9,84.79E9,98.93E9,114.3E9,130.9E9,844.1E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,843.3E-18,407.8E-18,413.4E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,413.3E-18,98.34E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,100.5E-18,407.8E-18,373.7E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,-12.69E-18,-16.92E-18,-16.86E-18,-16.84E-18,-16.83E-18,-16.83E-18,-16.83E-18,-16.83E-18,-16.83E-18,-16.83E-18,-16.83E-18,-16.83E-18,-16.83E-18,844.1E-18,804.3E-18,771.6E-18,743.3E-18,718.5E-18,696.4E-18,676.8E-18,659.0E-18,643.0E-18,628.4E-18,615.0E-18,602.7E-18,591.3E-18
350.0E-3,0.000,195.8E-3,416.7E-3,474.1E-3,504.8E-3,530.8E-3,556.4E-3,582.7E-3,610.4E-3,639.5E-3,670.1E-3,702.2E-3,735.7E-3,104.2E-3,104.5E-3,105.2E-3,106.2E-3,107.3E-3,108.6E-3,110.0E-3,111.6E-3,113.3E-3,115.1E-3,117.1E-3,119.3E-3,121.5E-3,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,4.181,8.830,9.738,9.997,10.11,10.18,10.22,10.25,10.28,10.30,10.31,10.32,-524.3E-15,11.00E-6,15.12E-6,18.89E-6,23.16E-6,28.09E-6,33.76E-6,40.24E-6,47.59E-6,55.84E-6,65.06E-6,75.26E-6,86.49E-6,0.000,15.82E-6,21.14E-6,25.01E-6,28.89E-6,32.91E-6,37.08E-6,41.36E-6,45.71E-6,50.07E-6,54.39E-6,58.62E-6,62.72E-6,0.000,21.35,21.19,20.54,19.80,19.05,18.29,17.54,16.80,16.08,15.37,14.69,14.03,0.000,234.9E-6,320.4E-6,387.9E-6,458.6E-6,535.1E-6,617.6E-6,705.9E-6,799.4E-6,897.7E-6,999.9E-6,1.105E-3,1.213E-3,202.1E-6,56.19E-6,36.29E-6,39.83E-6,45.88E-6,52.92E-6,60.69E-6,69.06E-6,77.97E-6,87.33E-6,97.08E-6,107.2E-6,117.5E-6,0.000,37.93E9,51.95E9,63.13E9,75.13E9,88.35E9,102.8E9,118.2E9,134.5E9,151.7E9,169.5E9,187.8E9,206.7E9,851.5E-18,848.9E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,848.8E-18,493.3E-18,519.2E-18,518.7E-18,518.5E-18,518.5E-18,518.5E-18,518.5E-18,518.4E-18,518.4E-18,518.4E-18,518.4E-18,518.4E-18,518.4E-18,83.49E-18,90.36E-18,90.54E-18,90.56E-18,90.57E-18,90.57E-18,90.57E-18,90.57E-18,90.57E-18,90.57E-18,90.57E-18,90.57E-18,90.57E-18,493.3E-18,376.0E-18,372.4E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,-45.33E-18,-64.41E-18,-64.03E-18,-63.92E-18,-63.88E-18,-63.87E-18,-63.86E-18,-63.86E-18,-63.85E-18,-63.85E-18,-63.85E-18,-63.85E-18,-63.85E-18,851.5E-18,808.1E-18,775.3E-18,747.0E-18,722.1E-18,700.1E-18,680.4E-18,662.7E-18,646.7E-18,632.0E-18,618.7E-18,606.4E-18,595.0E-18
