vgs ,M0:vearly vds 0  (V),M0:vearly vds 0.1  (V),M0:vearly vds 0.2  (V),M0:vearly vds 0.3  (V),M0:vearly vds 0.4  (V),M0:vearly vds 0.5  (V),M0:vearly vds 0.6  (V),M0:vearly vds 0.7  (V),M0:vearly vds 0.8  (V),M0:vearly vds 0.9  (V),M0:vearly vds 1  (V),M0:vearly vds 1.1  (V),M0:vearly vds 1.2  (V),M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:ron vds 0 ,M0:ron vds 0.1 ,M0:ron vds 0.2 ,M0:ron vds 0.3 ,M0:ron vds 0.4 ,M0:ron vds 0.5 ,M0:ron vds 0.6 ,M0:ron vds 0.7 ,M0:ron vds 0.8 ,M0:ron vds 0.9 ,M0:ron vds 1 ,M0:ron vds 1.1 ,M0:ron vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 
0.000,0.000,188.7E-3,296.3E-3,308.9E-3,314.0E-3,317.3E-3,319.9E-3,322.2E-3,324.4E-3,326.5E-3,328.6E-3,330.5E-3,332.4E-3,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.6E-3,102.9E-3,103.1E-3,103.3E-3,103.5E-3,103.8E-3,104.0E-3,104.2E-3,104.4E-3,0.000,5.158,8.078,8.399,8.510,8.575,8.621,8.658,8.692,8.723,8.752,8.778,8.803,INF,265.8E6,360.5E6,389.2E6,376.5E6,342.9E6,300.6E6,256.9E6,215.5E6,178.3E6,146.0E6,118.5E6,95.64E6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.47E-12,412.9E-12,609.8E-12,850.6E-12,1.175E-9,1.612E-9,2.201E-9,2.994E-9,4.057E-9,5.483E-9,7.390E-9,9.941E-9,13.36E-9,0.000,27.34,27.26,27.19,27.11,27.03,26.95,26.87,26.79,26.71,26.64,26.56,26.48,0.000,633.6E-12,911.6E-12,1.233E-9,1.652E-9,2.204E-9,2.930E-9,3.882E-9,5.129E-9,6.758E-9,8.880E-9,11.64E-9,15.21E-9,0.000,10.29E-9,15.12E-9,20.95E-9,28.80E-9,39.41E-9,53.79E-9,73.23E-9,99.48E-9,134.9E-9,182.5E-9,246.4E-9,332.2E-9,7.402E-9,1.994E-9,1.872E-9,2.495E-9,3.384E-9,4.597E-9,6.239E-9,8.458E-9,11.44E-9,15.46E-9,20.85E-9,28.07E-9,37.74E-9,0.000,2.002E6,2.972E6,4.152E6,5.745E6,7.904E6,10.83E6,14.80E6,20.16E6,27.40E6,37.15E6,50.26E6,67.86E6,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,536.5E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18
50.00E-3,0.000,189.8E-3,299.7E-3,312.8E-3,317.9E-3,321.3E-3,324.0E-3,326.4E-3,328.6E-3,330.8E-3,332.9E-3,335.0E-3,337.0E-3,101.9E-3,102.0E-3,102.2E-3,102.5E-3,102.7E-3,102.9E-3,103.1E-3,103.3E-3,103.6E-3,103.8E-3,104.0E-3,104.2E-3,104.5E-3,0.000,5.192,8.179,8.511,8.626,8.691,8.738,8.777,8.811,8.842,8.871,8.898,8.923,INF,67.70E6,92.18E6,99.90E6,97.03E6,88.71E6,78.09E6,66.99E6,56.41E6,46.86E6,38.52E6,31.41E6,25.44E6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,23.45E-12,1.514E-9,2.225E-9,3.083E-9,4.234E-9,5.789E-9,7.888E-9,10.72E-9,14.52E-9,19.64E-9,26.50E-9,35.68E-9,47.96E-9,0.000,27.36,27.29,27.21,27.13,27.05,26.97,26.89,26.81,26.73,26.65,26.56,26.48,0.000,2.448E-9,3.509E-9,4.725E-9,6.306E-9,8.376E-9,11.09E-9,14.63E-9,19.24E-9,25.24E-9,33.02E-9,43.08E-9,56.04E-9,0.000,40.41E-9,59.21E-9,81.71E-9,111.8E-9,152.5E-9,207.2E-9,281.0E-9,380.2E-9,513.3E-9,691.7E-9,930.4E-9,1.249E-6,29.10E-9,7.783E-9,7.239E-9,9.600E-9,12.97E-9,17.54E-9,23.72E-9,32.02E-9,43.15E-9,58.06E-9,77.98E-9,104.6E-9,140.0E-9,0.000,7.818E6,11.56E6,16.10E6,22.21E6,30.45E6,41.58E6,56.60E6,76.82E6,104.0E6,140.4E6,189.3E6,254.5E6,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,536.5E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18
100.0E-3,0.000,190.9E-3,303.3E-3,316.8E-3,322.1E-3,325.6E-3,328.4E-3,330.9E-3,333.2E-3,335.5E-3,337.8E-3,340.1E-3,342.3E-3,102.0E-3,102.1E-3,102.3E-3,102.5E-3,102.7E-3,102.9E-3,103.2E-3,103.4E-3,103.6E-3,103.8E-3,104.1E-3,104.3E-3,104.5E-3,0.000,5.226,8.282,8.626,8.744,8.811,8.859,8.898,8.932,8.964,8.993,9.021,9.045,INF,17.23E6,23.54E6,25.62E6,24.98E6,22.93E6,20.27E6,17.46E6,14.76E6,12.32E6,10.17E6,8.327E6,6.776E6,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,23.42E-12,5.841E-9,8.551E-9,11.79E-9,16.12E-9,21.96E-9,29.81E-9,40.36E-9,54.53E-9,73.51E-9,98.89E-9,132.8E-9,177.9E-9,0.000,27.38,27.31,27.23,27.15,27.06,26.98,26.89,26.81,26.72,26.62,26.53,26.42,0.000,9.475E-9,13.53E-9,18.14E-9,24.11E-9,31.88E-9,42.00E-9,55.16E-9,72.22E-9,94.28E-9,122.7E-9,159.2E-9,205.9E-9,0.000,158.9E-9,232.0E-9,318.9E-9,434.7E-9,590.1E-9,798.7E-9,1.078E-6,1.453E-6,1.952E-6,2.618E-6,3.504E-6,4.679E-6,114.6E-9,30.41E-9,28.01E-9,36.97E-9,49.71E-9,66.97E-9,90.16E-9,121.2E-9,162.6E-9,217.8E-9,291.1E-9,388.5E-9,517.3E-9,0.000,30.60E6,45.05E6,62.51E6,85.92E6,117.4E6,159.8E6,216.6E6,292.8E6,394.7E6,530.6E6,711.5E6,951.8E6,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,536.5E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18,90.07E-18
150.0E-3,0.000,192.0E-3,307.1E-3,321.1E-3,326.7E-3,330.4E-3,333.4E-3,336.1E-3,338.8E-3,341.6E-3,344.4E-3,347.4E-3,350.6E-3,102.0E-3,102.1E-3,102.3E-3,102.5E-3,102.7E-3,103.0E-3,103.2E-3,103.4E-3,103.7E-3,103.9E-3,104.1E-3,104.4E-3,104.6E-3,0.000,5.258,8.387,8.744,8.865,8.933,8.982,9.021,9.056,9.088,9.117,9.144,9.169,INF,4.380E6,6.007E6,6.564E6,6.429E6,5.928E6,5.263E6,4.554E6,3.870E6,3.245E6,2.694E6,2.219E6,1.818E6,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,23.35E-12,22.87E-9,33.35E-9,45.78E-9,62.33E-9,84.50E-9,114.2E-9,154.0E-9,207.0E-9,277.8E-9,371.8E-9,496.3E-9,660.9E-9,0.000,27.39,27.31,27.23,27.14,27.04,26.94,26.84,26.73,26.61,26.47,26.32,26.15,0.000,36.71E-9,52.21E-9,69.69E-9,92.14E-9,121.2E-9,158.9E-9,207.5E-9,270.0E-9,350.2E-9,452.4E-9,582.1E-9,745.7E-9,0.000,625.3E-9,909.4E-9,1.244E-6,1.688E-6,2.281E-6,3.072E-6,4.125E-6,5.525E-6,7.379E-6,9.827E-6,13.05E-6,17.26E-6,451.3E-9,118.9E-9,108.4E-9,142.3E-9,190.5E-9,255.3E-9,342.0E-9,457.3E-9,610.0E-9,811.9E-9,1.078E-6,1.427E-6,1.883E-6,0.000,120.0E6,175.7E6,242.7E6,332.3E6,452.4E6,612.8E6,826.8E6,1.112E9,1.489E9,1.988E9,2.646E9,3.508E9,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,536.5E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18,88.73E-18
200.0E-3,0.000,193.1E-3,311.4E-3,326.4E-3,332.4E-3,336.7E-3,340.4E-3,344.1E-3,347.9E-3,352.1E-3,356.7E-3,362.0E-3,367.9E-3,102.0E-3,102.1E-3,102.3E-3,102.6E-3,102.8E-3,103.0E-3,103.3E-3,103.5E-3,103.8E-3,104.0E-3,104.3E-3,104.6E-3,104.9E-3,0.000,5.282,8.492,8.863,8.987,9.057,9.106,9.146,9.180,9.212,9.240,9.265,9.288,INF,1.114E6,1.534E6,1.685E6,1.658E6,1.538E6,1.373E6,1.196E6,1.024E6,865.6E3,725.3E3,604.0E3,501.0E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,23.25E-12,89.78E-9,130.4E-9,178.2E-9,241.3E-9,325.3E-9,437.1E-9,585.5E-9,781.7E-9,1.040E-6,1.379E-6,1.822E-6,2.396E-6,0.000,27.35,27.27,27.16,27.03,26.90,26.75,26.58,26.39,26.16,25.90,25.60,25.24,0.000,142.0E-9,201.0E-9,266.8E-9,350.4E-9,457.7E-9,595.0E-9,769.9E-9,991.2E-9,1.269E-6,1.616E-6,2.043E-6,2.565E-6,0.000,2.455E-6,3.554E-6,4.836E-6,6.520E-6,8.748E-6,11.69E-6,15.56E-6,20.62E-6,27.20E-6,35.71E-6,46.62E-6,60.47E-6,1.775E-6,464.7E-9,418.5E-9,545.6E-9,725.5E-9,965.8E-9,1.283E-6,1.701E-6,2.246E-6,2.953E-6,3.865E-6,5.031E-6,6.510E-6,0.000,469.7E6,684.0E6,938.9E6,1.278E9,1.729E9,2.325E9,3.111E9,4.141E9,5.482E9,7.218E9,9.444E9,12.28E9,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,675.4E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,373.5E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,536.5E-18,373.5E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,87.43E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18,87.44E-18
250.0E-3,0.000,194.3E-3,317.8E-3,334.6E-3,342.3E-3,348.4E-3,354.3E-3,360.6E-3,367.7E-3,375.8E-3,385.0E-3,395.4E-3,407.1E-3,102.1E-3,102.2E-3,102.4E-3,102.7E-3,102.9E-3,103.2E-3,103.5E-3,103.8E-3,104.2E-3,104.5E-3,105.0E-3,105.4E-3,106.0E-3,0.000,5.273,8.585,8.978,9.108,9.179,9.228,9.266,9.299,9.327,9.353,9.375,9.393,INF,284.9E3,394.4E3,436.1E3,432.8E3,405.0E3,365.6E3,322.5E3,280.0E3,240.7E3,205.6E3,175.0E3,148.8E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,23.11E-12,351.0E-9,507.1E-9,688.0E-9,924.3E-9,1.235E-6,1.641E-6,2.171E-6,2.857E-6,3.739E-6,4.864E-6,6.285E-6,8.065E-6,0.000,27.14,27.02,26.83,26.61,26.35,26.05,25.69,25.29,24.82,24.29,23.71,23.07,0.000,543.3E-9,763.8E-9,1.003E-6,1.302E-6,1.676E-6,2.143E-6,2.717E-6,3.418E-6,4.259E-6,5.257E-6,6.420E-6,7.754E-6,0.000,9.526E-6,13.70E-6,18.46E-6,24.59E-6,32.53E-6,42.74E-6,55.78E-6,72.24E-6,92.80E-6,118.2E-6,149.0E-6,186.0E-6,6.928E-6,1.806E-6,1.596E-6,2.056E-6,2.700E-6,3.544E-6,4.632E-6,6.020E-6,7.769E-6,9.949E-6,12.63E-6,15.89E-6,19.81E-6,0.000,1.818E9,2.626E9,3.564E9,4.793E9,6.398E9,8.471E9,11.12E9,14.47E9,18.66E9,23.83E9,30.13E9,37.70E9,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,675.5E-18,375.3E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,375.5E-18,675.5E-18,657.7E-18,641.7E-18,627.1E-18,613.7E-18,601.4E-18,590.0E-18,579.5E-18,569.7E-18,560.6E-18,552.0E-18,544.0E-18,536.5E-18,375.3E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,86.07E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18,86.14E-18
300.0E-3,0.000,195.3E-3,330.4E-3,352.5E-3,364.5E-3,375.2E-3,386.3E-3,398.5E-3,412.0E-3,426.9E-3,443.5E-3,461.6E-3,481.4E-3,102.3E-3,102.4E-3,102.7E-3,103.1E-3,103.4E-3,103.8E-3,104.3E-3,104.9E-3,105.5E-3,106.2E-3,107.1E-3,108.1E-3,109.2E-3,0.000,5.149,8.634,9.074,9.214,9.287,9.335,9.371,9.401,9.426,9.448,9.466,9.480,INF,74.51E3,104.0E3,116.6E3,117.7E3,112.2E3,103.6E3,93.65E3,83.62E3,74.11E3,65.44E3,57.71E3,50.92E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,22.92E-12,1.342E-6,1.922E-6,2.572E-6,3.400E-6,4.455E-6,5.793E-6,7.475E-6,9.568E-6,12.14E-6,15.28E-6,19.06E-6,23.57E-6,0.000,26.36,26.13,25.74,25.28,24.75,24.16,23.52,22.82,22.08,21.30,20.51,19.69,0.000,1.990E-6,2.762E-6,3.549E-6,4.485E-6,5.600E-6,6.912E-6,8.434E-6,10.17E-6,12.12E-6,14.26E-6,16.59E-6,19.06E-6,0.000,35.38E-6,50.23E-6,66.22E-6,85.93E-6,110.3E-6,140.0E-6,175.8E-6,218.3E-6,268.1E-6,325.6E-6,390.9E-6,464.0E-6,26.20E-6,6.870E-6,5.818E-6,7.297E-6,9.326E-6,11.87E-6,14.99E-6,18.76E-6,23.22E-6,28.44E-6,34.46E-6,41.29E-6,48.95E-6,0.000,6.696E9,9.537E9,12.64E9,16.55E9,21.44E9,27.44E9,34.69E9,43.31E9,53.41E9,65.07E9,78.35E9,93.24E9,675.9E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,675.8E-18,381.9E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,383.0E-18,675.9E-18,657.9E-18,641.9E-18,627.2E-18,613.9E-18,601.6E-18,590.2E-18,579.7E-18,569.9E-18,560.8E-18,552.2E-18,544.2E-18,536.7E-18,381.9E-18,373.4E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,84.11E-18,84.50E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18,84.51E-18
350.0E-3,0.000,194.8E-3,357.7E-3,392.3E-3,412.7E-3,431.4E-3,450.6E-3,471.0E-3,493.1E-3,516.8E-3,542.4E-3,569.6E-3,598.6E-3,103.1E-3,103.2E-3,103.7E-3,104.3E-3,105.1E-3,105.9E-3,106.9E-3,108.1E-3,109.4E-3,110.8E-3,112.5E-3,114.3E-3,116.3E-3,0.000,4.716,8.547,9.116,9.286,9.368,9.418,9.454,9.482,9.506,9.525,9.539,9.549,INF,20.89E3,29.59E3,34.06E3,35.43E3,34.94E3,33.42E3,31.39E3,29.15E3,26.90E3,24.75E3,22.74E3,20.90E3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,22.63E-12,4.786E-6,6.758E-6,8.808E-6,11.29E-6,14.31E-6,17.95E-6,22.30E-6,27.45E-6,33.46E-6,40.41E-6,48.37E-6,57.40E-6,0.000,24.22,23.89,23.24,22.50,21.72,20.90,20.07,19.23,18.39,17.56,16.75,15.95,0.000,6.436E-6,8.761E-6,10.82E-6,13.08E-6,15.57E-6,18.29E-6,21.21E-6,24.29E-6,27.50E-6,30.79E-6,34.09E-6,37.37E-6,0.000,115.9E-6,161.5E-6,204.7E-6,254.0E-6,310.7E-6,375.2E-6,447.6E-6,527.8E-6,615.3E-6,709.6E-6,810.1E-6,915.7E-6,90.51E-6,24.58E-6,18.89E-6,22.45E-6,27.36E-6,33.17E-6,39.84E-6,47.35E-6,55.66E-6,64.73E-6,74.51E-6,84.92E-6,95.90E-6,0.000,21.07E9,29.43E9,37.46E9,46.82E9,57.79E9,70.39E9,84.57E9,100.3E9,117.4E9,135.9E9,155.6E9,176.3E9,678.2E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,677.4E-18,413.6E-18,420.1E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,419.9E-18,678.2E-18,658.9E-18,642.9E-18,628.2E-18,614.9E-18,602.5E-18,591.2E-18,580.7E-18,570.9E-18,561.7E-18,553.2E-18,545.2E-18,537.7E-18,413.6E-18,374.5E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,79.03E-18,81.03E-18,81.06E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18,81.07E-18
