vgs ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:ron vds 0 ,M0:ron vds 0.1 ,M0:ron vds 0.2 ,M0:ron vds 0.3 ,M0:ron vds 0.4 ,M0:ron vds 0.5 ,M0:ron vds 0.6 ,M0:ron vds 0.7 ,M0:ron vds 0.8 ,M0:ron vds 0.9 ,M0:ron vds 1 ,M0:ron vds 1.1 ,M0:ron vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 ,M0:cgb vds 0 ,M0:cgb vds 0.1 ,M0:cgb vds 0.2 ,M0:cgb vds 0.3 ,M0:cgb vds 0.4 ,M0:cgb vds 0.5 ,M0:cgb vds 0.6 ,M0:cgb vds 0.7 ,M0:cgb vds 0.8 ,M0:cgb vds 0.9 ,M0:cgb vds 1 ,M0:cgb vds 1.1 ,M0:cgb vds 1.2 
0.000,0.000,5.182,8.166,8.498,8.613,8.679,8.725,8.764,8.798,8.829,8.859,8.886,8.911,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.6E-3,102.8E-3,103.0E-3,103.3E-3,103.5E-3,103.7E-3,103.9E-3,104.2E-3,104.4E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,INF,224.0E6,305.1E6,330.8E6,321.4E6,294.0E6,258.9E6,222.2E6,187.2E6,155.5E6,127.9E6,104.3E6,84.52E6,14.34E-12,470.0E-12,692.4E-12,962.3E-12,1.325E-9,1.814E-9,2.472E-9,3.357E-9,4.544E-9,6.133E-9,8.256E-9,11.09E-9,14.87E-9,0.000,27.28,27.21,27.13,27.05,26.97,26.89,26.82,26.74,26.66,26.58,26.51,26.43,0.000,12.18E-9,17.84E-9,24.60E-9,33.66E-9,45.87E-9,62.33E-9,84.49E-9,114.3E-9,154.3E-9,207.8E-9,279.5E-9,375.3E-9,0.000,777.3E-12,1.114E-9,1.501E-9,2.004E-9,2.663E-9,3.526E-9,4.655E-9,6.128E-9,8.045E-9,10.53E-9,13.76E-9,17.92E-9,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,0.000,2.362E6,3.491E6,4.856E6,6.689E6,9.163E6,12.50E6,17.01E6,23.07E6,31.21E6,42.14E6,56.77E6,76.34E6,8.802E-9,2.351E-9,2.184E-9,2.895E-9,3.909E-9,5.286E-9,7.143E-9,9.641E-9,12.99E-9,17.47E-9,23.46E-9,31.46E-9,42.11E-9,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,365.9E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,320.3E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18,96.10E-18
50.00E-3,0.000,5.217,8.270,8.614,8.731,8.798,8.846,8.885,8.920,8.952,8.981,9.009,9.034,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.6E-3,102.9E-3,103.1E-3,103.3E-3,103.5E-3,103.7E-3,104.0E-3,104.2E-3,104.4E-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,INF,57.21E6,78.21E6,85.14E6,83.06E6,76.27E6,67.43E6,58.09E6,49.14E6,40.99E6,33.84E6,27.71E6,22.54E6,14.33E-12,1.771E-9,2.594E-9,3.579E-9,4.896E-9,6.668E-9,9.052E-9,12.26E-9,16.55E-9,22.30E-9,29.99E-9,40.24E-9,53.90E-9,0.000,27.31,27.24,27.16,27.08,27.00,26.92,26.84,26.76,26.68,26.60,26.51,26.43,0.000,47.73E-9,69.64E-9,95.69E-9,130.4E-9,177.0E-9,239.5E-9,323.4E-9,435.7E-9,585.7E-9,785.9E-9,1.053E-6,1.407E-6,0.000,2.990E-9,4.270E-9,5.729E-9,7.616E-9,10.08E-9,13.29E-9,17.47E-9,22.89E-9,29.92E-9,39.01E-9,50.71E-9,65.75E-9,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,0.000,9.199E6,13.55E6,18.79E6,25.79E6,35.22E6,47.88E6,64.89E6,87.69E6,118.2E6,159.0E6,213.3E6,285.6E6,34.51E-9,9.149E-9,8.421E-9,11.11E-9,14.94E-9,20.12E-9,27.08E-9,36.40E-9,48.84E-9,65.43E-9,87.51E-9,116.8E-9,155.8E-9,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,368.7E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,320.9E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18,94.48E-18
100.0E-3,0.000,5.251,8.376,8.732,8.853,8.921,8.970,9.009,9.045,9.077,9.107,9.134,9.159,101.9E-3,102.0E-3,102.2E-3,102.4E-3,102.7E-3,102.9E-3,103.1E-3,103.3E-3,103.6E-3,103.8E-3,104.0E-3,104.2E-3,104.5E-3,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,14.60E6,20.03E6,21.89E6,21.44E6,19.77E6,17.55E6,15.18E6,12.89E6,10.80E6,8.955E6,7.365E6,6.019E6,14.29E-12,6.874E-9,10.02E-9,13.76E-9,18.74E-9,25.41E-9,34.35E-9,46.32E-9,62.32E-9,83.67E-9,112.1E-9,149.9E-9,200.0E-9,0.000,27.33,27.26,27.18,27.09,27.01,26.93,26.84,26.75,26.66,26.57,26.47,26.36,0.000,187.2E-9,272.2E-9,372.5E-9,505.6E-9,683.3E-9,920.8E-9,1.238E-6,1.660E-6,2.222E-6,2.967E-6,3.953E-6,5.256E-6,0.000,11.53E-9,16.40E-9,21.90E-9,28.99E-9,38.19E-9,50.13E-9,65.59E-9,85.57E-9,111.3E-9,144.3E-9,186.6E-9,240.5E-9,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,0.000,35.92E6,52.68E6,72.77E6,99.58E6,135.5E6,183.5E6,247.8E6,333.4E6,447.5E6,599.0E6,799.8E6,1.065E9,135.5E-9,35.65E-9,32.50E-9,42.66E-9,57.11E-9,76.59E-9,102.7E-9,137.4E-9,183.6E-9,244.8E-9,325.8E-9,432.8E-9,573.8E-9,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,370.8E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,321.6E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18,92.94E-18
150.0E-3,0.000,5.284,8.483,8.852,8.977,9.047,9.096,9.136,9.172,9.204,9.234,9.261,9.285,101.9E-3,102.0E-3,102.2E-3,102.5E-3,102.7E-3,102.9E-3,103.2E-3,103.4E-3,103.6E-3,103.9E-3,104.1E-3,104.3E-3,104.6E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,3.721E6,5.124E6,5.623E6,5.532E6,5.123E6,4.568E6,3.971E6,3.389E6,2.854E6,2.380E6,1.969E6,1.621E6,14.23E-12,26.90E-9,39.07E-9,53.40E-9,72.39E-9,97.71E-9,131.5E-9,176.5E-9,236.3E-9,315.7E-9,420.6E-9,559.1E-9,741.2E-9,0.000,27.34,27.26,27.18,27.08,26.99,26.89,26.78,26.66,26.54,26.40,26.24,26.06,0.000,734.7E-9,1.064E-6,1.450E-6,1.958E-6,2.634E-6,3.531E-6,4.721E-6,6.294E-6,8.368E-6,11.09E-6,14.66E-6,19.30E-6,0.000,44.48E-9,63.03E-9,83.80E-9,110.4E-9,144.6E-9,188.8E-9,245.6E-9,318.4E-9,411.3E-9,529.3E-9,678.4E-9,865.6E-9,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,0.000,140.5E6,205.0E6,281.9E6,384.2E6,520.6E6,702.1E6,943.0E6,1.262E9,1.683E9,2.237E9,2.962E9,3.908E9,532.2E-9,139.1E-9,125.4E-9,163.8E-9,218.2E-9,291.2E-9,388.2E-9,516.7E-9,686.2E-9,909.1E-9,1.201E-6,1.583E-6,2.078E-6,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,372.3E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,322.2E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18,91.47E-18
200.0E-3,0.000,5.306,8.589,8.974,9.102,9.174,9.224,9.264,9.299,9.330,9.359,9.384,9.407,102.0E-3,102.1E-3,102.3E-3,102.5E-3,102.8E-3,103.0E-3,103.2E-3,103.5E-3,103.8E-3,104.0E-3,104.3E-3,104.6E-3,104.9E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,949.1E3,1.312E6,1.447E6,1.431E6,1.333E6,1.196E6,1.047E6,900.3E3,764.8E3,644.0E3,539.0E3,449.4E3,14.13E-12,105.4E-9,152.4E-9,207.3E-9,279.6E-9,375.2E-9,501.8E-9,668.9E-9,888.9E-9,1.177E-6,1.553E-6,2.041E-6,2.671E-6,0.000,27.29,27.20,27.09,26.96,26.82,26.67,26.49,26.28,26.04,25.77,25.44,25.07,0.000,2.876E-6,4.146E-6,5.616E-6,7.536E-6,10.06E-6,13.38E-6,17.71E-6,23.35E-6,30.65E-6,40.01E-6,51.93E-6,66.95E-6,0.000,171.3E-9,241.6E-9,319.3E-9,417.7E-9,543.2E-9,703.1E-9,905.6E-9,1.161E-6,1.479E-6,1.874E-6,2.358E-6,2.945E-6,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,695.1E-18,0.000,548.5E6,795.4E6,1.087E9,1.472E9,1.982E9,2.653E9,3.531E9,4.675E9,6.156E9,8.059E9,10.48E9,13.55E9,2.088E-6,542.0E-9,482.7E-9,625.8E-9,827.9E-9,1.097E-6,1.450E-6,1.912E-6,2.512E-6,3.285E-6,4.275E-6,5.533E-6,7.118E-6,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,373.6E-18,695.1E-18,675.4E-18,657.7E-18,641.6E-18,627.0E-18,613.6E-18,601.3E-18,590.0E-18,579.4E-18,569.7E-18,560.5E-18,552.0E-18,544.0E-18,373.6E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,323.0E-18,90.04E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18,90.05E-18
250.0E-3,0.000,5.290,8.682,9.091,9.225,9.297,9.347,9.386,9.419,9.448,9.473,9.495,9.513,102.1E-3,102.2E-3,102.4E-3,102.7E-3,102.9E-3,103.2E-3,103.5E-3,103.8E-3,104.2E-3,104.6E-3,105.0E-3,105.5E-3,106.1E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,INF,243.6E3,338.6E3,376.3E3,375.3E3,353.0E3,320.4E3,284.1E3,248.1E3,214.5E3,184.3E3,157.9E3,135.0E3,13.99E-12,410.5E-9,590.6E-9,797.4E-9,1.066E-6,1.416E-6,1.873E-6,2.464E-6,3.225E-6,4.196E-6,5.426E-6,6.969E-6,8.888E-6,0.000,27.05,26.91,26.72,26.48,26.20,25.88,25.50,25.07,24.59,24.04,23.44,22.79,0.000,11.10E-6,15.90E-6,21.30E-6,28.22E-6,37.11E-6,48.47E-6,62.84E-6,80.85E-6,103.2E-6,130.4E-6,163.3E-6,202.5E-6,0.000,651.4E-9,912.1E-9,1.192E-6,1.539E-6,1.971E-6,2.505E-6,3.158E-6,3.948E-6,4.891E-6,5.998E-6,7.280E-6,8.740E-6,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,695.2E-18,0.000,2.112E9,3.037E9,4.099E9,5.482E9,7.274E9,9.571E9,12.48E9,16.14E9,20.66E9,26.21E9,32.91E9,40.89E9,8.112E-6,2.099E-6,1.831E-6,2.343E-6,3.059E-6,3.992E-6,5.185E-6,6.695E-6,8.584E-6,10.92E-6,13.77E-6,17.20E-6,21.29E-6,375.6E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,375.9E-18,695.2E-18,675.5E-18,657.7E-18,641.7E-18,627.1E-18,613.7E-18,601.4E-18,590.0E-18,579.5E-18,569.7E-18,560.6E-18,552.0E-18,544.0E-18,375.6E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,323.8E-18,88.52E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18,88.61E-18
300.0E-3,0.000,5.141,8.723,9.186,9.331,9.406,9.455,9.491,9.521,9.547,9.569,9.587,9.601,102.3E-3,102.4E-3,102.7E-3,103.1E-3,103.5E-3,103.9E-3,104.4E-3,105.0E-3,105.7E-3,106.5E-3,107.4E-3,108.4E-3,109.6E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,INF,64.15E3,89.99E3,101.5E3,103.0E3,98.88E3,91.84E3,83.58E3,75.13E3,67.03E3,59.57E3,52.87E3,46.94E3,13.79E-12,1.559E-6,2.223E-6,2.957E-6,3.883E-6,5.057E-6,6.533E-6,8.375E-6,10.65E-6,13.43E-6,16.79E-6,20.81E-6,25.57E-6,0.000,26.16,25.92,25.50,25.02,24.46,23.85,23.19,22.48,21.74,20.96,20.17,19.36,0.000,40.78E-6,57.60E-6,75.41E-6,97.15E-6,123.7E-6,155.8E-6,194.2E-6,239.4E-6,291.9E-6,351.9E-6,419.6E-6,495.0E-6,0.000,2.357E-6,3.255E-6,4.156E-6,5.216E-6,6.467E-6,7.925E-6,9.602E-6,11.50E-6,13.61E-6,15.92E-6,18.40E-6,21.03E-6,695.8E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,695.6E-18,0.000,7.676E9,10.88E9,14.32E9,18.61E9,23.92E9,30.38E9,38.11E9,47.23E9,57.81E9,69.94E9,83.64E9,98.89E9,30.41E-6,7.932E-6,6.603E-6,8.210E-6,10.41E-6,13.15E-6,16.48E-6,20.46E-6,25.15E-6,30.57E-6,36.78E-6,43.77E-6,51.56E-6,384.0E-18,385.4E-18,385.4E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,385.3E-18,695.8E-18,675.7E-18,658.0E-18,641.9E-18,627.3E-18,613.9E-18,601.6E-18,590.3E-18,579.7E-18,570.0E-18,560.8E-18,552.3E-18,544.3E-18,384.0E-18,373.4E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,324.6E-18,86.21E-18,86.73E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18,86.74E-18
350.0E-3,0.000,4.656,8.610,9.219,9.400,9.486,9.537,9.574,9.603,9.627,9.646,9.660,9.670,103.2E-3,103.4E-3,103.9E-3,104.5E-3,105.3E-3,106.2E-3,107.3E-3,108.5E-3,109.9E-3,111.4E-3,113.1E-3,115.0E-3,117.0E-3,3.000,3.000,3.000,3.000,3.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,INF,18.25E3,25.98E3,30.10E3,31.54E3,31.33E3,30.17E3,28.53E3,26.67E3,24.77E3,22.92E3,21.18E3,19.58E3,13.50E-12,5.479E-6,7.698E-6,9.966E-6,12.68E-6,15.96E-6,19.88E-6,24.54E-6,30.00E-6,36.34E-6,43.63E-6,51.93E-6,61.29E-6,0.000,23.83,23.52,22.85,22.11,21.32,20.51,19.69,18.86,18.03,17.22,16.42,15.65,0.000,130.6E-6,181.1E-6,227.8E-6,280.4E-6,340.3E-6,407.8E-6,483.0E-6,565.6E-6,655.2E-6,751.2E-6,852.8E-6,959.3E-6,0.000,7.438E-6,10.08E-6,12.37E-6,14.84E-6,17.53E-6,20.45E-6,23.55E-6,26.82E-6,30.19E-6,33.62E-6,37.06E-6,40.45E-6,698.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,697.6E-18,0.000,23.41E9,32.55E9,41.12E9,50.98E9,62.42E9,75.44E9,89.98E9,106.0E9,123.3E9,141.8E9,161.5E9,182.1E9,103.2E-6,28.04E-6,21.03E-6,24.70E-6,29.83E-6,35.87E-6,42.76E-6,50.45E-6,58.90E-6,68.07E-6,77.88E-6,88.28E-6,99.20E-6,422.3E-18,430.5E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,430.3E-18,698.6E-18,677.0E-18,659.2E-18,643.2E-18,628.6E-18,615.2E-18,602.9E-18,591.5E-18,581.0E-18,571.2E-18,562.1E-18,553.5E-18,545.5E-18,422.3E-18,374.6E-18,372.3E-18,368.7E-18,362.6E-18,354.9E-18,347.5E-18,341.5E-18,336.7E-18,333.0E-18,330.0E-18,327.6E-18,325.5E-18,80.07E-18,82.57E-18,82.61E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18,82.62E-18
400.0E-3,0.000,3.720,8.168,9.130,9.405,9.523,9.588,9.630,9.660,9.684,9.701,9.713,9.719,105.9E-3,106.3E-3,107.4E-3,108.8E-3,110.3E-3,112.0E-3,113.9E-3,116.0E-3,118.2E-3,120.6E-3,123.1E-3,125.7E-3,128.5E-3,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,INF,6.084E3,8.761E3,10.52E3,11.47E3,11.87E3,11.92E3,11.74E3,11.43E3,11.04E3,10.62E3,10.18E3,9.748E3,13.02E-12,16.44E-6,22.83E-6,28.52E-6,34.87E-6,42.12E-6,50.35E-6,59.62E-6,70.00E-6,81.51E-6,94.19E-6,108.0E-6,123.1E-6,0.000,19.92,19.82,19.10,18.29,17.47,16.66,15.87,15.11,14.37,13.67,13.01,12.38,0.000,327.4E-6,452.6E-6,544.8E-6,637.9E-6,735.8E-6,838.8E-6,946.2E-6,1.057E-3,1.172E-3,1.288E-3,1.405E-3,1.523E-3,0.000,18.43E-6,24.90E-6,29.25E-6,33.40E-6,37.56E-6,41.72E-6,45.86E-6,49.91E-6,53.84E-6,57.59E-6,61.13E-6,64.42E-6,705.8E-18,703.2E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,703.1E-18,0.000,51.50E9,71.50E9,86.32E9,101.6E9,118.0E9,135.6E9,154.0E9,173.1E9,192.6E9,212.4E9,232.4E9,252.6E9,292.1E-6,88.03E-6,55.40E-6,59.67E-6,67.83E-6,77.27E-6,87.49E-6,98.26E-6,109.5E-6,121.0E-6,132.7E-6,144.7E-6,156.8E-6,525.5E-18,561.4E-18,560.7E-18,560.5E-18,560.4E-18,560.4E-18,560.3E-18,560.3E-18,560.3E-18,560.3E-18,560.3E-18,560.3E-18,560.3E-18,705.8E-18,680.9E-18,663.0E-18,646.9E-18,632.3E-18,618.9E-18,606.6E-18,595.3E-18,584.7E-18,574.9E-18,565.8E-18,557.3E-18,549.3E-18,525.5E-18,377.7E-18,373.5E-18,370.8E-18,365.9E-18,358.8E-18,351.0E-18,344.3E-18,339.0E-18,334.8E-18,331.4E-18,328.7E-18,326.5E-18,65.88E-18,72.96E-18,73.18E-18,73.21E-18,73.22E-18,73.22E-18,73.22E-18,73.22E-18,73.22E-18,73.22E-18,73.22E-18,73.22E-18,73.22E-18
