vgs ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 
750.0E-3,211.0E-3,212.7E-3,216.9E-3,221.6E-3,226.4E-3,231.3E-3,236.2E-3,241.2E-3,246.2E-3,251.2E-3,256.3E-3,261.4E-3,266.6E-3,0.000,427.7E-3,1.480,3.406,5.481,7.004,7.949,8.516,8.863,9.085,9.231,9.327,9.385,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,1.023E-12,383.5E-6,608.2E-6,725.3E-6,796.4E-6,850.1E-6,896.9E-6,940.5E-6,982.7E-6,1.024E-3,1.065E-3,1.106E-3,1.147E-3,0.000,3.374,3.848,4.080,4.119,4.067,3.977,3.874,3.765,3.658,3.552,3.449,3.351,4.592E-3,3.025E-3,1.581E-3,868.7E-6,598.5E-6,493.6E-6,448.8E-6,427.8E-6,417.5E-6,412.3E-6,409.8E-6,409.0E-6,409.4E-6,0.000,1.294E-3,2.340E-3,2.959E-3,3.280E-3,3.457E-3,3.567E-3,3.643E-3,3.700E-3,3.746E-3,3.783E-3,3.815E-3,3.842E-3,0.000,73.31E-6,127.2E-6,155.4E-6,167.3E-6,171.5E-6,172.1E-6,170.8E-6,168.6E-6,165.7E-6,162.3E-6,158.6E-6,154.7E-6,0.000,116.5E9,221.3E9,286.2E9,319.9E9,338.5E9,350.1E9,358.6E9,365.8E9,372.2E9,377.7E9,382.4E9,386.3E9,691.6E-18,672.9E-18,654.9E-18,640.0E-18,627.2E-18,615.7E-18,605.0E-18,595.2E-18,586.0E-18,577.5E-18,569.5E-18,562.0E-18,554.9E-18,691.6E-18,690.1E-18,688.4E-18,687.8E-18,687.6E-18,687.5E-18,687.4E-18,687.4E-18,687.4E-18,687.4E-18,687.4E-18,687.4E-18,687.4E-18,902.8E-18,1.043E-15,1.191E-15,1.219E-15,1.222E-15,1.222E-15,1.221E-15,1.221E-15,1.220E-15,1.220E-15,1.220E-15,1.220E-15,1.220E-15,902.8E-18,707.0E-18,469.4E-18,401.2E-18,384.0E-18,377.9E-18,374.2E-18,369.7E-18,363.2E-18,355.3E-18,347.8E-18,341.7E-18,336.9E-18
800.0E-3,234.3E-3,236.1E-3,240.5E-3,245.4E-3,250.4E-3,255.5E-3,260.7E-3,265.8E-3,271.0E-3,276.2E-3,281.4E-3,286.7E-3,292.0E-3,0.000,328.5E-3,1.117,2.650,4.568,6.215,7.359,8.094,8.562,8.866,9.070,9.206,9.293,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-19.20E-12,445.4E-6,722.7E-6,872.5E-6,961.2E-6,1.025E-3,1.077E-3,1.125E-3,1.170E-3,1.213E-3,1.256E-3,1.298E-3,1.340E-3,0.000,2.677,3.105,3.360,3.445,3.437,3.385,3.314,3.236,3.155,3.074,2.995,2.917,5.191E-3,3.631E-3,2.009E-3,1.106E-3,724.9E-6,566.6E-6,495.5E-6,460.6E-6,442.1E-6,431.7E-6,425.7E-6,422.4E-6,420.8E-6,0.000,1.192E-3,2.244E-3,2.931E-3,3.312E-3,3.521E-3,3.646E-3,3.728E-3,3.785E-3,3.828E-3,3.861E-3,3.888E-3,3.911E-3,0.000,68.21E-6,122.4E-6,154.0E-6,168.6E-6,174.1E-6,175.2E-6,174.1E-6,171.7E-6,168.6E-6,165.0E-6,161.1E-6,157.0E-6,0.000,105.3E9,207.3E9,277.7E9,316.8E9,338.4E9,351.3E9,360.1E9,366.9E9,372.8E9,377.9E9,382.2E9,385.7E9,692.4E-18,674.2E-18,656.5E-18,641.5E-18,628.6E-18,617.0E-18,606.3E-18,596.5E-18,587.3E-18,578.7E-18,570.7E-18,563.2E-18,556.1E-18,692.4E-18,691.2E-18,689.6E-18,688.9E-18,688.6E-18,688.5E-18,688.5E-18,688.5E-18,688.4E-18,688.4E-18,688.4E-18,688.4E-18,688.4E-18,913.8E-18,1.038E-15,1.202E-15,1.245E-15,1.252E-15,1.252E-15,1.252E-15,1.252E-15,1.251E-15,1.251E-15,1.251E-15,1.251E-15,1.251E-15,913.8E-18,747.1E-18,501.1E-18,412.8E-18,388.6E-18,380.4E-18,376.2E-18,372.4E-18,366.9E-18,359.4E-18,351.4E-18,344.6E-18,339.2E-18
850.0E-3,258.8E-3,260.6E-3,265.1E-3,270.2E-3,275.5E-3,280.7E-3,286.0E-3,291.3E-3,296.6E-3,301.9E-3,307.3E-3,312.7E-3,318.1E-3,0.000,257.3E-3,857.0E-3,2.062,3.743,5.398,6.689,7.586,8.186,8.588,8.861,9.048,9.172,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-50.50E-12,502.0E-6,831.2E-6,1.017E-3,1.126E-3,1.201E-3,1.260E-3,1.312E-3,1.360E-3,1.406E-3,1.450E-3,1.494E-3,1.537E-3,0.000,2.154,2.532,2.792,2.908,2.934,2.912,2.867,2.812,2.752,2.690,2.629,2.568,5.725E-3,4.202E-3,2.456E-3,1.376E-3,874.8E-6,652.5E-6,548.5E-6,495.8E-6,467.1E-6,450.4E-6,440.2E-6,433.9E-6,430.2E-6,0.000,1.081E-3,2.105E-3,2.838E-3,3.274E-3,3.522E-3,3.669E-3,3.761E-3,3.824E-3,3.868E-3,3.901E-3,3.926E-3,3.946E-3,0.000,62.40E-6,115.4E-6,149.3E-6,166.6E-6,173.9E-6,176.0E-6,175.4E-6,173.2E-6,170.1E-6,166.6E-6,162.6E-6,158.4E-6,0.000,94.26E9,190.9E9,264.3E9,308.5E9,333.6E9,348.5E9,358.1E9,365.1E9,370.9E9,375.9E9,380.1E9,383.4E9,693.0E-18,675.1E-18,657.8E-18,642.7E-18,629.7E-18,618.0E-18,607.4E-18,597.5E-18,588.3E-18,579.8E-18,571.7E-18,564.2E-18,557.1E-18,693.0E-18,692.0E-18,690.6E-18,689.8E-18,689.5E-18,689.4E-18,689.4E-18,689.3E-18,689.3E-18,689.3E-18,689.3E-18,689.3E-18,689.3E-18,921.8E-18,1.032E-15,1.203E-15,1.262E-15,1.274E-15,1.276E-15,1.276E-15,1.275E-15,1.275E-15,1.275E-15,1.275E-15,1.274E-15,1.274E-15,921.8E-18,779.1E-18,533.9E-18,426.6E-18,394.3E-18,383.2E-18,378.2E-18,374.6E-18,370.0E-18,363.4E-18,355.4E-18,347.9E-18,341.8E-18
900.0E-3,284.1E-3,286.0E-3,290.7E-3,295.9E-3,301.2E-3,306.6E-3,312.0E-3,317.4E-3,322.8E-3,328.3E-3,333.7E-3,339.2E-3,344.7E-3,0.000,205.2E-3,669.6E-3,1.616,3.040,4.610,5.976,7.009,7.740,8.248,8.601,8.848,9.018,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-98.84E-12,553.0E-6,932.1E-6,1.155E-3,1.287E-3,1.375E-3,1.443E-3,1.500E-3,1.551E-3,1.599E-3,1.645E-3,1.690E-3,1.734E-3,0.000,1.756,2.088,2.341,2.476,2.527,2.529,2.505,2.468,2.424,2.378,2.330,2.282,6.198E-3,4.731E-3,2.906E-3,1.672E-3,1.049E-3,754.0E-6,610.5E-6,535.9E-6,494.5E-6,470.0E-6,454.8E-6,445.0E-6,438.8E-6,0.000,970.8E-6,1.946E-3,2.703E-3,3.187E-3,3.476E-3,3.648E-3,3.756E-3,3.828E-3,3.877E-3,3.912E-3,3.938E-3,3.957E-3,0.000,56.50E-6,107.5E-6,142.8E-6,162.6E-6,171.8E-6,175.2E-6,175.3E-6,173.6E-6,170.9E-6,167.5E-6,163.7E-6,159.6E-6,0.000,83.83E9,173.9E9,248.4E9,296.7E9,325.5E9,342.8E9,353.8E9,361.3E9,367.2E9,372.3E9,376.6E9,380.0E9,693.5E-18,675.9E-18,658.8E-18,643.7E-18,630.6E-18,618.9E-18,608.2E-18,598.3E-18,589.2E-18,580.6E-18,572.6E-18,565.0E-18,557.9E-18,693.5E-18,692.7E-18,691.4E-18,690.6E-18,690.3E-18,690.1E-18,690.1E-18,690.0E-18,690.0E-18,690.0E-18,690.0E-18,690.0E-18,690.0E-18,927.4E-18,1.026E-15,1.198E-15,1.272E-15,1.289E-15,1.293E-15,1.294E-15,1.294E-15,1.293E-15,1.293E-15,1.293E-15,1.293E-15,1.292E-15,927.4E-18,804.6E-18,566.5E-18,442.3E-18,401.0E-18,386.5E-18,380.3E-18,376.5E-18,372.6E-18,367.1E-18,359.6E-18,351.6E-18,344.7E-18
950.0E-3,310.2E-3,312.1E-3,316.9E-3,322.2E-3,327.7E-3,333.1E-3,338.6E-3,344.1E-3,349.6E-3,355.2E-3,360.7E-3,366.3E-3,371.8E-3,0.000,166.2E-3,532.5E-3,1.281,2.465,3.891,5.261,6.387,7.235,7.850,8.290,8.605,8.828,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-173.4E-12,598.6E-6,1.025E-3,1.286E-3,1.443E-3,1.547E-3,1.624E-3,1.686E-3,1.742E-3,1.792E-3,1.840E-3,1.886E-3,1.932E-3,0.000,1.448,1.739,1.980,2.125,2.194,2.214,2.207,2.185,2.154,2.120,2.083,2.045,6.616E-3,5.216E-3,3.347E-3,1.987E-3,1.245E-3,872.2E-6,683.3E-6,582.7E-6,525.9E-6,491.9E-6,470.5E-6,456.6E-6,447.5E-6,0.000,867.0E-6,1.782E-3,2.545E-3,3.067E-3,3.394E-3,3.595E-3,3.722E-3,3.805E-3,3.861E-3,3.901E-3,3.929E-3,3.950E-3,0.000,50.82E-6,99.28E-6,135.5E-6,157.3E-6,168.6E-6,173.5E-6,174.6E-6,173.6E-6,171.3E-6,168.2E-6,164.6E-6,160.7E-6,0.000,74.36E9,157.5E9,231.3E9,282.8E9,315.1E9,335.0E9,347.6E9,356.1E9,362.4E9,367.6E9,372.1E9,375.8E9,694.0E-18,676.5E-18,659.7E-18,644.6E-18,631.4E-18,619.7E-18,608.9E-18,599.1E-18,589.9E-18,581.3E-18,573.3E-18,565.7E-18,558.6E-18,694.0E-18,693.2E-18,692.1E-18,691.3E-18,690.9E-18,690.7E-18,690.6E-18,690.6E-18,690.6E-18,690.6E-18,690.5E-18,690.5E-18,690.5E-18,931.4E-18,1.019E-15,1.189E-15,1.275E-15,1.300E-15,1.306E-15,1.307E-15,1.307E-15,1.307E-15,1.307E-15,1.307E-15,1.306E-15,1.306E-15,931.4E-18,825.0E-18,597.9E-18,459.6E-18,408.8E-18,390.3E-18,382.5E-18,378.3E-18,374.8E-18,370.3E-18,363.6E-18,355.6E-18,348.0E-18
1.000,336.8E-3,338.8E-3,343.7E-3,349.1E-3,354.6E-3,360.2E-3,365.7E-3,371.3E-3,376.9E-3,382.5E-3,388.1E-3,393.7E-3,399.4E-3,0.000,136.5E-3,430.2E-3,1.029,2.005,3.264,4.578,5.748,6.687,7.401,7.930,8.319,8.600,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-288.1E-12,639.2E-6,1.109E-3,1.408E-3,1.593E-3,1.714E-3,1.801E-3,1.871E-3,1.930E-3,1.984E-3,2.034E-3,2.082E-3,2.128E-3,0.000,1.208,1.463,1.688,1.837,1.918,1.952,1.959,1.948,1.929,1.904,1.876,1.846,6.984E-3,5.656E-3,3.774E-3,2.312E-3,1.459E-3,1.007E-3,768.1E-6,637.5E-6,562.5E-6,517.1E-6,488.3E-6,469.4E-6,456.8E-6,0.000,772.2E-6,1.624E-3,2.378E-3,2.926E-3,3.287E-3,3.517E-3,3.664E-3,3.761E-3,3.827E-3,3.873E-3,3.905E-3,3.928E-3,0.000,45.51E-6,91.32E-6,127.8E-6,151.5E-6,164.8E-6,171.2E-6,173.5E-6,173.3E-6,171.5E-6,168.9E-6,165.6E-6,162.0E-6,0.000,65.91E9,142.2E9,214.1E9,267.7E9,303.0E9,325.6E9,340.1E9,349.8E9,356.7E9,362.2E9,366.9E9,370.8E9,694.3E-18,677.0E-18,660.4E-18,645.3E-18,632.1E-18,620.3E-18,609.6E-18,599.6E-18,590.4E-18,581.9E-18,573.8E-18,566.3E-18,559.2E-18,694.3E-18,693.6E-18,692.6E-18,691.8E-18,691.4E-18,691.2E-18,691.1E-18,691.1E-18,691.0E-18,691.0E-18,691.0E-18,691.0E-18,691.0E-18,934.1E-18,1.013E-15,1.177E-15,1.274E-15,1.306E-15,1.315E-15,1.317E-15,1.318E-15,1.318E-15,1.317E-15,1.317E-15,1.317E-15,1.317E-15,934.1E-18,841.3E-18,627.5E-18,478.2E-18,417.8E-18,394.8E-18,385.0E-18,380.0E-18,376.6E-18,372.9E-18,367.3E-18,359.7E-18,351.7E-18
1.050,364.0E-3,366.0E-3,370.9E-3,376.4E-3,382.0E-3,387.6E-3,393.2E-3,398.9E-3,404.5E-3,410.2E-3,415.9E-3,421.5E-3,427.2E-3,0.000,113.5E-3,352.7E-3,836.6E-3,1.642,2.733,3.953,5.119,6.117,6.913,7.526,7.989,8.334,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-464.4E-12,675.4E-6,1.186E-3,1.523E-3,1.735E-3,1.875E-3,1.974E-3,2.052E-3,2.117E-3,2.174E-3,2.227E-3,2.276E-3,2.324E-3,0.000,1.017,1.242,1.451,1.599,1.687,1.732,1.749,1.748,1.737,1.720,1.699,1.676,7.309E-3,6.055E-3,4.180E-3,2.641E-3,1.689E-3,1.157E-3,865.2E-6,701.0E-6,605.1E-6,546.4E-6,508.9E-6,484.2E-6,467.4E-6,0.000,687.0E-6,1.474E-3,2.209E-3,2.774E-3,3.163E-3,3.420E-3,3.589E-3,3.701E-3,3.777E-3,3.831E-3,3.868E-3,3.895E-3,0.000,40.62E-6,83.79E-6,120.3E-6,145.6E-6,160.7E-6,168.7E-6,172.2E-6,172.9E-6,171.9E-6,169.7E-6,166.9E-6,163.6E-6,0.000,58.46E9,128.2E9,197.4E9,252.1E9,290.0E9,315.0E9,331.5E9,342.5E9,350.3E9,356.2E9,361.1E9,365.4E9,694.6E-18,677.4E-18,661.0E-18,646.0E-18,632.7E-18,620.8E-18,610.1E-18,600.1E-18,590.9E-18,582.3E-18,574.3E-18,566.8E-18,559.7E-18,694.6E-18,694.0E-18,693.1E-18,692.3E-18,691.8E-18,691.6E-18,691.5E-18,691.5E-18,691.4E-18,691.4E-18,691.4E-18,691.4E-18,691.4E-18,935.7E-18,1.006E-15,1.163E-15,1.270E-15,1.309E-15,1.321E-15,1.324E-15,1.325E-15,1.325E-15,1.325E-15,1.325E-15,1.325E-15,1.324E-15,935.7E-18,854.3E-18,655.0E-18,497.7E-18,427.8E-18,399.9E-18,387.8E-18,381.9E-18,378.3E-18,374.9E-18,370.5E-18,363.8E-18,355.7E-18
1.100,391.5E-3,393.6E-3,398.5E-3,404.1E-3,409.7E-3,415.4E-3,421.1E-3,426.8E-3,432.5E-3,438.2E-3,443.9E-3,449.6E-3,455.3E-3,0.000,95.29E-3,292.8E-3,688.9E-3,1.356,2.292,3.397,4.522,5.544,6.401,7.088,7.622,8.031,1.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-735.5E-12,707.6E-6,1.256E-3,1.628E-3,1.869E-3,2.029E-3,2.142E-3,2.229E-3,2.300E-3,2.361E-3,2.417E-3,2.468E-3,2.517E-3,0.000,863.9E-3,1.064,1.256,1.400,1.492,1.545,1.570,1.577,1.573,1.563,1.548,1.530,7.596E-3,6.415E-3,4.563E-3,2.969E-3,1.929E-3,1.321E-3,974.2E-6,773.7E-6,654.3E-6,580.4E-6,532.9E-6,501.2E-6,479.6E-6,0.000,611.3E-6,1.336E-3,2.045E-3,2.617E-3,3.028E-3,3.310E-3,3.499E-3,3.627E-3,3.715E-3,3.777E-3,3.820E-3,3.851E-3,0.000,36.15E-6,76.75E-6,113.1E-6,139.6E-6,156.5E-6,166.1E-6,170.9E-6,172.6E-6,172.3E-6,170.8E-6,168.4E-6,165.5E-6,0.000,51.91E9,115.6E9,181.6E9,236.5E9,276.4E9,303.7E9,322.0E9,334.5E9,343.2E9,349.7E9,354.9E9,359.4E9,694.9E-18,677.7E-18,661.5E-18,646.5E-18,633.2E-18,621.3E-18,610.5E-18,600.6E-18,591.3E-18,582.7E-18,574.7E-18,567.1E-18,560.0E-18,694.9E-18,694.3E-18,693.5E-18,692.7E-18,692.2E-18,692.0E-18,691.9E-18,691.8E-18,691.8E-18,691.8E-18,691.7E-18,691.7E-18,691.7E-18,936.6E-18,1.000E-15,1.148E-15,1.262E-15,1.308E-15,1.324E-15,1.329E-15,1.330E-15,1.331E-15,1.330E-15,1.330E-15,1.330E-15,1.330E-15,936.6E-18,864.7E-18,680.1E-18,517.9E-18,438.8E-18,405.6E-18,391.1E-18,383.9E-18,379.8E-18,376.7E-18,373.0E-18,367.5E-18,359.9E-18
1.150,419.4E-3,421.4E-3,426.5E-3,432.1E-3,437.8E-3,443.5E-3,449.2E-3,454.9E-3,460.7E-3,466.4E-3,472.2E-3,478.0E-3,483.7E-3,0.000,80.76E-3,245.9E-3,573.7E-3,1.130,1.930,2.915,3.972,4.986,5.880,6.624,7.224,7.695,1.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-1.152E-9,736.2E-6,1.319E-3,1.726E-3,1.996E-3,2.177E-3,2.305E-3,2.401E-3,2.479E-3,2.545E-3,2.604E-3,2.657E-3,2.708E-3,0.000,739.3E-3,917.3E-3,1.094,1.233,1.327,1.384,1.415,1.429,1.431,1.426,1.416,1.403,7.849E-3,6.739E-3,4.923E-3,3.292E-3,2.177E-3,1.496E-3,1.094E-3,855.5E-6,710.4E-6,619.5E-6,560.4E-6,520.9E-6,493.7E-6,0.000,544.2E-6,1.210E-3,1.889E-3,2.460E-3,2.887E-3,3.190E-3,3.398E-3,3.542E-3,3.642E-3,3.713E-3,3.763E-3,3.799E-3,0.000,32.08E-6,70.22E-6,106.3E-6,133.9E-6,152.3E-6,163.6E-6,169.7E-6,172.4E-6,172.9E-6,172.0E-6,170.1E-6,167.6E-6,0.000,46.16E9,104.3E9,166.8E9,221.4E9,262.6E9,291.8E9,311.9E9,325.9E9,335.7E9,342.8E9,348.3E9,353.1E9,695.1E-18,678.0E-18,661.9E-18,647.0E-18,633.6E-18,621.7E-18,610.9E-18,600.9E-18,591.7E-18,583.1E-18,575.0E-18,567.5E-18,560.4E-18,695.1E-18,694.5E-18,693.8E-18,693.0E-18,692.6E-18,692.3E-18,692.2E-18,692.1E-18,692.1E-18,692.0E-18,692.0E-18,692.0E-18,692.0E-18,936.8E-18,994.7E-18,1.133E-15,1.251E-15,1.305E-15,1.324E-15,1.331E-15,1.333E-15,1.334E-15,1.334E-15,1.334E-15,1.334E-15,1.334E-15,936.8E-18,873.0E-18,702.8E-18,538.3E-18,450.8E-18,412.1E-18,394.7E-18,386.2E-18,381.4E-18,378.2E-18,375.0E-18,370.6E-18,363.9E-18
1.200,447.5E-3,449.6E-3,454.7E-3,460.3E-3,466.1E-3,471.8E-3,477.6E-3,483.4E-3,489.1E-3,494.9E-3,500.7E-3,506.5E-3,512.3E-3,0.000,68.97E-3,208.4E-3,482.8E-3,950.3E-3,1.634,2.503,3.478,4.459,5.364,6.149,6.802,7.330,1.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-1.791E-9,761.6E-6,1.377E-3,1.817E-3,2.114E-3,2.317E-3,2.460E-3,2.568E-3,2.653E-3,2.725E-3,2.787E-3,2.844E-3,2.896E-3,0.000,636.8E-3,796.3E-3,958.6E-3,1.091,1.184,1.245,1.281,1.300,1.307,1.306,1.300,1.291,8.073E-3,7.032E-3,5.259E-3,3.607E-3,2.427E-3,1.680E-3,1.224E-3,945.7E-6,773.3E-6,663.8E-6,592.0E-6,543.5E-6,510.0E-6,0.000,485.0E-6,1.096E-3,1.741E-3,2.307E-3,2.744E-3,3.063E-3,3.289E-3,3.448E-3,3.560E-3,3.640E-3,3.697E-3,3.738E-3,0.000,28.38E-6,64.15E-6,99.76E-6,128.4E-6,148.3E-6,161.0E-6,168.5E-6,172.3E-6,173.7E-6,173.4E-6,172.1E-6,170.0E-6,0.000,41.13E9,94.23E9,153.2E9,206.8E9,248.8E9,279.5E9,301.3E9,316.7E9,327.6E9,335.4E9,341.4E9,346.4E9,695.3E-18,678.2E-18,662.3E-18,647.4E-18,634.0E-18,622.0E-18,611.2E-18,601.2E-18,591.9E-18,583.3E-18,575.3E-18,567.7E-18,560.6E-18,695.3E-18,694.8E-18,694.1E-18,693.3E-18,692.8E-18,692.6E-18,692.4E-18,692.3E-18,692.3E-18,692.3E-18,692.2E-18,692.2E-18,692.2E-18,936.6E-18,989.4E-18,1.119E-15,1.240E-15,1.300E-15,1.323E-15,1.332E-15,1.335E-15,1.336E-15,1.336E-15,1.336E-15,1.336E-15,1.336E-15,936.6E-18,879.6E-18,723.2E-18,558.7E-18,463.6E-18,419.2E-18,398.7E-18,388.6E-18,383.1E-18,379.7E-18,376.7E-18,373.1E-18,367.6E-18
