,vdsat,self_gain,region,ron,id,gmoverid,gmbs,gm,gds,ft,csb,cgs,cdb,cgd,cgb,vsb,w,l,vds,vgs,vearly,cds
0,0.1018,0.0,0.0,inf,8.293e-12,0.0,0.0,0.0,1.053e-08,0.0,7.171e-16,3.659e-16,7.171e-16,3.659e-16,9.96e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.0,,
1,0.1018,0.0,0.0,inf,8.28e-12,0.0,0.0,0.0,4.116e-08,0.0,7.171e-16,3.687e-16,7.171e-16,3.687e-16,9.78e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.05,,
2,0.1019,0.0,0.0,inf,8.243e-12,0.0,0.0,0.0,1.611e-07,0.0,7.171e-16,3.708e-16,7.171e-16,3.708e-16,9.61e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.1,,
3,0.1019,0.0,3.0,inf,8.177e-12,0.0,0.0,0.0,6.309e-07,0.0,7.171e-16,3.723e-16,7.171e-16,3.723e-16,9.447e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.15,,
4,0.1019,0.0,3.0,inf,8.077e-12,0.0,0.0,0.0,2.467e-06,0.0,7.171e-16,3.737e-16,7.171e-16,3.737e-16,9.289e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.2,,
5,0.102,0.0,3.0,inf,7.936e-12,0.0,0.0,0.0,9.537e-06,0.0,7.173e-16,3.761e-16,7.173e-16,3.761e-16,9.118e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.25,,
6,0.1023,0.0,3.0,inf,7.739e-12,0.0,0.0,0.0,3.539e-05,0.0,7.18e-16,3.866e-16,7.18e-16,3.866e-16,8.843e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.3,,
7,0.1033,0.0,3.0,inf,7.441e-12,0.0,0.0,0.0,0.0001178,0.0,7.215e-16,4.326e-16,7.215e-16,4.326e-16,8.102e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.35,,
8,0.1064,0.0,3.0,inf,6.943e-12,0.0,0.0,0.0,0.0003248,0.0,7.295e-16,5.431e-16,7.295e-16,5.431e-16,6.547e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.4,,
9,0.1134,0.0,1.0,inf,6.087e-12,0.0,0.0,0.0,0.0007165,0.0,7.379e-16,6.637e-16,7.379e-16,6.637e-16,4.923e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.45,,
10,0.1247,0.0,1.0,inf,4.666e-12,0.0,0.0,0.0,0.00129,0.0,7.438e-16,7.511e-16,7.438e-16,7.511e-16,3.766e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.5,,
11,0.1392,0.0,1.0,inf,2.376e-12,0.0,0.0,0.0,0.001988,0.0,7.477e-16,8.093e-16,7.477e-16,8.093e-16,2.995e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.55,,
12,0.1562,0.0,1.0,inf,-1.254e-12,0.0,0.0,0.0,0.002736,0.0,7.503e-16,8.485e-16,7.503e-16,8.485e-16,2.468e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.6,,
13,0.1752,0.0,1.0,inf,-6.956e-12,0.0,0.0,0.0,0.003478,0.0,7.521e-16,8.755e-16,7.521e-16,8.755e-16,2.092e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.65,,
14,0.196,0.0,1.0,inf,-1.586e-11,0.0,0.0,0.0,0.004178,0.0,7.534e-16,8.945e-16,7.534e-16,8.945e-16,1.815e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.7,,
15,0.2184,0.0,1.0,inf,-2.972e-11,0.0,0.0,0.0,0.004819,0.0,7.544e-16,9.082e-16,7.544e-16,9.082e-16,1.603e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.75,,
16,0.242,0.0,1.0,inf,-5.119e-11,0.0,0.0,0.0,0.005396,0.0,7.552e-16,9.18e-16,7.552e-16,9.18e-16,1.436e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.8,,
17,0.2666,0.0,1.0,inf,-8.44e-11,0.0,0.0,0.0,0.005909,0.0,7.558e-16,9.251e-16,7.558e-16,9.251e-16,1.302e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.85,,
18,0.2921,0.0,1.0,inf,-1.356e-10,0.0,0.0,0.0,0.006362,0.0,7.563e-16,9.301e-16,7.563e-16,9.301e-16,1.192e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.9,,
19,0.3183,0.0,1.0,inf,-2.146e-10,0.0,0.0,0.0,0.006761,0.0,7.567e-16,9.336e-16,7.567e-16,9.336e-16,1.1e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,0.95,,
20,0.345,0.0,1.0,inf,-3.359e-10,0.0,0.0,0.0,0.007112,0.0,7.571e-16,9.359e-16,7.571e-16,9.359e-16,1.022e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,1.0,,
21,0.3722,0.0,1.0,inf,-5.225e-10,0.0,0.0,0.0,0.007422,0.0,7.574e-16,9.373e-16,7.574e-16,9.373e-16,9.548e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,1.05,,
22,0.3998,0.0,1.0,inf,-8.09e-10,0.0,0.0,0.0,0.007694,0.0,7.576e-16,9.379e-16,7.576e-16,9.379e-16,8.967e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,1.1,,
23,0.4277,0.0,1.0,inf,-1.249e-09,0.0,0.0,0.0,0.007935,0.0,7.578e-16,9.38e-16,7.578e-16,9.38e-16,8.46e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,1.15,,
24,0.4559,0.0,1.0,inf,-1.924e-09,0.0,0.0,0.0,0.008148,0.0,7.58e-16,9.376e-16,7.58e-16,9.376e-16,8.011e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.0,1.2,,
25,0.1019,5.205,0.0,187600000.0,5.475e-10,27.21,9.627e-10,1.451e-08,2.787e-09,2801000.0,7.171e-16,3.659e-16,6.951e-16,3.588e-16,9.96e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.0,,
26,0.1019,5.241,0.0,48080000.0,2.094e-09,27.24,3.685e-09,5.667e-08,1.081e-08,10880000.0,7.171e-16,3.687e-16,6.951e-16,3.626e-16,9.78e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.05,,
27,0.102,5.276,0.0,12300000.0,8.143e-09,27.27,1.414e-08,2.217e-07,4.202e-08,42360000.0,7.171e-16,3.708e-16,6.951e-16,3.659e-16,9.61e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.1,,
28,0.102,5.308,3.0,3145000.0,3.181e-08,27.28,5.43e-08,8.673e-07,1.634e-07,165200000.0,7.171e-16,3.723e-16,6.951e-16,3.687e-16,9.447e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.15,,
29,0.102,5.329,3.0,804800.0,1.243e-07,27.23,2.081e-07,3.383e-06,6.348e-07,643000000.0,7.171e-16,3.737e-16,6.951e-16,3.708e-16,9.291e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.2,,
30,0.1021,5.304,3.0,207400.0,4.821e-07,26.94,7.856e-07,1.299e-05,2.449e-06,2461000000.0,7.172e-16,3.764e-16,6.952e-16,3.723e-16,9.131e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.25,,
31,0.1024,5.126,3.0,55060.0,1.816e-06,25.93,2.802e-06,4.709e-05,9.185e-06,8806000000.0,7.178e-16,3.884e-16,6.955e-16,3.734e-16,8.912e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.3,,
32,0.1035,4.585,3.0,15920.0,6.28e-06,23.41,8.611e-06,0.000147,3.206e-05,25940000000.0,7.203e-16,4.43e-16,6.971e-16,3.747e-16,8.412e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.35,,
33,0.1068,3.605,1.0,5439.0,1.838e-05,19.4,2.061e-05,0.0003566,9.891e-05,54740000000.0,7.265e-16,5.85e-16,7.015e-16,3.785e-16,7.343e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.4,,
34,0.1142,2.567,1.0,2303.0,4.343e-05,15.06,3.762e-05,0.0006542,0.0002548,85890000000.0,7.336e-16,7.59e-16,7.076e-16,3.928e-16,6.046e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.45,,
35,0.1257,1.825,1.0,1191.0,8.394e-05,11.48,5.567e-05,0.0009634,0.0005278,111600000000.0,7.394e-16,8.951e-16,7.136e-16,4.294e-16,4.883e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.5,,
36,0.1404,1.32,1.0,721.3,0.0001386,8.744,7.076e-05,0.001212,0.0009182,128000000000.0,7.439e-16,9.797e-16,7.188e-16,4.881e-16,3.926e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.55,,
37,0.1575,0.9566,1.0,492.2,0.0002032,6.669,7.993e-05,0.001355,0.001416,133900000000.0,7.473e-16,1.023e-15,7.228e-16,5.557e-16,3.185e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.6,,
38,0.1766,0.6978,1.0,367.6,0.000272,5.116,8.293e-05,0.001392,0.001994,131200000000.0,7.497e-16,1.041e-15,7.258e-16,6.201e-16,2.63e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.65,,
39,0.1976,0.5173,1.0,293.6,0.0003406,3.966,8.128e-05,0.001351,0.002611,123300000000.0,7.515e-16,1.046e-15,7.28e-16,6.757e-16,2.218e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.7,,
40,0.22,0.3914,1.0,246.4,0.0004059,3.116,7.683e-05,0.001265,0.003231,112800000000.0,7.529e-16,1.044e-15,7.297e-16,7.215e-16,1.909e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.75,,
41,0.2437,0.3024,1.0,214.5,0.0004662,2.482,7.1e-05,0.001157,0.003827,101500000000.0,7.539e-16,1.039e-15,7.309e-16,7.585e-16,1.673e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.8,,
42,0.2684,0.2381,1.0,192.0,0.0005209,2.005,6.472e-05,0.001045,0.004387,90570000000.0,7.547e-16,1.032e-15,7.318e-16,7.882e-16,1.488e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.85,,
43,0.294,0.1907,1.0,175.4,0.0005701,1.64,5.85e-05,0.0009351,0.004902,80400000000.0,7.554e-16,1.026e-15,7.326e-16,8.119e-16,1.34e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.9,,
44,0.3202,0.1551,1.0,162.9,0.000614,1.357,5.26e-05,0.0008334,0.005373,71230000000.0,7.559e-16,1.019e-15,7.331e-16,8.309e-16,1.221e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,0.95,,
45,0.347,0.1278,1.0,153.1,0.000653,1.135,4.714e-05,0.0007412,0.005801,63090000000.0,7.563e-16,1.013e-15,7.336e-16,8.461e-16,1.121e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,1.0,,
46,0.3742,0.1065,1.0,145.4,0.0006877,0.9578,4.214e-05,0.0006587,0.006187,55910000000.0,7.567e-16,1.006e-15,7.34e-16,8.583e-16,1.038e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,1.05,,
47,0.4018,0.08959,1.0,139.2,0.0007185,0.8149,3.759e-05,0.0005855,0.006535,49620000000.0,7.57e-16,1e-15,7.343e-16,8.68e-16,9.669e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,1.1,,
48,0.4297,0.07604,1.0,134.1,0.0007459,0.6982,3.345e-05,0.0005208,0.006849,44100000000.0,7.572e-16,9.948e-16,7.346e-16,8.758e-16,9.057e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,1.15,,
49,0.4579,0.06501,1.0,129.8,0.0007703,0.6019,2.969e-05,0.0004636,0.007132,39250000000.0,7.574e-16,9.894e-16,7.349e-16,8.82e-16,8.525e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.1,1.2,,
50,0.1021,8.256,0.0,256600000.0,8.031e-10,27.14,1.375e-09,2.116e-08,2.562e-09,4124000.0,7.171e-16,3.659e-16,6.754e-16,3.51e-16,9.96e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.0,,
51,0.1021,8.363,0.0,65990000.0,3.054e-09,27.17,5.243e-09,8.236e-08,9.848e-09,15960000.0,7.171e-16,3.687e-16,6.754e-16,3.549e-16,9.78e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.05,,
52,0.1022,8.471,0.0,16950000.0,1.182e-08,27.2,2.004e-08,3.21e-07,3.789e-08,61880000.0,7.171e-16,3.708e-16,6.754e-16,3.588e-16,9.61e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.1,,
53,0.1022,8.581,3.0,4349000.0,4.601e-08,27.2,7.667e-08,1.251e-06,1.458e-07,240100000.0,7.171e-16,3.723e-16,6.754e-16,3.626e-16,9.447e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.15,,
54,0.1023,8.689,3.0,1117000.0,1.79e-07,27.13,2.924e-07,4.857e-06,5.59e-07,928500000.0,7.171e-16,3.737e-16,6.754e-16,3.659e-16,9.291e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.2,,
55,0.1024,8.781,3.0,289600.0,6.907e-07,26.8,1.095e-06,1.851e-05,2.108e-06,3522000000.0,7.172e-16,3.764e-16,6.755e-16,3.687e-16,9.131e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.25,,
56,0.1027,8.811,3.0,77610.0,2.577e-06,25.68,3.852e-06,6.617e-05,7.509e-06,12410000000.0,7.178e-16,3.884e-16,6.758e-16,3.708e-16,8.913e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.3,,
57,0.1041,8.668,3.0,22770.0,8.782e-06,23.11,1.163e-05,0.000203,2.342e-05,35920000000.0,7.203e-16,4.428e-16,6.774e-16,3.723e-16,8.418e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.35,,
58,0.108,8.168,2.0,7854.0,2.546e-05,19.35,2.786e-05,0.0004927,6.032e-05,76020000000.0,7.264e-16,5.842e-16,6.816e-16,3.736e-16,7.373e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.4,,
59,0.1161,7.158,2.0,3305.0,6.051e-05,15.33,5.217e-05,0.0009276,0.0001296,123500000000.0,7.332e-16,7.581e-16,6.871e-16,3.755e-16,6.158e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.45,,
60,0.1282,5.799,2.0,1681.0,0.0001189,11.85,7.955e-05,0.00141,0.0002431,168200000000.0,7.385e-16,9.027e-16,6.92e-16,3.797e-16,5.145e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.5,,
61,0.1433,4.46,2.0,997.9,0.0002004,9.17,0.0001045,0.001838,0.0004121,202600000000.0,7.425e-16,1.012e-15,6.96e-16,3.885e-16,4.336e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.55,,
62,0.1608,3.337,2.0,665.5,0.0003005,7.152,0.000123,0.002149,0.0006442,223500000000.0,7.455e-16,1.091e-15,6.994e-16,4.031e-16,3.684e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.6,,
63,0.1802,2.465,2.0,484.7,0.0004127,5.627,0.0001335,0.002322,0.000942,230900000000.0,7.478e-16,1.145e-15,7.022e-16,4.238e-16,3.153e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.65,,
64,0.2014,1.821,1.0,377.3,0.0005301,4.467,0.0001366,0.002368,0.0013,227400000000.0,7.497e-16,1.18e-15,7.046e-16,4.496e-16,2.72e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.7,,
65,0.2241,1.358,1.0,309.0,0.0006472,3.58,0.000134,0.002317,0.001706,216600000000.0,7.511e-16,1.199e-15,7.065e-16,4.792e-16,2.365e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.75,,
66,0.248,1.029,1.0,263.1,0.0007601,2.899,0.0001278,0.002204,0.002141,201700000000.0,7.523e-16,1.207e-15,7.08e-16,5.11e-16,2.075e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.8,,
67,0.2728,0.7937,1.0,230.9,0.0008663,2.374,0.0001198,0.002056,0.002591,185100000000.0,7.533e-16,1.206e-15,7.093e-16,5.434e-16,1.836e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.85,,
68,0.2985,0.6233,1.0,207.3,0.0009647,1.964,0.0001112,0.001895,0.00304,168300000000.0,7.541e-16,1.2e-15,7.103e-16,5.755e-16,1.64e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.9,,
69,0.3248,0.4978,1.0,189.6,0.001055,1.642,0.0001025,0.001732,0.00348,152300000000.0,7.547e-16,1.189e-15,7.112e-16,6.062e-16,1.477e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,0.95,,
70,0.3516,0.4038,1.0,175.9,0.001137,1.386,9.412e-05,0.001576,0.003903,137500000000.0,7.552e-16,1.176e-15,7.119e-16,6.35e-16,1.341e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,1.0,,
71,0.3789,0.3321,1.0,165.0,0.001212,1.18,8.627e-05,0.001429,0.004305,123900000000.0,7.557e-16,1.162e-15,7.125e-16,6.618e-16,1.226e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,1.05,,
72,0.4065,0.2764,1.0,156.3,0.001279,1.012,7.897e-05,0.001295,0.004683,111700000000.0,7.561e-16,1.147e-15,7.13e-16,6.862e-16,1.129e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,1.1,,
73,0.4345,0.2326,1.0,149.2,0.001341,0.8741,7.22e-05,0.001172,0.005039,100800000000.0,7.564e-16,1.132e-15,7.134e-16,7.083e-16,1.046e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,1.15,,
74,0.4627,0.1975,1.0,143.3,0.001396,0.7597,6.593e-05,0.00106,0.00537,90970000000.0,7.566e-16,1.118e-15,7.137e-16,7.281e-16,9.744e-18,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.2,1.2,,
75,0.1023,8.6,0.0,279500000.0,1.111e-09,27.06,1.845e-09,2.905e-08,3.378e-09,5710000.0,7.171e-16,3.659e-16,6.577e-16,3.443e-16,9.96e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.0,,
76,0.1024,8.718,0.0,72150000.0,4.195e-09,27.1,7.006e-09,1.127e-07,1.292e-08,22030000.0,7.171e-16,3.687e-16,6.577e-16,3.475e-16,9.78e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.05,,
77,0.1024,8.84,0.0,18600000.0,1.616e-08,27.12,2.666e-08,4.373e-07,4.947e-08,85100000.0,7.171e-16,3.708e-16,6.577e-16,3.51e-16,9.61e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.1,,
78,0.1024,8.963,3.0,4794000.0,6.262e-08,27.12,1.015e-07,1.697e-06,1.893e-07,328700000.0,7.171e-16,3.723e-16,6.577e-16,3.549e-16,9.447e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.15,,
79,0.1025,9.088,3.0,1238000.0,2.424e-07,27.02,3.848e-07,6.548e-06,7.205e-07,1263000000.0,7.171e-16,3.737e-16,6.577e-16,3.588e-16,9.291e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.2,,
80,0.1026,9.206,3.0,323400.0,9.278e-07,26.59,1.425e-06,2.467e-05,2.679e-06,4728000000.0,7.172e-16,3.764e-16,6.578e-16,3.626e-16,9.131e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.25,,
81,0.1031,9.299,3.0,88040.0,3.408e-06,25.24,4.885e-06,8.601e-05,9.249e-06,16230000000.0,7.178e-16,3.884e-16,6.581e-16,3.659e-16,8.913e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.3,,
82,0.1048,9.323,3.0,26570.0,1.129e-05,22.44,1.416e-05,0.0002534,2.718e-05,45030000000.0,7.203e-16,4.428e-16,6.597e-16,3.687e-16,8.418e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.35,,
83,0.1094,9.214,2.0,9493.0,3.16e-05,18.65,3.255e-05,0.0005895,6.398e-05,91220000000.0,7.264e-16,5.839e-16,6.639e-16,3.708e-16,7.376e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.4,,
84,0.1183,8.872,2.0,4121.0,7.28e-05,14.8,5.925e-05,0.001078,0.0001215,144000000000.0,7.332e-16,7.57e-16,6.693e-16,3.726e-16,6.172e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.45,,
85,0.1311,8.236,2.0,2140.0,0.0001402,11.56,8.937e-05,0.00162,0.0001967,194300000000.0,7.384e-16,9.007e-16,6.74e-16,3.744e-16,5.183e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.5,,
86,0.1467,7.338,2.0,1283.0,0.0002339,9.061,0.0001177,0.002119,0.0002888,235600000000.0,7.422e-16,1.01e-15,6.778e-16,3.77e-16,4.41e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.55,,
87,0.1645,6.266,2.0,856.9,0.0003501,7.186,0.0001404,0.002516,0.0004016,264900000000.0,7.451e-16,1.093e-15,6.808e-16,3.81e-16,3.799e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.6,,
88,0.1843,5.142,2.0,621.2,0.000483,5.766,0.0001556,0.002785,0.0005415,281500000000.0,7.473e-16,1.155e-15,6.833e-16,3.867e-16,3.308e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.65,,
89,0.2058,4.091,2.0,479.3,0.000626,4.674,0.0001632,0.002926,0.0007152,286700000000.0,7.49e-16,1.2e-15,6.854e-16,3.946e-16,2.906e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.7,,
90,0.2287,3.194,2.0,388.0,0.0007731,3.825,0.0001647,0.002958,0.0009261,283000000000.0,7.504e-16,1.233e-15,6.871e-16,4.046e-16,2.575e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.75,,
91,0.2527,2.478,2.0,326.2,0.0009197,3.161,0.0001616,0.002907,0.001173,272900000000.0,7.515e-16,1.256e-15,6.886e-16,4.167e-16,2.298e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.8,,
92,0.2778,1.928,2.0,282.4,0.001062,2.636,0.0001556,0.0028,0.001452,258900000000.0,7.525e-16,1.27e-15,6.898e-16,4.309e-16,2.065e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.85,,
93,0.3035,1.515,1.0,250.3,0.001198,2.218,0.0001481,0.002658,0.001755,242700000000.0,7.532e-16,1.277e-15,6.908e-16,4.468e-16,1.867e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.9,,
94,0.3299,1.204,1.0,226.1,0.001327,1.882,0.00014,0.002498,0.002074,225800000000.0,7.539e-16,1.279e-15,6.917e-16,4.643e-16,1.698e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,0.95,,
95,0.3569,0.9697,1.0,207.3,0.001447,1.61,0.0001317,0.00233,0.002403,208900000000.0,7.544e-16,1.277e-15,6.924e-16,4.831e-16,1.553e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,1.0,,
96,0.3842,0.791,1.0,192.4,0.001559,1.388,0.0001236,0.002163,0.002735,192600000000.0,7.549e-16,1.271e-15,6.931e-16,5.026e-16,1.428e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,1.05,,
97,0.4119,0.653,1.0,180.4,0.001663,1.204,0.0001159,0.002002,0.003065,177100000000.0,7.553e-16,1.262e-15,6.936e-16,5.228e-16,1.319e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,1.1,,
98,0.4399,0.545,1.0,170.6,0.001758,1.051,0.0001086,0.001847,0.00339,162700000000.0,7.556e-16,1.252e-15,6.941e-16,5.431e-16,1.223e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,1.15,,
99,0.4682,0.4594,1.0,162.5,0.001847,0.9219,0.0001017,0.001702,0.003706,149400000000.0,7.559e-16,1.239e-15,6.945e-16,5.634e-16,1.14e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.3,1.2,,
100,0.1025,8.718,0.0,272800000.0,1.522e-09,26.99,2.453e-09,3.957e-08,4.539e-09,7829000.0,7.171e-16,3.659e-16,6.416e-16,3.39e-16,9.96e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.0,,
101,0.1026,8.839,0.0,70710000.0,5.713e-09,27.02,9.277e-09,1.528e-07,1.729e-08,30110000.0,7.171e-16,3.687e-16,6.416e-16,3.415e-16,9.78e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.05,,
102,0.1026,8.964,0.0,18300000.0,2.191e-08,27.04,3.515e-08,5.909e-07,6.591e-08,115900000.0,7.171e-16,3.708e-16,6.416e-16,3.443e-16,9.61e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.1,,
103,0.1026,9.091,3.0,4737000.0,8.45e-08,27.02,1.332e-07,2.282e-06,2.51e-07,446000000.0,7.171e-16,3.723e-16,6.416e-16,3.475e-16,9.447e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.15,,
104,0.1027,9.22,3.0,1230000.0,3.253e-07,26.88,5.012e-07,8.744e-06,9.484e-07,1702000000.0,7.171e-16,3.737e-16,6.417e-16,3.51e-16,9.291e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.2,,
105,0.1029,9.345,3.0,324200.0,1.234e-06,26.33,1.829e-06,3.249e-05,3.476e-06,6285000000.0,7.172e-16,3.764e-16,6.417e-16,3.549e-16,9.131e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.25,,
106,0.1035,9.451,3.0,89940.0,4.447e-06,24.73,6.087e-06,0.00011,1.164e-05,20930000000.0,7.178e-16,3.884e-16,6.42e-16,3.588e-16,8.913e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.3,,
107,0.1056,9.516,3.0,28040.0,1.427e-05,21.69,1.686e-05,0.0003095,3.252e-05,55370000000.0,7.203e-16,4.428e-16,6.436e-16,3.626e-16,8.418e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.35,,
108,0.1111,9.513,2.0,10420.0,3.839e-05,17.86,3.694e-05,0.0006857,7.208e-05,106600000000.0,7.264e-16,5.838e-16,6.478e-16,3.659e-16,7.377e-17,0.6,2.2999999999999996e-06,3.0000000000000004e-08,0.4,0.4,,
